hgnc_symbol	affy_hg_u133a_2
MYO1B	212365_at
MYO1B	215074_at
UBBP2	217125_at
UBXN7	212840_at
UBXN7	217100_s_at
UBXN7	
PDPR	220236_at
PDPR	
LHX9	
NDUFB10P2	
ZNHIT1	201541_s_at
TRMT10A	
TMEM121	219663_s_at
TMEM121	
RPL7L1P8	
RNU6-1158P	
MIR3614	
COIL	203653_s_at
COIL	203654_s_at
IGHA2	215118_s_at
RNU6-275P	
RN7SKP161	
ADIPOQ	207175_at
RNU7-60P	
RNU6-491P	
RNU6-837P	
MTCO2P25	
MIR3974	
MIR920	
ZNF282	212892_at
ZNF282	
RNU6-251P	
RN7SL38P	
RNU1-149P	
RNA5SP354	
CHCHD2P5	
MIR4302	
RNA5SP357	
RNA5SP360	
DESI2	219875_s_at
DESI2	222158_s_at
DESI2	212371_at
DESI2	
RN7SKP262	
SCPEP1	218217_at
SCPEP1	
RNA5SP356	
RNA5SP361	
	211775_x_at
LINC02679	
RNA5SP358	
RNA5SP359	
RNU1-146P	
ATP13A4	
RNU6-472P	
MIR1293	
RNU6-1093P	
NUTM2B-AS1	
SNORA2A	
SNORA2B	
SNORA2C	221821_s_at
MIR1291	221821_s_at
RNU6-1069P	
RNU6-333P	
RNU6-400P	
IGHMBP2	
IGHMBP2	31861_at
IGHMBP2	215980_s_at
RN7SKP289	
RNU6-871P	
RNU6-279P	
EXT1	214985_at
EXT1	201995_at
EXT1	
RNU4-20P	
MIR8071-1	
IGHG2	
MIR1228	
RNU6-595P	
RNU1-83P	
MIR6125	
SLC26A9	
RN7SL804P	
RNU6-769P	
MIR6757	
RNU6-1012P	
RNU6-238P	
RN7SKP172	
DENND2A	53991_at
DENND2A	221885_at
DENND2A	
MIR1252	
RNU7-120P	
RNU1-117P	
MIR3913-1	
SNORA70G	
RNA5SP363	
RN7SL737P	
MIR3913-2	
RNU7-4P	
MIR617	
MIR618	
MIR4699	
MIR331	
RNA5SP365	
MIR8071-2	
RNU6-148P	
RNU6-808P	
MIR5700	
MIR4495	
BEGAIN	220795_s_at
BEGAIN	
RNU6-1329P	
RNU6-977P	
RNU6-768P	
RN7SL88P	
RN7SL483P	
DNAJB5	212817_at
DNAJB5	207453_s_at
DNAJB5	
RNA5SP367	
MIR3685	
RNU4-24P	
RNU6-1183P	
RNU5E-5P	
SMG1P7	
RNU4-41P	
RNA5SP369	
MIR7844	
RN7SL330P	
MIR1279	
RN7SL793P	
RNU6-735P	
MIR4303	
RNU6-101P	
RNY1P16	
RNA5SP368	
RNU6-172P	220398_at
RNU6-36P	
RN7SL630P	
RNU6-1068P	
RNU6-247P	
MIR4472-2	
MIR6761	
MIR6760	
RNU7-94P	
EXOSC6	
MIR1302-1	
MIR619	
MIR1827	
RNU6-1188P	
RN7SL279P	
RNA5SP373	
RNA5SP371	
MIR620	
BEND3P3	
RN7SL176P	
RN7SKP263	
RN7SKP11	
RNU6-1088P	
RNA5SP374	
RN7SL865P	
RNU7-170P	
MTMR9	213278_at
MTMR9	204837_at
RNA5SP372	
WAPL	212267_at
WAPL	212264_s_at
WAPL	
MIR7107	
DDX19B	
DDX19B	202576_s_at
RNU1-104P	
RNA5SP376	
MIR3612	
RNU6-717P	
RN7SL508P	
MIR3922	
MIR1251	
RNU6-361P	
MIR135A2	
VASH1-DT	
VASH1	203940_s_at
VASH1	
MAN1B1	218636_s_at
MAN1B1	65884_at
MAN1B1	
RNF126P1	222349_x_at
LINC02525	
PRAM1	
PLCH1-AS1	
	203940_s_at
PLCH1-AS2	
VASH1-AS1	213569_at
RPS27AP8	
FAM135A	
FAM135A	221233_s_at
DPPA2P3	
RPL6P7	
AKAP1	
AKAP1	201674_s_at
AKAP1	210625_s_at
AKAP1	201675_at
AKAP1	210626_at
ANGEL1	36865_at
ANGEL1	213099_at
ANGEL1	
GMNC	
ZNF398	
SMCO1	
LINC01142	
ZNF414	
SLC45A3	
MAPK10	
MAPK10	214376_at
RNU6-780P	
WAPL-DT	
CYP2C58P	
RPL7AP24	
RPL7AP52	
RPL9P15	
CYP2C9	217558_at
CYP2C9	220017_x_at
CYP2C9	216025_x_at
CYP2C9	216661_x_at
CYP2C9	214421_x_at
CYP2C9	
ETV5	203348_s_at
ETV5	216375_s_at
ETV5	203349_s_at
ETV5	
MYH16	
RPL22P2	
RN7SKP17	
RN7SL356P	
ILDR2	
IRF2BPL	
LINC02288	
SYNGR4	206719_at
LINC02289	
OR1J1	
BCLAF3	
OR1J2	
OR1J4	
TDH-AS1	
OR1N1	
OR1N2	
KDELR1	200922_at
KDELR1	
OR1H1P	
OR1Q1	
OR1B1	
LRRC74A	
MTND4P20	
CYP2C59P	
OR1L1	
CYP2C60P	
TLK1P1	
FAM167A	
CYP2C8	208147_s_at
CYP2C8	
GLIS3	
SVOPL	
RNU6-98P	
HS6ST2-AS1	
NAA20P1	
USP26	
GRWD1	
GRWD1	221549_at
RHOXF1P3	
LINC02154	
OR7E158P	
GNL3L	46947_at
GNL3L	205010_at
GNL3L	
GNL3L	222109_at
GNL3L	217632_at
C3orf33	
ALG1L9P	
DEFB108B	
RNA5SP342	
DEFB130B	
DEFB130C	
RNA5SP253	
DEFB131B	
DEFB108D	
MSI2	
CKB	200884_at
CKB	
OR7E128P	
INSC	
RAP2B	214488_at
RAP2B	214487_s_at
RAP2B	213923_at
PRR13P1	
LINC01675	
FGFR1	210973_s_at
FGFR1	207937_x_at
FGFR1	211535_s_at
FGFR1	
FGFR1	215404_x_at
FGFR1	207822_at
LINC02815	
LINC01222	
SNRPGP3	
KCNJ14	220776_at
LINC01998	
RRP15	214764_at
RRP15	219037_at
RRP15	
ETV5-AS1	
PAWRP1	
RPS3AP36	
MKLN1	204423_at
MKLN1	
GAPDHP47	
ALDH18A1	217791_s_at
ALDH18A1	
EPHB3	204600_at
EPHB3	1438_at
EPHB3	
RPL7AP82	
ZNF169	
	220776_at
ARF4-AS1	
TMEM59	200620_at
TMEM59	
ST13P15	
COA8	
SULT2B1	205759_s_at
ARF4	201097_s_at
ARF4	201096_s_at
ARF4	
ENTPD1	209474_s_at
ENTPD1	207691_x_at
ENTPD1	209473_at
ENTPD1	
VDAC1P11	
PTMAP12	
YRDCP1	
RNU6-669P	
FBP2	206844_at
SPACA4	
RPL18	200022_at
RPL18	
RPL18	214335_at
FBP1	209696_at
FBP1	
RBM43P1	
TMSB15B-AS1	
LIPH	
CEP57L1	
RPS3AP28	
EOLA2-DT	
EOLA2-DT	215057_at
COPG2	
PRKD1	205880_at
PRKD1	217705_at
PRKD1	
MEGF9	212830_at
MEGF9	212831_at
PIGBOS1	
LOXL4	
PIGB	205452_at
PIGB	
CUEDC1	219468_s_at
CUEDC1	
AHCYP2	
FBXW2	
FBXW2	218941_at
FBXW2	209630_s_at
DANT1	
MIR1287	
MIR4685	
LINC02620	
CHMP1B2P	
SORCS3	215522_at
SORCS3	
EIF5A2	220198_s_at
EIF5A2	
GLE1	206920_s_at
GLE1	
GLE1	206921_at
HS6ST2	
LMX1A-AS2	
DMAC2L	206992_s_at
DMAC2L	206993_at
DMAC2L	213995_at
SORCS3-AS1	
LINC01221	
MIR628	
MCMBP	217905_at
MCMBP	
DHX9-AS1	215467_x_at
LARP7P1	
RSL24D1	217915_s_at
RSL24D1	
SPRY3	
ISCA1P2	
	202578_s_at
	202576_s_at
	202577_s_at
SEPTIN2	200778_s_at
SEPTIN2	200015_s_at
SEPTIN2	
SEPTIN2	214731_at
MIR363	
MIR92A2	
MIR19B2	
MIR20B	
MIR18B	
MIR106A	
H2AL1Q	
CACYBP	210691_s_at
CACYBP	201381_x_at
CACYBP	211761_s_at
CACYBP	201382_at
CACYBP	
CCDC160	
KLHL6-AS1	
SPHK2	209857_s_at
SPHK2	40273_at
SPHK2	
DDX19A-DT	
VEZF1	202172_at
VEZF1	202171_at
VEZF1	202173_s_at
VEZF1	
IGBP1-AS1	
VEZF1P1	202173_s_at
DGAT2L6	
	200091_s_at
CD96	
CD96	206761_at
FOXO1B	
DDX19A	
DDX19A	202578_s_at
DDX19A	202576_s_at
DDX19A	202577_s_at
SNORD63B	
SNORD63	
RN7SL581P	
AWAT1	
HSPA9	200692_s_at
HSPA9	200690_at
HSPA9	200691_s_at
HSPA9	
	201742_x_at
	211784_s_at
	208863_s_at
RNA5SP507	
P2RY4	221466_at
DIO2	203699_s_at
DIO2	211215_x_at
DIO2	210819_x_at
DIO2	203700_s_at
DIO2	
ARR3	207136_at
ARR3	
SRSF1	211784_s_at
SRSF1	201742_x_at
SRSF1	201741_x_at
SRSF1	208863_s_at
SRSF1	
SEC23IP	209176_at
SEC23IP	216392_s_at
SEC23IP	209175_at
SEC23IP	
FAM180A	
RTN1	203485_at
RTN1	210222_s_at
RTN1	
IGSF9B	
DYNLL2-DT	
LINC01035	
RAB41	
DYNLL2	
LINC00210	
TBXAS1	
TBXAS1	208130_s_at
MSX2P1	
EPX	214627_at
TMCC2-AS1	
DBP	209783_at
DBP	209782_s_at
KIF4A	218355_at
KIF4A	
ANKRD40CL	207259_at
ANKRD40CL	
PPP1R12B	201958_s_at
PPP1R12B	201957_at
PPP1R12B	
MIR4682	
NACAP2	
IFIT5	
IFIT5	203596_s_at
IFIT5	203595_s_at
NME2	201268_at
NME2	
CA11	209726_at
CA11	
TTC12	219587_at
TTC12	
CH25H	206932_at
LIPA	201847_at
LIPA	
U2SURP	
U2SURP	212060_at
U2SURP	212058_at
U2SURP	212061_at
CHP1	207993_s_at
CHP1	214665_s_at
ST3GAL2	217650_x_at
ST3GAL2	205346_at
ST3GAL2	
SEC1P	
CDKN3	209714_s_at
CDKN3	
FUT2	208505_s_at
FUT2	210608_s_at
FUT2	
MAMSTR	
RPS27P26	
RNU6-23P	
TMEM205	
SNX11	
SNX11	220140_s_at
SNX11	53912_at
FCSK	
OIP5-AS1	
TCTN3	212123_at
TCTN3	212121_at
TCTN3	
TRAPPC2LP1	
RNY4P23	
GDPD2	220291_at
	219978_s_at
	218039_at
OIP5	213599_at
MT1P1	
NUSAP1	219978_s_at
NUSAP1	218039_at
NUSAP1	
UBAP1	
UBAP1	46270_at
UBAP1	221490_at
RNU4-81P	
CCDC159	
DLG3-AS1	
PDZD11	
RAPGEFL1	
RAPGEFL1	218657_at
SLC35B3	
IFIT3	204747_at
IFIT3	
BTK	205504_at
BTK	
OGDHL	219277_s_at
OGDHL	
SWSAP1	
RPL35AP2	
RNA5SP282	
RNU2-50P	
SERPINH1P1	
EPOR	209962_at
EPOR	209963_s_at
EPOR	37986_at
EPOR	396_f_at
EPOR	215054_at
EPOR	
NUDT2	218609_s_at
ROS1	207569_at
ROS1	
MYORG	
LINC02230	
FOXD1	
FOXD1	206307_s_at
KIF24	
KIF24	220652_at
PHC1	
PHC1	218338_at
FOXD1-AS1	213972_at
LINC01385	
LINC01386	
FUNDC2P1	
ANKRA2	218769_s_at
ANKRA2	
PTPN14	205503_at
PTPN14	
LINC00689	
HTR5A-AS1	
ZNF483	
SF3B3	
SF3B3	200688_at
SF3B3	200687_s_at
VIPR2	205946_at
VIPR2	211598_x_at
VIPR2	205947_s_at
VIPR2	
MAPK6P6	
RPL21P89	
TIMM23B-AGAP6	221850_x_at
TIMM23B-AGAP6	218119_at
TIMM23B-AGAP6	221971_x_at
TIMM23B-AGAP6	
NDEL1	
NDEL1	208093_s_at
SGMS1	212989_at
SGMS1	
RNU6-1194P	
RN7SKP144	
RNU4ATAC17P	
MIR563	
RNU6-905P	
RN7SL147P	
RN7SL120P	
MIR4791	
MIR3135A	
RNU6-788P	
RNU4-85P	
UTP15	
RNU6-822P	
MIR466	
MIR548AY	
RGL3	
RNU6-815P	
RNA5SP124	
RNU6-243P	
PTGR1	
RN7SL296P	
RNA5SP127	
RNA5SP128	
RN7SKP227	
RNU7-110P	
MIR128-2	
RNU6-235P	
RNU6-922P	
RNU5B-3P	
RNU7-73P	
RNU6ATAC4P	
NDUFAF1	204125_at
NDUFAF1	
MIR4787	
ARHGAP5	
ARHGAP5	217936_at
RNU6-367P	
RNU6ATAC29P	
RNU6-856P	
RNU6-1181P	
RNU6ATAC16P	
RNU6-108P	
SNORD19	
SNORD19C	
SNORD69	
RNU6ATAC26P	
MIR4272	
RNU6-483P	
RNA5SP135	
RN7SL863P	
RNU6-139P	
RNA5SP134	
RN7SL647P	
RNU6-1270P	
RNU7-119P	
RNU2-64P	
RNU7-19P	
MIR548BB	
RNU2-10P	
MIR8064	
MIR1324	
RN7SKP284	
RNA5SP131	
RNU6-739P	
RN7SL271P	
TOMM6	218233_s_at
RNU6-1169P	
RNU6-281P	
ITPKA	205874_at
RN7SL751P	
RNU6-873P	
MIR3923	
MIR3136	
RNU2-28P	
LINC02814	
MIR4273	
RN7SKP61	
RNU6-1129P	
MIR548AB	
MIR3921	
RNU6-1236P	
FMO9P	
MIR138-1	
RNU6ATAC15P	
RNU6-712P	
MIR4445	
RNU6-461P	
MIR5787	
RNU6-1127P	
TRIM34	221044_s_at
TRIM34	
RN7SL815P	
RN7SL582P	
RNU1-43P	
MIR8076	
MIR5682	
MIR4447	
RNU5E-8P	
RNU6-557P	
RNA5SP137	
RN7SL767P	
LTK	207106_s_at
LTK	217184_s_at
NEK2	204641_at
NEK2	211080_s_at
MIR567	
MIR4446	
MIR6825	
MIR7976	
RNU6-1047P	
RNU6-1200P	
MIR7110	
RNU7-107P	
SHQ1P1	
SNORD19B	
RNU6-1284P	
RNA5SP142	
RNU6-789P	
RN7SKP124	
RPS26P38	
PAPSS2	203058_s_at
PAPSS2	203060_s_at
PAPSS2	203059_s_at
PAPSS2	
RN7SL724P	220912_at
RN7SL300P	
AANAT	207225_at
RNU6-509P	
RNU1-30P	
RN7SL715P	
RNA5SP144	
RNU6-425P	
MRM3P2	
RN7SKP46	
RNU6-1294P	
RNU1-100P	
RNU6-1308P	
RN7SKP298	
RNU6-901P	
RNU2-20P	
RN7SKP177	
RNU6-1098P	
RNU7-82P	
MIR6828	
MIR569	
MIR551B	
RN7SKP52	
RNU6-315P	
RNU6-1120P	
RNU6-547P	
SNORD111B	
RNU6-637P	
SNORD111	
RN7SL215P	
MIR1263	
MIR7977	
SNORA63D	
COL28A1	
RAB6A	210406_s_at
RAB6A	201045_s_at
RAB6A	201047_x_at
RAB6A	201048_x_at
RAB6A	
RNU6-348P	
RN7SKP40	
RN7SKP265	
RNA5SP151	
RNU6-486P	
ZNF652	
ZNF652	205594_at
RNU6-910P	
RNU6-505P	
RNU1-70P	
MIR944	
NDRG2	214279_s_at
NDRG2	206453_s_at
NDRG2	
RNU6-720P	
RNA5SP147	
RNU4-4P	
RN7SL703P	
AARS1	201000_at
AARS1	
RNU6-681P	
RNU6-507P	
RNU4-91P	
SNORA63E	
RNU6-1317P	
RN7SKP296	
RNA5SP150	
RNA5SP146	
RNA5SP148	
C1orf53	
RNU6-1279P	
MIR28	
RN7SL434P	
RN7SL738P	
RN7SL447P	
MIR570	
MIR922	
RNU6-1109P	
RN7SL141P	
ADGRG7	
ITLN2	
USP12P1	215886_x_at
M6PR	200900_s_at
M6PR	200901_s_at
M6PR	
SAR1B	218254_s_at
SAR1B	
PRELP	204223_at
PRELP	37022_at
LRRC37A5P	
GMFBP1	
RNU6-865P	
PIP5K1P2	
DNAJC25	
CPA3	205624_at
ODAD3	
RAB4A	
RAB4A	203581_at
RAB4A	203582_s_at
RAB4A	206272_at
MIR339	
RNU6-215P	
ARID5B	
ARID5B	212614_at
RN7SL851P	
RNU6-218P	
RPAP1	218441_s_at
RPAP1	
MIR4656	
MIR3683	
RNU6-534P	
RN7SKP228	
MIR3146	
RNU1-15P	
DNAJC25-GNG10	201921_at
MIR1183	
RN7SL542P	
RNA5SP228	
SNORD65C	
RNU6-1103P	
MIR550A1	
KLRG1	210288_at
KLRG1	
MIR550B1	
RNU6-438P	
GNG10	201921_at
MIR550A2	
MIR550B2	
RN7SL83P	
RN7SL132P	
SNORA20B	
MIR1200	
RNU6-565P	
RNU6-1097P	
MIR3943	
RNU7-35P	
RNU6-575P	
SNORA5A	
SNORA5C	
SNORA5B	
UBQLN4P1	
SNORA9	
RN7SKP218	
RN7SL292P	
RNU2-29P	
RNU1-14P	
SNORA22B	
SNORA15	
RNU6-1125P	
RNU6-1052P	
RNU6-1335P	
RNU6-1013P	
RPL26P6	
RNU6-417P	
UGCG	221765_at
UGCG	204881_s_at
UGCG	
MSS51	
SNORA22	
GYG1	201554_x_at
GYG1	211275_s_at
GYG1	
SNORA15B-2	
RNU6-912P	
RNU6-229P	
RNA5SP231	
RNA5SP232	
RNU6-973P	
RNU6-832P	
HNRNPA1P34	
RNU6-313P	
MIR3914-1	
MIR3914-2	
RN7SKP75	
RNA5SP234	
RN7SL869P	
RNU6-849P	
VDAC2P2	
RN7SL35P	
LINC00612	
RNU6-274P	
RNU6-10P	
RN7SKP129	
MIR4652	
RNU4-16P	
RNU6-956P	
A2M-AS1	
ENTR1P2	
RN7SKP104	
MIR5692A1	
MIR5692C2	
TOMM20	200662_s_at
TOMM20	212773_s_at
RNA5SP235	
RNU6-532P	
RNU6-364P	
RN7SL478P	
PPP3CB	202432_at
PPP3CB	
PPP3CB	209817_at
KRT17P8	
RNU7-188P	
BTG1P1	
MIR591	
RN7SL252P	
RNU6-1104P	
PZP	207330_at
PZP	
RNU6-1311P	
RNA5SP236	
TADA1	
SEC24A	212902_at
SEC24A	212900_at
SEC24A	
SNORA25B	
RNU6-581P	
RN7SKP277	
RNA5SP241	
MIR129-1	
RNU6-517P	
MIR4653	
MIR593	
RNA5SP237	
MIR592	
MIR183	
MIR4668	204881_s_at
MIR182	
RNU1-29P	
MIR96	
RNA5SP240	
RNA5SP245	
SHOC1	
RNA5SP244	204651_at
RNA5SP244	211280_s_at
MIR3654	211345_x_at
MIR3654	211927_x_at
MIR3654	200689_x_at
RNU6-223P	
RNU6-92P	
RNU6-1154P	
RNA5SP246	
ELAVL3	206338_at
ELAVL3	
RNU6-797P	
RN7SKP223	
MIR4468	
CALCOCO2	210817_s_at
CALCOCO2	
RNU6-911P	
RNU1-72P	
RNU1-82P	
RNU1-58P	
REN	206367_at
REN	205563_at
RNU4-74P	
RNA5SP247	
RNA5SP248	
RN7SL76P	
RN7SKP280	
MIR5707	
RN7SKP174	
MIR3907	
RNU6-604P	
MIR153-2	
MIR595	
MPLKIP	
SLC43A3	213113_s_at
SLC43A3	210692_s_at
SLC43A3	
THUMPD3P1	
SUGCT-AS1	
ELOCP2	
TYRO3	211432_s_at
TYRO3	211431_s_at
TYRO3	
LINC01653	
RNU6-1164P	
RNU6-757P	
CAMLG	203538_at
CAMLG	
HMGB1P11	
LYPD9P	
ZNF653	
LINC00303	
DDX46	
DDX46	202462_s_at
LINC01341	
RNU6-320P	
SEC31B	209889_at
SEC31B	
CD40LG	207892_at
CD40LG	
OR2L6P	
DHX9	212105_s_at
DHX9	212107_s_at
DHX9	202420_s_at
DHX9	
GPRACR	
NCS1	218266_s_at
NCS1	
CNN1	203951_at
CNN1	
HLTF	202983_at
HLTF	
RNU6-649P	
MIR7515	
RNU6ATAC37P	
RN7SKP168	
MIR548S	
MIR7158	
RN7SL140P	
RNU6-1288P	
TPT1P12	
RNU6-961P	
MIR1244-3	
RN7SKP112	
PTMAP4	216384_x_at
RN7SKP27	
RNU6-1215P	
MIR4262	
LINC00987	
MIR3681	
MIR4757	
RNU6-843P	
ARHGEF6	209539_at
RNA5SP88	
MIR3125	
RN7SL117P	
RNA5SP87	
RN7SL610P	
SNORA10B	
RNA5SP90	
RN7SKP216	
RNU6-1117P	
MIR548AD	
RN7SL602P	
RNU6-577P	
OSTF1P1	
RNU4-63P	
RN7SL414P	
RNA5SP91	
RN7SL665P	
RNA5SP92	
RN7SL516P	
ASS1	207076_s_at
ASS1	
TBX5	211886_s_at
TBX5	207155_at
TBX5	
RNU6-951P	
RNU4-49P	
RN7SKP208	
RN7SL361P	
MIR217	
MIR216A	
MIR216B	
MIR4432	
RNA5SP93	
RNU1-32P	
RNU6-508P	
RNU6-634P	
RNU6-221P	
RNA5SP94	
RN7SL18P	
LINC02352	
RNU6-282P	
RNU7-172P	
KLF13	
RN7SL341P	
RNU6-612P	
RN7SL51P	
MIR4431	
PPP1R3A	211169_s_at
MIR548BA	
RNU6-958P	
RNU6-439P	
RN7SL531P	
RNU6-105P	
GAPDHP76	
MIR4778	
RNA5SP98	
UBE2CP4	
RN7SKP203	
MIR5000	
RNU2-39P	
RNU6-827P	
RN7SL201P	
RN7SL211P	
RNU6-685P	
RPL21P116	
RNU6-812P	
RNU6-415P	
RNU6-548P	
RN7SKP224	
KASH5	
RASGRF1	210550_s_at
RASGRF1	214905_at
RASGRF1	
RASGRF1	215688_at
RNU6-674P	
RN7SKP164	
RNA5SP99	
RNU6-1312P	
BTF3L4	
MIR4435-1	
MIR4780	
MIR4771-1	
RNU6-972P	
RNA5SP100	
SNORD61	
RNU6-775P	
RN7SL313P	
MIR5696	
RNU4-84P	
RNU2-63P	
RNA5SP101	
ZNF185	203585_at
ZNF185	
SNORD89	
RNA5SP238	
MIR3666	
BLACE	
RNU6-242P	
RNU2-41P	
MIR4265	
MIR4266	
LINC03010	
MIR1302-3	
RN7SL468P	
RNU7-46P	
MIR4771-2	
RNU6-744P	
C5orf24	
RNU6-259P	
RN7SL635P	
RNU7-190P	
EN2-DT	
RNU6-675P	
EN2	207060_at
MIR4782	
RN7SL111P	
MIR4435-2	
VTRNA2-2P	
RNU7-182P	
RN7SKP102	
RNA5SP102	
MIR3679	
RNU6-617P	
RN7SKP141	
RWDD4P2	
RNA5SP103	
RN7SL496P	
CDK13-DT	
RNU6-473P	
TXNDC15	220495_s_at
TXNDC15	
RNA5SP104	
RN7SKP286	
RN7SKP103	
MIR7157	
SUGCT	
SUGCT	219655_at
RNU6-904P	
RNU6-1147P	
RNU6-579P	
RN7SKP154	
RNU6-546P	
RNU6-1001P	
RN7SKP281	
RNA5SP107	
RN7SL423P	
RN7SKP93	
RNU6-580P	
RNA5SP108	
RNU6-627P	
RN7SL283P	
RN7SL393P	
RNU6-932P	
MIR6888	
RNA5SP105	
RNU6-182P	
RNU6-879P	
R3HDM2-DT	
RN7SL813P	
INHBC	207687_at
MIR4785	
MIR933	
MIR4437	
MIR548AE1	
TEDDM2P	
MIR3129	
RNU6-915P	
RN7SKP42	
RNU6-989P	
RNU6-1045P	
SPARC	212667_at
SPARC	200665_s_at
SPARC	
RNU6-763P	
SWT1	
RNY4P34	
GLI1	206646_at
GLI1	
RN7SL820P	
AOPEP	212848_s_at
AOPEP	
MIR4774	
RNU6-766P	
RNA5SP117	
RNA5SP118	
MIR4776-1	
MIR4438	
MIR1258	
MIR4776-2	
RNU6-1290P	
MIR2355	
MIR7845	
MIR1302-4	
RNU2-21P	
SNORA70I	
RN7SL807P	
RNU6-624P	
MIR4268	
MIR5702	
RNU6-451P	
MIR3130-1	
MIR3130-2	
	201226_at
	214241_at
RNA5SP119	
MIR548F2	
RN7SKP283	
RN7SL834P	
RNU6-268P	
RNU6-1051P	
MIR3133	
RNA5SP122	
RNU6-619P	
RNU6-234P	
RNU6-169P	
KCNF1	210263_at
RPL6P4	
PTH2	
LINC01450	
NDUFB8	201227_s_at
NDUFB8	201226_at
NDUFB8	214241_at
NDUFB8	
LINC01449	
JMJD6	212722_s_at
JMJD6	215233_at
JMJD6	212723_at
SLC17A7	204229_at
SLC17A7	204230_s_at
SLC17A7	
OR9A3P	
OR9N1P	
C2orf50	
CLEC5A	219890_at
CLEC5A	
SLC66A3	
SLC66A3	216458_at
FBXO28	202272_s_at
FBXO28	202271_at
FBXO28	
CLMAT3	
RN7SKP232	
PSMA1	211746_x_at
PSMA1	201676_x_at
PSMA1	210759_s_at
PSMA1	
ATOX1	203454_s_at
ARHGAP9	
HIF1AN	
HIF1AN	218525_s_at
HIF1AN	59999_at
TPD52L3	
ZNF189	207513_s_at
TAS2R38	
RNU6-102P	
GPR37	214586_at
GPR37	209631_s_at
ATOX1-AS1	
PHOSPHO1	
RPLP1P6	
PIH1D1	217872_at
PIH1D1	
GLRA1	207972_at
GLRA1	
C7orf77	
FDPSP7	
RPL7AP43	
DTX2P1-UPK3BP1-PMS2P11	215410_at
DTX2P1-UPK3BP1-PMS2P11	215667_x_at
DTX2P1-UPK3BP1-PMS2P11	213893_x_at
DTX2P1-UPK3BP1-PMS2P11	179_at
DTX2P1-UPK3BP1-PMS2P11	214757_at
DTX2P1-UPK3BP1-PMS2P11	210707_x_at
DTX2P1-UPK3BP1-PMS2P11	
CTSH	202295_s_at
CTSH	
PAX2	206229_x_at
PAX2	206228_at
PAX2	
ST6GALNAC6	
ZPBP2	
RNU6-1081P	
AIDAP1	
PPIAP60	
DTX2P1	
UPK3BP1	179_at
HLTF-AS1	
PMS2P11	215412_x_at
PMS2P11	210707_x_at
MED28P2	
PMS2P9	215412_x_at
PMS2P9	210707_x_at
RBAK-RBAKDN	
HPS3	
E2F6	203957_at
E2F6	
RBAKDN	
OR10AH1P	
RNF216P1	
GOSR1	213020_at
GOSR1	213021_at
GOSR1	204630_s_at
GOSR1	
TMEM170A	
RNA5SP198	
RNU6-923P	
SLC45A2	221644_s_at
CHST6	
	221164_x_at
TRPC5	220552_at
DNAJB8-AS1	
GABARAPL2	
GABARAPL2	209046_s_at
GATA2-AS1	
TMED10P2	
C1QTNF3-AMACR	209426_s_at
C1QTNF3-AMACR	209424_s_at
C1QTNF3-AMACR	209425_at
COPS6	
COPS6	201405_s_at
COPS6	213504_at
	217111_at
RPN1	201011_at
RPN1	
C1QTNF3	220988_s_at
C1QTNF3	
ZNF658	
RTL4	
DPRXP7	
ALDH16A1	
CCDC121P1	
FBLIM1P1	
TERF2IP	201174_s_at
TERF2IP	
TEX13C	
TIMM17B	203342_at
TIMM17B	
DUXB	
RN7SL520P	
ATP5PBP7	
FAM189A2	213900_at
FAM189A2	
CPHXL	
RNA5SP403	
RNA5SP404	
SLF2	
SLF2	203481_at
SLF2	203482_at
IMPDH1P11	
RN7SL493P	
RN7SL684P	
GPRIN1	
RNU6-633P	
GNAO1-DT	
SNCB	207853_s_at
SNCB	
GNAO1	
GNAO1	204763_s_at
GNAO1	204762_s_at
GNAO1	215912_at
POU5F1P6	
MARK2P8	
LINC01565	208440_at
CBX5P1	
C3orf38	
C11orf54	
OR2K2	
MCM7	210983_s_at
MCM7	208795_s_at
MCM7	
TUSC1	
ABCF2P1	
CBWD6	220175_s_at
CBWD6	
HEBP2P1	
FAM136CP	
FAM172BP	
CRISP3	207802_at
CRISP3	
PCNP	217816_s_at
PCNP	
	210607_at
TCEANC	
GPD2	
GPD2	210007_s_at
GPD2	211613_s_at
MIR4281	
EIF4E1B	
	201049_s_at
RPL32P7	
CYBB	203922_s_at
CYBB	203923_s_at
CYBB	
RNU6-1256P	
FLT3LG	206980_s_at
FLT3LG	210607_at
FLT3LG	
MIR608	
RNY1P12	
RPL24	214143_x_at
RPL24	200013_at
TWNK	
TWNK	218590_at
SLC5A10	
MIR3690	
RNA5SP498	
CSF2RA	211287_x_at
CSF2RA	211286_x_at
CSF2RA	207085_x_at
CSF2RA	210340_s_at
CSF2RA	
TSPAN17	
CEP97	
CEP97	219886_at
MTHFD1L	
MARS1	
MARS1	213671_s_at
MARS1	201475_x_at
MARS1	213672_at
PDZD7	220555_s_at
PDZD7	
HMGB3P14	
RPL39P5	
GNAO1-AS1	
HMGN1P9	
MIR3935	
HMGB3P13	
MOSPD2	64883_at
MOSPD2	221895_at
MOSPD2	
KY	
AMFR	202204_s_at
AMFR	202203_s_at
AMFR	
RPL4P2	200089_s_at
SRFBP1	
KAZALD1	217511_at
KAZALD1	221000_s_at
COP1	
LOX	204298_s_at
LOX	215446_s_at
LOX	213640_s_at
LOX	
TPT1P14	
FANCB	
IFIT2	
