hgnc_symbol	affy_hg_u95e
RNU6-118P	
RNPEP	
RNPEP	78130_at
STX5-DT	
TEX54	
RNU2-2P	
SNORD22	
SNORD30	
SNORD28	
SNORD27	
SNORD26	
SNORD25	
MIR130AHG	
YPEL4	
ZNF517	
ASB10	
MRPS34	
ZDHHC5	
MIR107	
PANK1-AS1	
IQCA1L	
MIR5100	
SPSB3	
LINC02623	
LINC01264	
RET	
OR1L3	
TTLL11	87688_at
TTLL11	
ABCF2	
SNORD94	
MIR4779	
MRPL35	
MRPL48	
AMBP	
NCEH1	76435_at
NCEH1	77022_at
NCEH1	
KDM3A	
RNU6-456P	
RN7SL541P	
PPP2R2B	
ANGEL2	75860_at
ANGEL2	
	86404_at
KIF12	
KIF12	91221_r_at
TMEM43	
MIR639	
NDUFB7	
HERPUD2	81619_at
HERPUD2	91574_at
TNS2	
RN7SL337P	
RN7SL842P	
NUBP2	
MIR6868	
FOXJ1	
MEGF8	
RNF157-AS1	
LINC02843	
OR1D4	
OR1D3P	
SKA2	
HERPUD2-AS1	79300_at
ITLN1	85495_at
ITLN1	
NPR2	
LINC03013	89890_at
LINC03013	
RSBN1L	
RNU2-58P	
MIR454	
MIR301A	
PRR11	
PRR11	90097_r_at
PRR11	90094_i_at
CSGALNACT2-DT	
CSGALNACT2	77821_at
RASGEF1A	73881_at
RASGEF1A	
TBL1XR1	88304_at
TBL1XR1	87125_at
TBL1XR1	91118_at
TBL1XR1	
KIAA0040	
RN7SKP243	
MIX23P5	
COA4	
EIF3H	
TMEM60	
OR13J1	
FBP2P1	
DDX3ILA1	
RGSL1	
ELF2P3	
NPAP1P7	
CTSLP8	
RPL13AP17	
LINC02633	
RNU6ATAC11P	
RPL5P26	
SPATA31E1	
MAGI2-AS1	
	90094_i_at
PAAF1	
MAGI2-AS2	74246_at
RNU6-337P	
RTN4RL1	
COL13A1	
PTCH1	90226_at
PTCH1	
RNU6-530P	
NUP35P2	
	85741_at
DPH1	
MAGI2	
MAGI2	70866_at
IGFALS	
AKIRIN2	
KRT8P48	
PPP2R2B-IT1	
HAGH	
COL14A1	
COL14A1	80492_at
RN7SL183P	
STK32A-AS1	
SPACA1	
FNDC9	
NIPAL4-DT	
NIPAL4	
ACTBP8	
ORC3	87122_s_at
ORC3	87124_f_at
ORC3	
MIR8077	
CNFN	83071_at
LIPE	
HMGCR	
CXCL17	
DISC1-IT1	
UBE2F-SCLY	
RNU4-60P	
LINC01346	
	67995_at
CEACAM1	
OVCA2	
RPS26P13	
EXOC8	
RNU6-1333P	
GAPDHP75	
DPH1-AS1	
CCNQP1	
MIR132	
MIR212	
BRINP2	
HIC1	
HIC1	86316_at
SCLY	
SCLY	90949_at
SMG6	
KCNH1-IT1	
NEK7	69905_r_at
NEK7	
VAC14	
VAC14	86038_at
PGBD5	78390_at
PGBD5	
KIAA0319	
MAPK10-AS1	
RN7SKP96	
MIR4452	
MAP6D1	90879_at
MAP6D1	
GABRA2	
TM4SF19	68642_at
COX5BP8	
ANKRD45	
SYT2	
NUDT16	76779_at
NUDT16	76781_g_at
NUDT16	73580_at
NUDT16	
ESPNL	
ZNF695	
DIPK2A	90431_at
DIPK2A	
VAC14-AS1	
RNU6ATAC25P	
ACTG1P17	
RABL3	76272_at
RABL3	
TEKT5	
MCUR1P1	
SNHG21	
RN7SL624P	
	81947_at
SMG6-IT1	
SMYD3-IT1	
KLHL30	86448_at
SRR	
LINC02789	
FSD2	74234_at
FSD2	
MTCYBP33	
YWHAQP9	
MTND6P33	
CEACAMP2	
MTND5P33	
ERFE	
C6orf62	83181_at
C6orf62	
MTND4P34	
CEACAM8	
MTND4LP24	
RPS6KC1	72080_at
RPS6KC1	
MTND3P13	
MTCO3P24	
MTATP6P24	
TCEA1	
LINC02828	
NUBP1	
CEACAMP1	
GMNN	
LMOD3	
DNAJB1	
ILKAP	
FTH1P4	
RN7SL698P	
RPS15AP16	
MARK2P17	
MARK3P3	
HNRNPA1P16	
MARK2P6	
TSR1	88203_at
TSR1	
ARPC3P4	
ATXN7	
DNAJB13	
DNAJB13	75432_at
SCARNA15	
WHAMM	
COL23A1	
CAMSAP3	
SENP8	
NINJ2-AS1	
PAICS	
GGCT	
SNORD91B	
SNORD91A	
LINC02455	
RNU4ATAC16P	
GRAMD2A	
UCP3	
RAD52	
CYB561	
BTN1A1P1	
RNU6-502P	
HCG11	
HMGN4	73295_s_at
HMGN4	
RN7SL646P	
TRPC6P10	
H2AC15	
H2BC16P	
RN7SKP70	
H2AC16	
H1-5	
H3C11	
H4C13	
H3C12	
CRHR2	
H2AC17	
TVP23A	
TVP23A	79596_at
H2BC17	
RNU7-26P	
MIR6792	
OR2B2	
XAB2	
PPME1	
	79598_at
LINC01327	
PARP6	
ZBBX	
DNAAF11	
KRT18P28	
CLDN22	
TMCC2	
DTHD1	
DEXI	
DEXI	84538_at
HES6	
COG7	
PCP2	
PM20D1	
RPS27AP19	
C9orf24	
TLR2	
TLR2	67317_r_at
SNX16	81161_at
SNX16	74315_i_at
SNX16	74316_r_at
SNX16	
RETN	
NPNT	
FAM219A	87359_at
FAM219A	
PER2	
RN7SKP23	
TRAPPC5	
GGA2	86257_at
GGA2	
GGA2	85201_at
PPIAP55	
TGIF2P1	
FCER2	
RNA5SP343	
RPL23AP16	
ZNF670-ZNF695	
C5orf60	
GARS1	
ACE	
ACE	77403_at
ZNF692-DT	
KCNJ1	
NUP133	
BIN3	87953_s_at
BIN3	
WNK2	
POLD4	
TRAF3IP1	
	84688_at
LPCAT3	73072_f_at
LPCAT3	73069_i_at
LPCAT3	
TMEM45A	
RN7SKP239	
LINC01717	
CLCF1	76710_at
CLCF1	
LINC01704	
RPL21P129	
CLEC4GP1	
RNU6-1238P	
PRELID1P5	
EXOSC3P2	
LINC01743	
PPP1CA	
PRR36	
YAE1-DT	
RGS21	
YAE1	
LYPLA2P2	
RGS1	
LRRC8E	
ABI3BP	83899_at
ABI3BP	
CCNYL7	
KLHL30-AS1	
EARS2	70264_i_at
EARS2	85201_at
EARS2	
MIR1244-1	
PDE6D	
PDE6D	76583_at
RALA	
MAP2K7	
RGS22	70955_at
RGS22	89896_at
RGS22	
	72954_at
RNU6-719P	
CICP22	
SSBP3P1	91281_at
LINC00265	
RPL28P2	
RGS5-AS1	
MIR1471	
NPPC	
LINC01774	
MIR653	
MIR489	
CALCR	
DIS3L2	
DIS3L2	76728_at
ABL2	
ACE3P	
FAM136DP	
ANAPC4	
SUB1P4	
MAP3K3	
UBFD1	
BARHL1	
SNAPC2	
TBC1D10C	88767_at
TBC1D10C	
DDX31	76754_at
DDX31	
CTXN1	
NDUFAB1	
TIMM44	
ALDOB	77417_at
ALDOB	
RPS6KB2	
DCTN5	89909_at
DCTN5	73293_at
DCTN5	90635_r_at
DCTN5	91408_at
DCTN5	
MIR562	
NRBF2P6	
ECEL1P3	
ALPP	
SPPL2B	
TRMO	
C1QTNF7	
CA9	
CFAP299	
ECEL1P2	
ALPG	80616_at
	89791_g_at
	89789_at
	89793_at
CELF6	
GUCY1A1	77045_at
GUCY1A1	
SARDH	83446_at
SARDH	
	91408_at
CSMD1	
ECEL1P1	
PLK1	
DIS3L2P1	
ALPI	
GZMB	
ECEL1	
MBNL3	
ZNF493	
ZNF493	82350_at
RPL12P35	
ARID3B	
EEF1DP7	
RPS6KB2-AS1	
PTPRCAP	
SYNE2	69815_at
SYNE2	
LIMD2	
CORO1B	
LINC00664	
RNU6-231P	
MIR548AP	
LINC01584	
BNIP3P26	
CD209	
RNA5SP181	
PGBD2	
NIPBL-DT	
NIPBL-DT	75547_at
NIPBL-DT	84164_at
PPIAP37	
RNA5SP400	
RAC1P7	
KRT18P31	
NENFP3	
	83614_at
AGBL1-AS1	
FLVCR1	
ARSI	
KPNB1	
AGBL1	
TCOF1	
POU6F2	
JPT2	
PRSS56	
SLC41A1	
PPT2-EGFL8	
GPR152	
MYLK-AS2	
TMOD2	73952_at
TMOD2	
MIR5002	
TMEM134	
RPL7P15	80387_s_at
CHRND	
RAB7A	
MIR4442	
CRIP1P2	
SAPCD2P3	
RPL35P5	
NGLY1	
GTF2IP23	
RNU6-1254P	
LINC02604	
USH2A	
GIMAP2	
GIMAP2	74350_at
CIZ1	
GLUD1	
GIMAP1	
GIMAP1	83940_at
GIMAP1-GIMAP5	
STX5	
GIMAP3P	
BET1P1	
TMEM176B	
CLN6	
CHRNG	
MIR3177	
WAS	
ABCA17P	
CCNF	
RNU6-1132P	
RNA5-8SP5	
MIR663B	
CDC27P1	
FAM201B	
RNU6-175P	
YBX1P7	
VPS54	90731_at
TONSL	
TUBB4BP3	
RPL12P43	
SAGE4P	
SAGE3P	
SAGE2P	
CT45A1	
TMEM176A	
MIR6767	
	75745_at
TBX21	
TEDC2	
MGAT2P1	
CT45A5	
GDF6	
OSBPL7	88504_at
OSBPL7	
C8orf58	89862_at
C8orf58	
ACE2	
COX6CP5	
CASC23	
HMGN2P40	
TUB	
TUB	87807_s_at
TUB	87810_r_at
RNU6-1108P	
PELI1	87415_at
PELI1	
RNU6-1332P	
RNU6-966P	
RNU1-78P	
GUCY1B1	
TERB2	
TBC1D25	
PEX11G	
LINC02817	
RNA5SP239	
ST7-AS1	74621_at
ST7-OT4	
RPL23AP25	
LINC00309	
INSYN1	90585_at
INSYN1	71274_r_at
EXD1	
MIR4433B	
MIR4433A	
RPL23AP37	
RN7SKP43	
TPM3P1	
PSD3	
RPL31P13	
RPL7L1P9	
MIR6809	
DIRC3	
MIR6132	
SMYD3-AS1	
ST7-AS2	82140_at
ST7-AS2	
ZNF670	
TFE3	
ADSS2	91558_at
ADSS2	
RPL32P11	
TAF9BP1	
RNU6-848P	
MTND4P6	
CYP4F30P	
FAM222A	90482_at
FAM222A	
MTCYBP6	
OXSM	71716_at
OXSM	
PLA2G4B	
RN7SL771P	
	74243_at
ADCK2	
FAR2P3	
TUB-AS1	
FAM222A-AS1	
RN7SL351P	
KLF2P3	
MIR4497	
SRPRA	
GPR148	
RN7SL441P	
RNU6-399P	
LINC01465	
MIR6721	
HDAC6	
MIRLET7IHG	89365_at
CYCSP8	
ARHGAP42P1	
MIRLET7I	
RPL32P26	
TEX45	
TEX45	81564_at
PLD5	
SSBP3P2	91281_at
LINC00692	
MTCYBP10	
ZNF280D	85281_at
ZNF280D	85469_at
ZNF280D	
ZNF280D	82760_at
ZNF280D	80899_at
MTND6P10	
MTND5P23	
MRPL10	
TRPV4	
MIR1224	
MIR6768	
TEDC2-AS1	
MTND4P21	
NTN3	
MTND3P18	
MTCO3P18	
ALG3	
NDUFB2	78713_at
NDUFB2	
MTATP6P4	
MTCO2P18	
MTCO1P18	
	81369_at
MTND2P18	
MTND1P26	
MIR6833	
ATP6V0C	
MED15P3	
LINC01120	
GNAQP1	
NOC2LP2	
RHOQP2	80431_at
LRRC46	
LRRC46	74598_at
MZT2A	
ZNF358	
NXNP1	
ELF3-AS1	81326_at
ELF3-AS1	81328_at
MCOLN1	
CEMP1	
BANF1P4	
LINC02665	
COX6CP17	
LMOD1	
RNU6-535P	
MIR3178	
RN7SKP167	
PDPK1	
PDPK1	73168_s_at
PDPK1	77710_at
FGFR2	
FGFR2	84435_at
SCRN2	
TUBA3D	
NDUFB2-AS1	91985_g_at
NDUFB2-AS1	91983_at
RNU6-85P	
CCT4P1	
ACBD6	
MRPS33	71649_at
MRPS33	
RPL35AP26	
DCPS	
MIR4784	
ARHGEF4	
EEF1AKMT4	82913_at
EEF1AKMT4-ECE2	
WDFY3	
WDFY3	85044_at
KCNH1	
PNPLA6	
RPS14	
RPS14	87955_at
KPNA2	
CIBAR1	
ST3GAL4	
CPA2	
CAMK2N2	
RPL31P57	
PECAM1	
RNU6-603P	
SLC1A3	
PSMD2	
MILR1	
CPA4	
POLG2	
EXOC1L	
OR4F6	
DAPL1	
FGB	78341_at
FGB	
OR4F15	
BCL2L10	
CPA1	
NEDD4	
PDPK2P	73168_s_at
PDPK2P	
TBC1D24	83926_at
TBC1D24	
TMEM68	
INPP4A	
ATP5MFP4	
MIR3064	
MIR5047	
SMURF2	91240_at
SMURF2	
MESTIT1	
MEST	
FAT4	
ST7L	87602_at
ST7L	
ST7L	90375_at
RNU6-746P	
LRRC34P2	
FCF1P8	
SRD5A3-AS1	
MICOS10P2	
KPNA2P3	
TMEM165	89168_r_at
TMEM165	
TMEM165	77203_s_at
TMEM165	77205_r_at
TMEM165	80568_at
DDX5	
RRM2B	74312_at
RRM2B	75272_at
RRM2B	
CDC23	
CDC23	68170_r_at
RN7SL353P	
TUBB2B	
PSMG4	76063_s_at
PSMG4	
PSMG4	90030_at
PSMG4	84862_at
EIF4G1	69222_at
EIF4G1	
FGFR3	
GFRA3	
SLC22A23	89617_at
SLC22A23	
GAPVD1	
GLTP	75096_at
GLTP	
RPS27AP18	
CDC25C	
RGPD3	
OR7E85BP	
UNC93B8	
MIR6506	
MIR484	
OR7E111FP	
	77882_i_at
	77884_f_at
	79981_at
	77487_s_at
SNRPCP16	
NDE1	84271_r_at
ENPP7P10	
NDFIP1P1	
ZKSCAN7P1	
PLCZ1	
TRIM2	
RMDN2	
RAD21	
TUBB2A	
C8orf89	
ADGRB1	
COL12A1	
COL12A1	77316_at
SLC35F3-AS1	
CLEC4M	
RBBP5	71534_at
RBBP5	
FAM53C	
METRN	78402_at
METRN	91232_at
PSMC1P9	
	82138_at
CAPZA3	82138_at
PIK3C2G	
ANTKMT	
PREPL	
HGS	
HGS	79492_at
KDM3B	
PFKFB1	
KIRREL3-AS1	
XPR1	77994_at
XPR1	
LYVE1	
PTBP1	
PTBP1	78144_at
CIAO3	
PLEC	73394_f_at
PLEC	
TDRD9	
CTR9	
SORD	
NUTM2F	
MND1	
NFIB	
MIR335	
GALNT11	
GALNT11	72476_at
RPSAP20	
CHCHD4P5	
EFL1P2	
KIF14	
LINC02835	
RPL6P10	
EIF4G2	
PLCD3	
RNU2-40P	
FAM192BP	
RPL6P13	
EPYC	
DUOX2	
C4orf36	
RPS7P3	
STYXL2	
RPSAP59	
LUM	
BEX4	
EGR1	
RPL7P19	80387_s_at
MSLN	
ACBD4	
WWC3	
WWC3	72422_at
CPLANE1	83619_at
CPLANE1	
COLGALT2	
DCN	
	88087_r_at
CEP170B	
TECRP1	
KLHL8	
YBX1P4	
SEPTIN7P6	
FABP5P3	
DUOXA2	90513_at
CCT8L1P	74266_at
LINC01003	
CPSF4	
LYPD8	82950_at
GAPDHP29	
DUOX1	
DHRS4L2	
PCNX2	
KANTR	
TCP11X1	
TCP11X2	
KLHL13	
HEXIM1	
NMT1	
TDRD15	
FAHD2B	78700_s_at
FAHD2B	78702_at
FAHD2B	
SMIM23	
ATP5MF	
FBXW11	
MSLNL	
GAPDHP60	
MIR5705	
HSD17B13	
MIR662	
IMMP1LP2	
COX6A1	
CHN1	
ZNF789	
TRIAP1	
IRF1-AS1	
IRF1-AS1	72742_at
TDGF1P3	
LINC02079	
	87057_i_at
GATA1	
GATC	
RDM1P5	
HSD17B11	
SPG7	
SPG7	85222_r_at
SPG7	74333_at
PLXDC1	
IL5	
SNORD97	
RPL31P52	
SRSF9	
CNIH3	
ZBED5	
ZBED5	92017_r_at
ZBED5	92014_s_at
RPL18AP15	
RNA5SP512	
ALG13-AS1	
ZNF394	73937_at
ZNF394	
TRPC5OS	
TRPC5OS	81170_at
RN7SL681P	
DYNLL1	
RNU1-44P	
LINC01861	
POU4F2	
FAM114A2	78545_at
FAM114A2	82184_at
FAM114A2	
LINC02752	
FAM200A	
USP17L15	
BTF3L4P4	
PALLD-AS1	
EIF3F	82376_r_at
EIF3F	
UBE2V1P13	
CNGA1	
ZNF655	
OGT	
BRF1	
HIGD1AP13	
BMP2K-DT	
COQ5	
PAQR3	
HMGB1P42	
TBCEL-TECTA	
KCNA4	
RPS6KA6	
TMEM30A	
SLC35F3	
FSHB	
DPY19L4P1	
TRPT1	
RPL29P24	
ZNF281	
RN7SL127P	
POP5	
LINC02365	
PRIMPOL	
LPAR1	77817_r_at
LPAR1	
VDAC1P4	
MAEL	
ARL5C	
RPL13A	
RPL11P5	
RNU6-600P	
RPL32P27	
CCDC65	
COX6CP4	
CACNB1	
LARP4P	
TPST2P1	
CSNK1A1P1	
MIR548I4	
SVEP1	
MIR8063	
CDIN1	
PDK1	
SH3KBP1	83386_at
SH3KBP1	
FKBP11	
HMGB1P39	
TMEM225B	77666_at
TMEM225B	
MIR4463	
UBE2V1P15	
RNU1-34P	
SCUBE3	74255_at
SCUBE3	90121_at
CENPU	
POGLUT3	78790_at
POGLUT3	87584_at
POGLUT3	
ZSCAN25	
MFAP3	
MFAP3	82282_at
MFAP3	73675_at
ZNF76	
NTNG2	
ZNF564	77829_at
ZNF564	
WNT10B	
	77829_at
CYP3A5	
IRF1	
LINC02926	
PGK1P2	
BAD	
ZNF490	
MUSK	84357_g_at
MUSK	
ZNF791	
RNU6-940P	
DDN	
ESRRA	
RHEBL1	
RABGAP1L-AS1	
RPL10P16	
ACSL1	
MAN2B1	
ARID4B	
ARID4B	74178_at
MIR630	
LINC02259	83520_at
DHH	86872_at
SCTR	
RN7SL853P	
HIGD2B	
TUBA1B	
BBS4	86624_at
BBS4	
PPARD	
STAC2	89087_at
FCN1	80745_at
MIR3166	
GAPDHP70	
GRM5-AS1	
UGT1A4	
CERCAM	
CTSC	
CTSC	74213_at
CYP3A51P	
CYP3A7	
	88972_at
TRIM80P	
SLC16A5	
ARF3	
NID2	
NID2	89505_at
CYP3A137P	
CYP3A52P	
GJC3	
MKRN6P	
RPL10A	
SLC40A1	
SLC35A4	
MIR7111	
TEAD3	68290_at
TEAD3	
RNA5SP199	
RNU6-556P	
RNU6-781P	
PPP1R2B	
SGCD	
SGCD	82151_at
ARMC7	
ARMC7	83370_at
COPS7A	
NT5C	
WDR83	
ZFHX2	88943_at
ZFHX2	
PASK	
PASK	75639_at
PRUNE2	
PRUNE2	67941_at
PRUNE2	79164_at
FAM99A	
TULP1	
DIMT1	
IFITM10	
JPH4	
	88716_at
JPT1	
ADPGK-AS1	
NPM1P42	
ADPGK	
ADPGK	86705_at
CNTNAP2-AS1	
DUTP3	
RANP2	
MIR548F4	
CCDC88C	69809_at
CCDC88C	75687_at
CCDC88C	
CCDC88C	80191_at
RNU6-1184P	
CTSD	
RNA5SP249	
RN7SL456P	
RN7SL72P	
ELDR	
CALM1P2	
CACNA1B	
RNU6-863P	
GTF2IP7	
FABP5P8	
MIR4515	
RABGEF1P3	
TM6SF1	
WDR83OS	
SRRM3	
TMEM78	
GNG14	
SH3BP5L	
FBXW9	
WNT2B	
YWHAG	67256_at
PPIAP81	
SSC4D	
SNORD41	
MIR3945	
TRPC6P7	
MIR4455	
TRIR	
RNU6-351P	
TET2-AS1	
RN7SL89P	
RNU6-553P	
ZP3	
TET2	
RABGAP1L-DT	
GET3	
SUMO2	
SETP10	
GEMIN8P4	
MIR5690	
RSPH3	78023_at
RSPH3	83845_at
RSPH3	81764_at
RSPH3	
NUCKS1	
TAGAP	82887_at
TAGAP	
BEST2	
EXOC6B	
PCDH15	
HDGFL3	
HDGFL3	71922_r_at
HDGFL3	84864_at
HDGFL3	79510_r_at
FAXC	
MAP3K21	
NUP85	
FDPSP2	
IL21	
HSPB1	
COQ3	88452_at
COQ3	
MIR5684	
JUNB	
PRDX2	
BNC1	
PNISR	
CRPPA	
FYB2	76155_at
FYB2	
MIR626	
MFSD14B	
IL21-AS1	
MAPKBP1	
BBS12	
RNASEH2A	
SCARNA22	
SIT1	
NELFA	
MRPL11	
TIMM17A	
RPL7P22	
H2BL1P	
USP45	83142_at
USP45	
RPL36AP29	
TNPO1-DT	
MIR4804	
RPL35AP13	
CRPPA-AS1	
FCHO2-DT	
CHP1P1	
EFNA5	
SOSTDC1	
CD72	
RN7SL782P	
RN7SKP122	
CDC7	
LRRC72	
HNRNPKP1	
PRRC1	
MIR6794	
RPS6P25	
TMEM127	75744_at
TMEM127	
HOOK2	
PELI3	
LINC02983	
MIR589	
ING5	
ING5	76481_at
ACTB	AFFX-HSAC07/X00351_5_at
ACTB	AFFX-HSAC07/X00351_M_at
ACTB	AFFX-HSAC07/X00351_3_at
ACTB	
MIR943	
NAT8L	74943_at
TEX50	
NDUFAF4P4	
RABGAP1L-IT1	
NTRK2	
LINC01691	
NSD2	
NSD2	89995_at
NSD2	87565_at
TSEN15P2	
LINC01363	
NOTCH3	
CFC1	
LAG3	
GGA3	
GPR52	
RPL10P4	
FEN1P1	
SMYD3	
CUL1P1	
GRXCR2	
RN7SL380P	
CD4	
BBS1	
UPP2	90123_at
PAX3	
MIR6795	
SNORD68	
EPHX3	83638_at
EPHX3	
CPNE7	
FSCN1	
SHKBP1	
KLHL20	
RNF216-IT1	
MIR6874	
SMARCD3	
AQP3	
TSTD3	79614_r_at
TSTD3	
CCNC	88037_at
CCNC	
ONECUT1	
CDK10	
EIF4A1P11	
MIR6851	
GPR162	
NTPCR	
PAEP	
SPG11	
HMGB3P6	
ABHD17AP3	88256_at
SNORD66	
RAB29	73152_s_at
RAB29	77010_at
RAB29	
FAM131A	87464_at
RGPD4	
P3H3	
SPATA3-AS1	68688_at
NPC1L1	
LINC01502	
PAEPP1	
LINC01681	
GLT6D1	
LCN9	
OVAAL	
C2orf72	
TRAF2	
KCTD3	
HTR2B	
RNU1-93P	
RPS28P4	
MIR4777	
B3GNT7	
ZBTB8OSP2	
HIGD2AP1	
SNORA75	
SNORD20	
SNORD82	
CLCN2	
MRPS7	
RNU2-22P	
NMUR1	
RNPEPL1	
AJM1	79750_r_at
SET	
MIF4GD-DT	
LTBP4	
MCF2	
SLC25A19	
ZDHHC24	
ZDHHC24	78080_r_at
GNB3	
LINC01682	
OR1L8	
LINC02166	
ZC3H12A	
ZNF618	
ACTN3	
SPATA2L	
CAPN10-DT	
DMTF1	80303_at
DMTF1	
CNTNAP3	86099_at
CNTNAP3	73233_at
CNTNAP3	84638_at
CNTNAP3	
CAPN10	
VPS9D1	
ADGRL3-AS1	
RPS15AP17	
RPL21P47	
	67246_at
USO1	
RPL13P5	
VPS9D1-AS1	
CHMP1A	
LRRC23	
CD244	
SPI1	
CRB2	
GRB2	
MIR4487	
SLC39A13	
MIR601	
MIR7150	
PIGFP2	
LHX2	
CTF1	
DLEC1	
RNU2-16P	
PPEF2	
	85980_at
MIR3678	
RNU6-938P	
PRRC2B	
PRRC2B	69505_at
USP10	
USP10	68386_at
C17orf75	
RBM34	
AQP12B	
DSTNP2	
RAPSN	
AGXT	
ENO2	
NAAA	
NAAA	67241_at
KCNK1	
CDH24	
RN7SKP153	
TEDDM1	
NMNAT1P2	
LINC00272	
TAF2	
VDAC1P10	
ATP2C2	
LINC02786	
LINC00582	
GAPDHP24	
LINC01677	
NUMBL	87914_at
NUMBL	87912_at
NUMBL	80305_at
NUMBL	86429_at
NUMBL	
DOCK8	
RN7SL652P	
MAB21L4	86085_r_at
MAB21L4	86083_i_at
MAB21L4	67440_r_at
MAB21L4	
OOSP1P2	
HMCN1	83173_at
HMCN1	
MIR632	
MBIP	
RPL19	
MAEA	
UICLM	
SPANXN4	
TTC21B-AS1	
MAGEB16	
PPP2R2DP1	
TENT5D	
RN7SKP152	
WNT10A	
OPN1MW3	
ACAA1	
LINC01494	
RNU6-642P	
H2AL3	
CDK5R2-AS1	
MAGEB6B	
KRT8P30	
SPANXA1	
CDK5R2	
NXF2B	74016_at
NXF2B	
LINC00608	
RNU6-195P	
FEV	
ATN1	
CRYBA2	82970_at
CRYBA2	
COQ8B	
SLC25A27	77110_at
SLC25A27	73839_at
SLC25A27	
CSAG2	
ATXN3	
ATXN3	82526_at
ZNF652-AS1	
RN7SL616P	
RNU6-724P	
EIF4EP2	73201_at
GTPBP6	
LINC02075	
GTF2H2C	73918_at
GTF2H2C	89507_at
GTF2H2C	
LINC01350	89821_at
LINC01350	
SPNS2-AS1	
SPNS2	
MIR375	
TDRD6-AS1	87081_r_at
TDRD6-AS1	87079_s_at
TDRD6-AS1	87083_at
TEX28	
TDRD6	
SPANXN2	
PDC-AS1	
CFAP65	74172_r_at
CFAP65	
CFAP65	84843_at
C12orf57	
PLA2G7	
PDC	
MAGIX	
RNU7-1	
MYBBP1A	
MIR6859-2	
MIR4689	
RN7SL451P	
PTPN6	
MIR4252	
RN7SL614P	
RNU6-304P	
MIR6728	
SNORA59A	
RNU6-1265P	
IRAK1	
RNU7-179P	
RNU1-7P	
RNU4-28P	
RNU6-1208P	
RNA5SP40	
ADGRF5	
MIR4695	
MIR34A	
MIR6731	
RNU6-110P	
RN7SKP91	
RN7SL371P	
SCARNA21B	
MIR4425	
RNU6-176P	
MIR552	
MIR4420	
PGLS	91690_s_at
PGLS	
RNU6-584P	
RNU6-605P	
MIR4255	
RNU6-636P	
RNA5SP43	
MIR3659	
RNU6-510P	
RNU6-753P	
RN7SL290P	
RNA5SP46	
MIR6732	
MIR6733	
RNU2-30P	
RNU6-969P	
RNU6-1237P	
RNU6-1026P	
MIR6079	
MIR5581	
RNU6-40P	
MIR4422	
RNU7-62P	
RNU6-414P	
RNU6-1177P	
RN7SL180P	
MIR3116-1	
MIR3116-2	
RNU6-161P	
RN7SKP19	
RNU6-371P	
RNU2-15P	
RNU4-88P	
RNA5SP23	
C16orf46	
MIR7156	
RN7SL62P	
RNU6-503P	
RNA5SP20	
RN7SL854P	
RNA5SP21	
UVSSA	
MIR4781	
RNU6-1102P	
FNBP4	75723_at
RNU7-8P	
RN7SL370P	
RNA5SP22	
RNA5SP52	
SNORD3G	
TIMM29	75733_at
TIMM29	75735_at
TIMM29	
RNA5SP50	
RN7SL392P	
RNU6-1246P	
RNA5SP51	
MIR2682	
ZNF200	
RNA5SP48	
RN7SL440P	
RN7SL488P	
RN7SL583P	
MIR137	
RNU7-123P	
TLE5	76050_s_at
TLE5	
MIR30E	
RNU6-750P	
MIR30C1	
RNU6-125P	
RNU6-1318P	
RNU6-695P	
MIR378G	
MIR760	
RN7SL130P	
RNU4-75P	
RN7SKP291	
MIR7852	
RNU6-830P	
MIR761	
RNU1-130P	
RNU6-965P	
MIR320B1	
RN7SKP272	
ADGRF5-AS1	
RNA5SP56	
C2-AS1	
MIR942	
MIR548AC	
RN7SKP285	
RNVU1-25	
RNVU1-22	
RNA5SP536	
MIR5087	
RNU4ATAC8P	
RNA5SP55	
RNVU1-1	
RNA5SP533	
RNU1-155P	
IHH	89808_at
MIR6077	
RNVU1-2	
RNVU1-3	
RNVU1-21	
	75723_at
RNVU1-29	
RN7SL372P	
RN7SL420P	
MIR4256	
RNU6-352P	
RNU1-75P	
P4HA3-AS1	
MIR3131	
MIR8083	
RNA5SP64	
RN7SL764P	
RNU6-41P	
RNU6-1310P	
RNU6-307P	
RNU5F-6P	
RNU7-183P	
PGM2L1	90224_at
PGM2L1	
RNU6-983P	
SLC23A3	88804_at
SLC23A3	
RNA5SP72	
RNU6-716P	
MIR557	
RNU1-141P	
MIR921	
RNU6-778P	
RNA5SP57	
RN7SL230P	
RNU2-12P	
SNORA16B	
GGT6	74594_at
GGT6	
MIR1255B2	
SCARNA3	
RNU6-609P	
RN7SL299P	
MIR3119-1	
RNU6-570P	
RNU4-77P	
MIR3119-2	
SNORA14B	
MIR4427	
MIR4671	
RNU6-465P	
MIR3658	
MIR205	
RNY4P16	
RN7SL333P	
RNU6-725P	
RNU6-403P	
RN7SL668P	
RNU6-1283P	
RN7SL344P	
UBE2W	
MIR6740	
RNU6-487P	
RNA5SP80	
HNRNPA1P40	
RNU5A-5P	
MIR3121	
RNU6-89P	
RNU6-1205P	
MIR488	
RNA5SP73	
RNU6-152P	
RN7SKP156	
SNORA70H	
MIR548AL	
RNU2-19P	
CYCSP27	
RNA5SP65	
TXNP4	
RN7SKP49	
LIPT2	
RNA5SP62	
SMTNL2	77062_at
