hgnc_symbol	affy_hg_u95c
RNA5SP359	
RNU1-146P	
	53314_f_at
ATP13A4	
RNU6-472P	
MIR1293	
RNU6-1093P	
NUTM2B-AS1	
NUTM2B-AS1	60806_r_at
NUTM2B-AS1	58461_at
NUTM2B-AS1	53314_f_at
NUTM2B-AS1	61733_at
SNORA2A	
SNORA2B	
SNORA2C	62955_at
MIR1291	62955_at
RNU6-1069P	
RNU6-333P	
RNU6-400P	
IGHMBP2	
IGHMBP2	61591_at
RN7SKP289	
RNU6-871P	
RNU6-279P	
EXT1	
RNU4-20P	
MIR8071-1	
IGHG2	50590_at
MIR1228	
RNU6-595P	
RNU1-83P	
MIR6125	
SLC26A9	
RN7SL804P	
RNU6-769P	
MIR6757	
RNU6-1012P	
RNU6-238P	
RN7SKP172	
DENND2A	
MIR1252	
RNU7-120P	
RNU1-117P	
MIR3913-1	
SNORA70G	
RNA5SP363	
RN7SL737P	
MIR3913-2	
RNU7-4P	
MIR617	
MIR618	
MIR4699	
MIR331	
RNA5SP365	
MIR8071-2	
RNU6-148P	
RNU6-808P	
MIR5700	
MIR4495	
BEGAIN	
RNU6-1329P	
RNU6-977P	
RNU6-768P	
RN7SL88P	
RN7SL483P	
DNAJB5	
RNA5SP367	
MIR3685	
RNU4-24P	
RNU6-1183P	
RNU5E-5P	
SMG1P7	
RNU4-41P	
RNA5SP369	
MIR7844	
RN7SL330P	
MIR1279	
RN7SL793P	
RNU6-735P	
MIR4303	
RNU6-101P	
RNY1P16	
RNA5SP368	
RNU6-172P	
RNU6-36P	
RN7SL630P	
RNU6-1068P	
RNU6-247P	
MIR4472-2	
MIR6761	
MIR6760	
RNU7-94P	
EXOSC6	63765_r_at
MIR1302-1	
MIR619	
MIR1827	
RNU6-1188P	
RN7SL279P	
RNA5SP373	
	61733_at
RNA5SP371	
MIR620	
BEND3P3	
RN7SL176P	
RN7SKP263	
RN7SKP11	
RNU6-1088P	
RNA5SP374	
RN7SL865P	
	54500_at
RNU7-170P	
MTMR9	62179_at
RNA5SP372	
WAPL	
MIR7107	
DDX19B	
DDX19B	58876_f_at
RNU1-104P	
RNA5SP376	
MIR3612	
RNU6-717P	
RN7SL508P	
MIR3922	
MIR1251	
RNU6-361P	
MIR135A2	
VASH1-DT	
VASH1	
MAN1B1	64339_s_at
MAN1B1	65884_at
MAN1B1	
RNF126P1	49414_f_at
RNF126P1	49409_i_at
LINC02525	
PRAM1	
PLCH1-AS1	
PLCH1-AS2	54172_at
VASH1-AS1	
RPS27AP8	
FAM135A	
DPPA2P3	
RPL6P7	
AKAP1	
ANGEL1	
GMNC	
ZNF398	
SMCO1	
LINC01142	
ZNF414	
SLC45A3	
MAPK10	
MAPK10	58184_at
RNU6-780P	
WAPL-DT	
CYP2C58P	
RPL7AP24	
RPL7AP52	
RPL9P15	
CYP2C9	
ETV5	55097_at
ETV5	
MYH16	
RPL22P2	
RN7SKP17	
RN7SL356P	
ILDR2	
IRF2BPL	
LINC02288	
SYNGR4	
LINC02289	
OR1J1	
BCLAF3	
OR1J2	
OR1J4	
TDH-AS1	
OR1N1	
OR1N2	
KDELR1	
OR1H1P	
OR1Q1	
OR1B1	
LRRC74A	
LRRC74A	62062_at
MTND4P20	
CYP2C59P	
OR1L1	
CYP2C60P	
TLK1P1	
	51187_at
FAM167A	
CYP2C8	
GLIS3	54941_at
GLIS3	
GLIS3	49552_at
SVOPL	
RNU6-98P	
HS6ST2-AS1	
NAA20P1	
USP26	
GRWD1	
GRWD1	61623_r_at
GRWD1	61622_i_at
RHOXF1P3	
LINC02154	
OR7E158P	
GNL3L	59989_s_at
GNL3L	
GNL3L	63542_at
GNL3L	59990_at
C3orf33	
ALG1L9P	64026_f_at
DEFB108B	
RNA5SP342	
DEFB130B	
DEFB130C	
RNA5SP253	
DEFB131B	
DEFB108D	
MSI2	
MSI2	50082_at
MSI2	64973_at
MSI2	63224_at
CKB	
OR7E128P	
INSC	51587_at
INSC	
RAP2B	58080_at
PRR13P1	
LINC01675	
FGFR1	
FGFR1	55010_g_at
FGFR1	55005_at
LINC02815	
LINC01222	
SNRPGP3	
KCNJ14	51421_at
LINC01998	
RRP15	49861_at
RRP15	62215_at
RRP15	
ETV5-AS1	
PAWRP1	
RPS3AP36	
MKLN1	
GAPDHP47	
ALDH18A1	
EPHB3	
RPL7AP82	
ZNF169	
ZNF169	65378_r_at
ARF4-AS1	
ARF4-AS1	61604_at
TMEM59	59414_at
TMEM59	
ST13P15	
COA8	
COA8	61780_at
SULT2B1	
ARF4	
ARF4	61605_at
ENTPD1	
VDAC1P11	
PTMAP12	
YRDCP1	
RNU6-669P	
FBP2	
SPACA4	
RPL18	
FBP1	
RBM43P1	
TMSB15B-AS1	
LIPH	
CEP57L1	
RPS3AP28	
EOLA2-DT	
COPG2	
PRKD1	
MEGF9	
PIGBOS1	
LOXL4	62213_at
PIGB	
CUEDC1	
AHCYP2	
FBXW2	
FBXW2	66572_at
FBXW2	63474_at
DANT1	
MIR1287	
MIR4685	
LINC02620	
CHMP1B2P	
SORCS3	
EIF5A2	53758_at
EIF5A2	60580_r_at
EIF5A2	61488_at
EIF5A2	
GLE1	
HS6ST2	
LMX1A-AS2	
DMAC2L	
DMAC2L	50439_at
	50430_at
	66629_at
SORCS3-AS1	54453_at
LINC01221	
MIR628	
MCMBP	
DHX9-AS1	
LARP7P1	
RSL24D1	
SPRY3	
SPRY3	63507_at
ISCA1P2	
SEPTIN2	
MIR363	
MIR92A2	
MIR19B2	
MIR20B	
MIR18B	
MIR106A	
H2AL1Q	
CACYBP	
CCDC160	
KLHL6-AS1	63482_r_at
SPHK2	
DDX19A-DT	
VEZF1	
IGBP1-AS1	
VEZF1P1	
DGAT2L6	
CD96	
FOXO1B	
DDX19A	
SNORD63B	
SNORD63	
RN7SL581P	
AWAT1	
HSPA9	
	63834_at
RNA5SP507	
P2RY4	
DIO2	
ARR3	
SRSF1	60888_r_at
SRSF1	
SEC23IP	
FAM180A	
RTN1	
IGSF9B	61946_at
IGSF9B	
DYNLL2-DT	
LINC01035	
RAB41	
DYNLL2	51938_at
LINC00210	
	51938_at
TBXAS1	
TBXAS1	53348_at
MSX2P1	
EPX	
TMCC2-AS1	
DBP	
KIF4A	
ANKRD40CL	
PPP1R12B	55815_at
PPP1R12B	
MIR4682	
NACAP2	
IFIT5	
NME2	
CA11	
TTC12	
CH25H	
LIPA	
U2SURP	
CHP1	
ST3GAL2	
SEC1P	
CDKN3	
FUT2	
MAMSTR	
RPS27P26	
RNU6-23P	
TMEM205	
SNX11	
FCSK	
FCSK	62565_at
OIP5-AS1	
TCTN3	
TCTN3	61399_at
TRAPPC2LP1	
RNY4P23	
GDPD2	
	64489_at
OIP5	
MT1P1	
NUSAP1	64489_at
NUSAP1	
UBAP1	
RNU4-81P	
CCDC159	
DLG3-AS1	
PDZD11	
RAPGEFL1	
SLC35B3	62578_at
SLC35B3	65553_at
SLC35B3	62577_at
IFIT3	62330_at
IFIT3	
BTK	
OGDHL	
SWSAP1	
RPL35AP2	
RNA5SP282	
RNU2-50P	
SERPINH1P1	
EPOR	
NUDT2	
ROS1	
MYORG	
LINC02230	
FOXD1	
KIF24	
PHC1	
PHC1	60396_at
FOXD1-AS1	
LINC01385	
LINC01386	53006_at
FUNDC2P1	
ANKRA2	63646_s_at
ANKRA2	61697_at
ANKRA2	63647_r_at
ANKRA2	
PTPN14	
LINC00689	
HTR5A-AS1	
ZNF483	
SF3B3	
VIPR2	
MAPK6P6	
RPL21P89	
TIMM23B-AGAP6	
NDEL1	
SGMS1	
SGMS1	62245_at
RNU6-1194P	
RN7SKP144	
RNU4ATAC17P	
MIR563	
RNU6-905P	
RN7SL147P	
RN7SL120P	
MIR4791	
MIR3135A	
RNU6-788P	
RNU4-85P	
UTP15	
UTP15	51273_at
RNU6-822P	
MIR466	
MIR548AY	
RGL3	
RNU6-815P	
RNA5SP124	
RNU6-243P	
PTGR1	
RN7SL296P	
RNA5SP127	
RNA5SP128	
RN7SKP227	
RNU7-110P	
MIR128-2	
RNU6-235P	
RNU6-922P	
RNU5B-3P	
RNU7-73P	
RNU6ATAC4P	
NDUFAF1	
MIR4787	
ARHGAP5	
ARHGAP5	60527_at
RNU6-367P	
RNU6ATAC29P	
RNU6-856P	
RNU6-1181P	
RNU6ATAC16P	
RNU6-108P	
SNORD19	
SNORD19C	
SNORD69	
RNU6ATAC26P	
MIR4272	
RNU6-483P	
RNA5SP135	
RN7SL863P	
RNU6-139P	
RNA5SP134	
RN7SL647P	
RNU6-1270P	
RNU7-119P	
RNU2-64P	
RNU7-19P	
MIR548BB	
RNU2-10P	
MIR8064	
MIR1324	
RN7SKP284	
RNA5SP131	
RNU6-739P	
RN7SL271P	
TOMM6	48810_at
RNU6-1169P	
RNU6-281P	
ITPKA	
RN7SL751P	
RNU6-873P	
MIR3923	
MIR3136	
RNU2-28P	
LINC02814	
MIR4273	
RN7SKP61	
RNU6-1129P	
MIR548AB	
MIR3921	
RNU6-1236P	
FMO9P	
MIR138-1	
RNU6ATAC15P	
RNU6-712P	
MIR4445	
RNU6-461P	
MIR5787	
RNU6-1127P	
TRIM34	
RN7SL815P	
RN7SL582P	
RNU1-43P	
MIR8076	
MIR5682	
MIR4447	
RNU5E-8P	
	66376_at
RNU6-557P	
RNA5SP137	
RN7SL767P	
LTK	
NEK2	
MIR567	
MIR4446	
MIR6825	
MIR7976	
RNU6-1047P	
RNU6-1200P	
MIR7110	
RNU7-107P	
SHQ1P1	
	58248_at
SNORD19B	
RNU6-1284P	
RNA5SP142	
RNU6-789P	
RN7SKP124	
RPS26P38	
PAPSS2	60873_at
PAPSS2	63882_at
PAPSS2	60874_g_at
PAPSS2	
RN7SL724P	
RN7SL300P	
AANAT	
RNU6-509P	
RNU1-30P	
PTPRK	59087_r_at
RN7SL715P	
RNA5SP144	
RNU6-425P	
MRM3P2	
RN7SKP46	
RNU6-1294P	
RNU1-100P	
RNU6-1308P	
RN7SKP298	
RNU6-901P	
RNU2-20P	
RN7SKP177	
RNU6-1098P	
RNU7-82P	
MIR6828	
MIR569	
MIR551B	
RN7SKP52	
RNU6-315P	
RNU6-1120P	
RNU6-547P	
SNORD111B	
RNU6-637P	
SNORD111	
RN7SL215P	
MIR1263	
MIR7977	
SNORA63D	
COL28A1	
RAB6A	
RNU6-348P	
RN7SKP40	
RN7SKP265	
RNA5SP151	
RNU6-486P	
ZNF652	65693_at
ZNF652	54868_at
RNU6-910P	
RNU6-505P	
RNU1-70P	49807_at
RNU1-70P	49804_at
MIR944	
NDRG2	
RNU6-720P	
RNA5SP147	
RNU4-4P	
RN7SL703P	
AARS1	
RNU6-681P	
RNU6-507P	
RNU4-91P	
SNORA63E	
RNU6-1317P	
RN7SKP296	
RNA5SP150	
RNA5SP146	
RNA5SP148	
C1orf53	60200_at
RNU6-1279P	
MIR28	
RN7SL434P	
RN7SL738P	
RN7SL447P	
MIR570	
MIR922	
RNU6-1109P	
RN7SL141P	
ADGRG7	
ATAD1	60960_at
ATAD1	53234_at
ITLN2	
USP12P1	
M6PR	
SAR1B	55439_at
SAR1B	65565_at
SAR1B	
PRELP	
LRRC37A5P	
GMFBP1	
RNU6-865P	
PIP5K1P2	
DNAJC25	
CPA3	
ODAD3	
KLLN	60657_at
RAB4A	
MIR339	
RNU6-215P	
ARID5B	
ARID5B	51985_at
ARID5B	63081_at
RN7SL851P	
RNU6-218P	
RPAP1	
MIR4656	
MIR3683	
RNU6-534P	
RN7SKP228	
MIR3146	
RNU1-15P	
DNAJC25-GNG10	
MIR1183	
RN7SL542P	
RNA5SP228	
SNORD65C	
RNU6-1103P	
MIR550A1	
KLRG1	
KLRG1	65329_at
MIR550B1	
RNU6-438P	
GNG10	
MIR550A2	
MIR550B2	
RN7SL83P	
RN7SL132P	
SNORA20B	
MIR1200	
RNU6-565P	
RNU6-1097P	
MIR3943	
RNU7-35P	
RNU6-575P	
SNORA5A	
SNORA5C	
SNORA5B	
UBQLN4P1	
SNORA9	
RN7SKP218	
RN7SL292P	
RNU2-29P	
RNU1-14P	
SNORA22B	
SNORA15	
RNU6-1125P	
RNU6-1052P	
RNU6-1335P	
RNU6-1013P	
RPL26P6	
RNU6-417P	
UGCG	51131_at
UGCG	61315_at
UGCG	
MSS51	64812_at
MSS51	
SNORA22	
GYG1	
SNORA15B-2	
RNU6-912P	
RNU6-229P	
RNA5SP231	
RNA5SP232	
RNU6-973P	
RNU6-832P	
HNRNPA1P34	
RNU6-313P	
MIR3914-1	
MIR3914-2	
RN7SKP75	
RNA5SP234	
RN7SL869P	
RNU6-849P	
VDAC2P2	
RN7SL35P	
LINC00612	
RNU6-274P	
RNU6-10P	
RN7SKP129	
MIR4652	
RNU4-16P	
RNU6-956P	
A2M-AS1	
ENTR1P2	
RN7SKP104	
MIR5692A1	
MIR5692C2	
TOMM20	
RNA5SP235	
RNU6-532P	
RNU6-364P	
RN7SL478P	
PPP3CB	63258_at
PPP3CB	
PPP3CB	54349_at
KRT17P8	
RNU7-188P	
BTG1P1	
MIR591	
RN7SL252P	
RNU6-1104P	
PZP	
RNU6-1311P	
RNA5SP236	
TADA1	
SEC24A	
SNORA25B	
RNU6-581P	
RN7SKP277	
RNA5SP241	
MIR129-1	
RNU6-517P	
MIR4653	
MIR593	
RNA5SP237	
MIR592	
MIR183	
MIR4668	
MIR182	
RNU1-29P	
MIR96	
RNA5SP240	
RNA5SP245	
SHOC1	
RNA5SP244	
MIR3654	
RNU6-223P	
RNU6-92P	
RNU6-1154P	
RNA5SP246	
ELAVL3	
RNU6-797P	
RN7SKP223	
MIR4468	
CALCOCO2	
RNU6-911P	
RNU1-72P	
RNU1-82P	
RNU1-58P	
REN	
RNU4-74P	
RNA5SP247	
RNA5SP248	
RN7SL76P	
RN7SKP280	
MIR5707	
RN7SKP174	
MIR3907	
RNU6-604P	
MIR153-2	
MIR595	
MPLKIP	
SLC43A3	
THUMPD3P1	
SUGCT-AS1	
ELOCP2	
TYRO3	
LINC01653	
	65198_at
	58044_at
RNU6-1164P	
RNU6-757P	
CAMLG	
HMGB1P11	
LYPD9P	
ZNF653	
LINC00303	
DDX46	
	52577_g_at
	52575_at
LINC01341	
RNU6-320P	
SEC31B	
CD40LG	
OR2L6P	
DHX9	
GPRACR	
NCS1	50399_at
NCS1	
CNN1	
HLTF	
RNU6-649P	
MIR7515	
RNU6ATAC37P	
RN7SKP168	
MIR548S	
MIR7158	
RN7SL140P	
RNU6-1288P	
TPT1P12	
RNU6-961P	
MIR1244-3	
RN7SKP112	
PTMAP4	
RN7SKP27	
RNU6-1215P	
MIR4262	
LINC00987	
MIR3681	
MIR4757	
RNU6-843P	
ARHGEF6	
RNA5SP88	
MIR3125	
RN7SL117P	
RNA5SP87	
RN7SL610P	
SNORA10B	
RNA5SP90	
RN7SKP216	
RNU6-1117P	
MIR548AD	
RN7SL602P	
RNU6-577P	
OSTF1P1	
RNU4-63P	
RN7SL414P	
RNA5SP91	
RN7SL665P	
RNA5SP92	
RN7SL516P	
ASS1	
ASS1	61856_at
TBX5	49443_at
TBX5	
RNU6-951P	
RNU4-49P	
RN7SKP208	
RN7SL361P	
MIR217	
MIR216A	
MIR216B	
MIR4432	
RNA5SP93	
RNU1-32P	
RNU6-508P	
RNU6-634P	
RNU6-221P	
RNA5SP94	
RN7SL18P	
LINC02352	52564_at
LINC02352	
RNU6-282P	
RNU7-172P	
RN7SL341P	
RNU6-612P	
RN7SL51P	
MIR4431	
PPP1R3A	
MIR548BA	
RNU6-958P	
RNU6-439P	
RN7SL531P	
RNU6-105P	
GAPDHP76	
MIR4778	
RNA5SP98	
UBE2CP4	
RN7SKP203	
MIR5000	
RNU2-39P	
RNU6-827P	
	60516_i_at
RN7SL201P	
RN7SL211P	
RNU6-685P	
RPL21P116	
RNU6-812P	
RNU6-415P	
RNU6-548P	
	52537_at
RN7SKP224	
KASH5	
KASH5	65380_at
RASGRF1	
RNU6-674P	
RN7SKP164	
RNA5SP99	
RNU6-1312P	
BTF3L4	59319_at
BTF3L4	
MIR4435-1	
MIR4780	
MIR4771-1	
RNU6-972P	
RNA5SP100	
SNORD61	
RNU6-775P	
RN7SL313P	
MIR5696	
RNU4-84P	
RNU2-63P	
RNA5SP101	
ZNF185	
SNORD89	63437_r_at
SNORD89	57770_at
SNORD89	63436_s_at
RNA5SP238	
MIR3666	
BLACE	
RNU6-242P	
RNU2-41P	
MIR4265	
MIR4266	
LINC03010	
MIR1302-3	
RN7SL468P	
RNU7-46P	
MIR4771-2	
RNU6-744P	
C5orf24	60051_at
C5orf24	
RNU6-259P	
RN7SL635P	
RNU7-190P	
EN2-DT	
RNU6-675P	
EN2	
MIR4782	
RN7SL111P	
MIR4435-2	
VTRNA2-2P	
RNU7-182P	
RN7SKP102	
RNA5SP102	
MIR3679	
RNU6-617P	
RN7SKP141	
RWDD4P2	
RNA5SP103	
RN7SL496P	
CDK13-DT	
RNU6-473P	
TXNDC15	
RNA5SP104	
RN7SKP286	
RN7SKP103	
MIR7157	
SUGCT	
SUGCT	59361_at
RNU6-904P	
RNU6-1147P	
RNU6-579P	
RN7SKP154	
RNU6-546P	
RNU6-1001P	
RN7SKP281	
RNA5SP107	
RN7SL423P	
RN7SKP93	
RNU6-580P	
RNA5SP108	
RNU6-627P	
RN7SL283P	
RN7SL393P	
RNU6-932P	
MIR6888	
RNA5SP105	
RNU6-182P	
RNU6-879P	
R3HDM2-DT	
RN7SL813P	
INHBC	
MIR4785	
MIR933	
MIR4437	
MIR548AE1	
TEDDM2P	
MIR3129	
RNU6-915P	
RN7SKP42	
RNU6-989P	
RNU6-1045P	
SPARC	
RNU6-763P	
SWT1	
RNY4P34	58723_at
GLI1	
RN7SL820P	
AOPEP	
AOPEP	54024_at
MIR4774	
RNU6-766P	
RNA5SP117	
RNA5SP118	
MIR4776-1	
MIR4438	
MIR1258	
MIR4776-2	
RNU6-1290P	
MIR2355	
MIR7845	
MIR1302-4	
RNU2-21P	
SNORA70I	
RN7SL807P	
RNU6-624P	
MIR4268	
MIR5702	
RNU6-451P	
MIR3130-1	
MIR3130-2	
RNA5SP119	
MIR548F2	
RN7SKP283	
RN7SL834P	
RNU6-268P	
RNU6-1051P	
MIR3133	
RNA5SP122	
RNU6-619P	
RNU6-234P	
RNU6-169P	
KCNF1	
RPL6P4	
PTH2	
LINC01450	
NDUFB8	
LINC01449	
JMJD6	
SLC17A7	
OR9A3P	
OR9N1P	
C2orf50	
CLEC5A	
SLC66A3	
FBXO28	
FBXO28	59790_f_at
CLMAT3	
RN7SKP232	
PSMA1	
ATOX1	
ARHGAP9	
HIF1AN	
HIF1AN	65142_at
HIF1AN	61379_at
HIF1AN	59999_at
TPD52L3	
ZNF189	
TAS2R38	
RNU6-102P	
GPR37	
ATOX1-AS1	
PHOSPHO1	
RPLP1P6	
PIH1D1	
PIH1D1	49063_at
GLRA1	
C7orf77	66938_i_at
C7orf77	66937_s_at
FDPSP7	
RPL7AP43	
DTX2P1-UPK3BP1-PMS2P11	
CTSH	
CTSH	53388_at
PAX2	
ST6GALNAC6	
ZPBP2	
RNU6-1081P	
AIDAP1	
PPIAP60	
DTX2P1	
UPK3BP1	
HLTF-AS1	
PMS2P11	
MED28P2	
PMS2P9	
RBAK-RBAKDN	
HPS3	
HPS3	64370_r_at
HPS3	64369_s_at
E2F6	50412_at
E2F6	
RBAKDN	
OR10AH1P	
RNF216P1	
GOSR1	
TMEM170A	59334_at
TMEM170A	
RNA5SP198	
RNU6-923P	
CHST6	
TRPC5	49966_at
DNAJB8-AS1	
GABARAPL2	
GATA2-AS1	
GATA2-AS1	66887_at
TMED10P2	
C1QTNF3-AMACR	56822_at
COPS6	
RPN1	
C1QTNF3	
ZNF658	
RTL4	
DPRXP7	
ALDH16A1	
CCDC121P1	
FBLIM1P1	
TERF2IP	
TEX13C	66752_at
TIMM17B	
DUXB	
RN7SL520P	
ATP5PBP7	
FAM189A2	
CPHXL	
RNA5SP403	
RNA5SP404	
	57425_at
SLF2	
SLF2	62945_at
IMPDH1P11	
RN7SL493P	
RN7SL684P	
GPRIN1	65101_at
RNU6-633P	
GNAO1-DT	
GNAO1-DT	60712_at
SNCB	
GNAO1	
POU5F1P6	
MARK2P8	
LINC01565	
CBX5P1	
C3orf38	64650_at
C3orf38	63643_g_at
C3orf38	63642_at
C3orf38	
C11orf54	66003_at
C11orf54	
OR2K2	
MCM7	
TUSC1	
ABCF2P1	
CBWD6	65937_at
CBWD6	
HEBP2P1	
FAM136CP	
	66534_at
FAM172BP	
CRISP3	
PCNP	
TCEANC	
GPD2	
GPD2	61118_at
GPD2	58522_s_at
MIR4281	
EIF4E1B	
RPL32P7	
CYBB	
RNU6-1256P	
FLT3LG	
MIR608	
RNY1P12	
RPL24	64352_s_at
RPL24	
TWNK	
SLC5A10	
MIR3690	
RNA5SP498	
CSF2RA	
TSPAN17	60890_s_at
TSPAN17	62460_f_at
TSPAN17	
CEP97	
CEP97	63456_r_at
CEP97	58022_at
MTHFD1L	64388_at
MTHFD1L	
MTHFD1L	51411_at
MARS1	
PDZD7	
HMGB3P14	
RPL39P5	
GNAO1-AS1	
HMGN1P9	
MIR3935	
HMGB3P13	
MOSPD2	61105_at
MOSPD2	64883_at
MOSPD2	
KY	61994_at
KY	
AMFR	
RPL4P2	
SRFBP1	60245_at
SRFBP1	
KAZALD1	
COP1	
LOX	
TPT1P14	
FANCB	
IFIT2	
MRPS18A	
RNU6-1174P	
RNA5SP141	
CYCSP10	
MIR8086	
MPP7-DT	
ZNF101P1	
LINC02652	
	49180_s_at
RPSAP10	
MIR25	
RN7SKP39	
MIR93	
MIR106B	
WAC-AS1	48946_at
TOM1L2	54484_at
TOM1L2	
RNU4ATAC6P	
TPRKBP1	
FBXO9	
RNU6-1067P	
BAMBI	
AP4M1	
CYCSP11	
FANCD2OS	
SNORD32A	
SNORD33	
SNORD34	
MKRN3	
SNORD35A	
RPS11	
BRK1	
RNU6-270P	
LINC00837	
IRAK2	
ADGRA1-AS1	
NPM1	
RPL5P28	
OGFOD1	
OGFOD1	60897_at
UTF1	
NPM1P9	
GRPEL2P2	
BLOC1S2P1	
ZC3H12B	
VENTX	
LINC01958	
RPLP0P7	
FGF7	
LINC00570	
MIR202HG	
SNORD35B	
MIR150	
COX6CP7	
MIR202	
ADAM8	
RN7SKP179	
FCGRT	54971_at
FCGRT	
CCT4P2	
LINC00852	
NANOGP9	
RTL9	
TUBBP8	
NAB1	
HMGN2P5	
GHRL	
RBM3	
RBM3	63951_at
RBM3	60429_at
NCAPGP2	
MSANTD2	61731_at
MSANTD2	
SERF2	
SERF2	64286_at
MPIG6B	
FMOD	
KLC2	
KLC2	54439_at
CYCSP4	
OR2L9P	
	60429_at
MRPL32P1	
SLAMF7	
WDR13	
KARS1	
GLS	
GLS	65484_f_at
GLS	57270_f_at
MIR6758	
MIR616	
RCN3	61734_at
RCN3	
MBD6	
MBD6	65787_at
C9orf153	55143_at
C9orf153	
ZNF511	
VN1R110P	
KLF9	
RNU2-25P	
RN7SL592P	
PUM3	
TFDP1P2	
FAM47C	
FTHL18P	
HNRNPA1P28	
NUDT19P6	
ZNF511-PRAP1	62695_at
NOSIP	65931_at
NOSIP	
PGRMC1	
CALY	
ZNF106	
GHRLOS	
AKAP17BP	
MRPS17P9	
SLC25A43	
SEC13	
BANF1P2	
PRAP1	62695_at
TFAP2A	
RNU1-67P	
RN7SL118P	
RNY3P16	
SLC25A5	
PIP4K2C	
FUOM	
UBE2A	
UBE2A	62232_at
GPS2P1	
GAN	
ATP5PDP2	
CDK2AP2P1	
MYO5BP1	
TP53I11	
ECHS1	
CDRT15P6	
RPL7AP45	59446_i_at
RPL7AP45	59453_r_at
RGS18	
RAPGEF1	51157_at
RAPGEF1	65978_at
RAPGEF1	
RAB1AP1	
RHBDF1	
MIR3944	
STAT4-AS1	
PAOX	
GNPAT	
HEXD	63609_at
HEXD	
STAT4	
CNPY4	
DTX3	49051_g_at
DTX3	49049_at
MBLAC1	
RPL7P60	
PRRG2	
TRAPPC14	
NPRL3	
ARHGEF25	
PYGO1	
GNB5	59007_at
GNB5	51025_at
GNB5	
CLIC5	
RRAS	57299_s_at
TGFB2	
ERCC6	
ERCC6	57645_at
ERCC6	49873_r_at
MIR3674	
MIR596	
SPA17	
MIR4658	
GAL3ST4	
SCAF1	
EHF	
MIR378B	
PRKAR2A-AS1	
RNU6-959P	
HMGB1P27	
HMGB1P50	
NME2P2	
CHAT	
GPC2	
ODR4	62540_at
ODR4	61631_at
ODR4	
SLC25A20	
RPL36AP15	
RPS27AP7	
PPIAP62	
IFT20	
B4GALNT1	
B4GALNT1	51917_at
LINC01820	
IRF3	
STAG3L5P	
STAG3L5P	54794_at
LINC02583	
IL33	55630_f_at
IL33	
STEEP1	
ARIH2OS	
	58029_at
STAG3L5P-PVRIG2P-PILRB	
STAG3L5P-PVRIG2P-PILRB	65882_at
STAG3L5P-PVRIG2P-PILRB	65883_at
	52057_at
RN7SL817P	
TMEM247	
HBZ	
P4HTM	64424_at
P4HTM	
P4HTM	66748_at
ATP6V1E2	
LINC01741	
HBM	
LINC01724	
FMO4	
PVRIG2P	
MIR6840	
RHOQ	
RHOQ	66008_at
PILRA	
HBZP1	
ECPAS	
HBAP1	
HBA2	
GABPB1	
RIPK1	
HBA1	
RPL22P24	
PDHA1	
NSL1	60088_at
NSL1	
RHOQ-AS1	
HBQ1	
GFOD1-AS1	
PIGF	
RPS4XP7	
RN7SKP204	
RNU6-359P	
NOL7	
DDX28	
DALRD3	65570_i_at
DALRD3	65569_s_at
DALRD3	
NME1	
LPXN	
RANBP9	
PPP1R35	64905_at
RPL13AP23	
AGAP2-AS1	
NFATC3	
NFATC3	65240_at
TSPAN31	
PPP1R35-AS1	
C7orf61	58336_at
HFM1	61454_at
HFM1	
SCN4B	53687_at
SCN4B	
ZNF3	
MIR3692	
MAP3K15	
CRIPT	51047_s_at
CRIPT	64117_r_at
SNX9	
SNX9	65579_at
SNX9	51748_at
KBTBD11-OT1	
NNMT	
CDK4	
MYOCD	
PPFIA1P1	
UGT1A12P	
UGT1A11P	
UGT1A13P	
SLC18A3	
UGT1A9	
C10orf53	
	63863_at
SNX9-AS1	52229_at
HSPE1P26	
RNU6-786P	
COPB1	
SYNJ2	57630_at
SYNJ2	
ZNF248	
ZNF248	55549_s_at
EIF5P2	
IKBKG	
GRAP	
MIR425	
NDUFAF3	
UGT1A6	
OR2T32P	
NCOA4	
NDUFAF2	
ATP1A4	
MIR6759	
MARCHF9	62524_at
MARCHF9	
UGT3A2	60915_at
UGT3A2	
LINGO1	62317_r_at
LINGO1	
METTL23	
CYP27B1	
MIR191	
PTX3	
SNTN	
MIR7160	
NDOR1	
TPD52	
LMBRD2	
THOC7	49289_s_at
THOC7	
RNU6-393P	
MIR3609	
RNF14P3	63656_at
MORF4L1P7	
METTL1	
MCRIP2P2	
LINC00538	
GALNT2	
GALNT2	65953_at
CGNL1	
TRRAP	
MIR580	
RNU6-1305P	
LINC01132	53948_at
EEF1AKMT3	
NADK2	62154_at
NADK2	
THOC7-AS1	
SCAANT1	
PSMD6-AS2	
RPL17P11	
DNAJB3	
PSMD6-AS1	
H2BP3	
UGT1A2P	
FMO1	
FAM214BP1	
G6PD	
UGT1A1	
TIGIT	
QSER1	65546_at
QSER1	
MKS1	55090_s_at
MKS1	
MKS1	55092_at
SYNJ2-IT1	
TSFM	
MEP1A	
DRGX	
HJURP	
PTER	
MIR568	
ZBTB20-AS1	
EIF5AL1	
HMX2	
ZBTB20-AS5	
ZBTB20-AS5	54151_at
PLCB3	
ZBTB20-AS2	
PARG	
MIR4796	
ZBTB20-AS3	
YBX1P3	
ZBTB20-AS4	
EIF4E2P2	
C15orf48	
