hgnc_symbol	affy_hg_u95a
ADIPOQ-AS1	
CD48	38006_at
CD48	
YEATS2-AS1	
SETP14	
OPA1-AS1	
SST	37782_at
SST	1430_at
ERHP1	
MREG	
MTPN	
MRPS10P1	
GRAMD1C	
RXRG	1048_at
RXRG	1049_g_at
RXRG	
TOMM34	37050_r_at
TOMM34	37049_g_at
TOMM34	37048_at
LINC02419	
ARL9	
LINC02372	
CST6	33128_s_at
SSMEM1	
HMGB1P3	
UTP20	38560_at
UTP20	
CATSPER1	
IQCA1-AS1	
TMEM17	
BMT2	
OR4N5	
KCNS1	39849_at
AKT1	1564_at
AKT1	
MTCYBP8	
MFSD8	
TPRKBP2	
RNY1P10	
GAPDHP35	
SBK1	
PPP1R2P6	
WFDC12	
GAL3ST3	
PI3	41469_at
MTND5P29	
COL26A1	
SNF8P1	
MIR6862-1	
PDK1-AS1	
CDC37P2	
SEMG1	32760_at
SF3B2	
SF3B2	36973_at
	497_at
RPL3P5	
CERS6-AS1	
SEMG2	33259_at
STK4-DT	
LINC01657	
STK4	
STK4	36294_at
TPR	421_at
TPR	
IL27	
REEP4	
SGF29	
LGR5	41074_at
LGR5	41073_at
LGR5	
SPATS2L	
AVPR2	667_at
S1PR2	34086_at
RPS4XP6	
RBISP2	
MIR4322	
OFD1P17	
RN7SL37P	
RNU7-75P	
KRT8P33	
MRPL4	
HMGB3P17	
PRICKLE2-DT	
ZNF619P1	
CLSTN2	
CEP120	
ZNF212	41426_at
ZNF212	
PRRG3	
CDC37P1	
MIR6862-2	
CNGA2	
LINC01022	
RPL10P11	
LINC02577	
MIR4646	
TUFM	39867_at
TUFM	
SHOX	
SHOX	35073_at
NMNAT1P3	
EIF4EP3	
CCZ1P1	
LY6G6F-LY6G6D	
CHCHD2	
KLHL24	
SYP	37182_at
SYP	
SKP1P1	2010_at
FSCN3	37346_at
FSCN3	
DEFB116	
RPL31P3	
MIR4721	39867_at
HAUS6P2	
RNA5SP480	
DEFB117	
RABEP2	
PAICSP6	
DEFB118	
TMEM209	
RPS27AP17	
DEFB119	
STS	
STS	38034_at
LINC01726	
PAX1	36726_at
PAX1	
RALY-AS1	
RTP4	
MIR4767	
PNPLA4	35173_at
PNPLA4	
ZNF341	
LGI3	
WWTR1-AS1	
LINC02036	
KLC2-AS1	
KLC2-AS2	
RAB1B	
CHIC1	
ICAM1	
ICAM1	32640_at
IL17RD	
CIR1P1	
MIR3141	
MIR1303	
RN7SL803P	
ATP1A2	
ATP1A2	34377_at
THAP5P1	
FAXDC2	
	32748_at
RCC2P3	
KIF11	40726_at
OR4E2	
MIR624	
FAM156B	
BTBD6	
CD19	1096_g_at
CD19	
CNIH2	
OR11H4	
TMEM132D-AS1	
DPP6	35679_s_at
DPP6	
ATL1	
BMP1	
BMP1	39406_at
BMP1	39407_at
SCARNA16	
MIR6516	
RNU4-47P	
CYCSP40	
MIR4316	
SCYL2	
ICAM4-AS1	
ICAM4	35078_at
SMCO4P1	
LINC01180	
MEIOC	
PLIN1	37122_at
PLIN1	
ICAM5	40209_at
ICAM5	
DCAF8L2	
YIF1A	35326_at
YIF1A	
COCH	34190_at
COCH	
IL9R	
IL9R	938_at
CCDC43	
MIR378H	
ZGLP1	
GEMIN5	
PEX11A	
PEX11A	39648_at
ZNF133	37254_at
ZNF133	
RPL11P4	
RN7SL644P	
LINC02636	
DBF4B	
RAVER1	
MAGEA6	33517_f_at
MAGEA6	31599_f_at
LINC02347	
AIFM2	
SAR1A	41451_s_at
SAR1A	41450_at
SAR1A	
RPL36AP43	
MID1IP1	
NFATC2IP-AS1	
MIR4517	
MAGED4B	
JMJD7	
RNU7-171P	
SPNS1	
VTI1BP4	
VCP	33818_at
VCP	
TMEM151A	
ICAM3	402_s_at
ICAM3	
CD248	
RIN1	39532_at
RIN1	1777_at
RIN1	1778_g_at
RIN1	
METTL18	35677_at
LINC01680	
RN7SL819P	
DNAJC13	39403_at
DNAJC13	
RPL6P26	
JMJD7-PLA2G4B	
RNU6-661P	
CKS1BP3	37347_at
RPL35AP14	
ADAM11	33941_at
ADAM11	
LRRC70	
PLA2G1B	912_s_at
GABRB2	32460_at
GABRB2	
CALM2P2	
RPS25P9	
PPA1	
CHIA	
BRMS1	37101_at
BRMS1	37102_at
BRMS1	
ZNF808	
ADGRD1	
RPL39P34	
ZNF137P	
SSX2	33655_f_at
SSX2	126_s_at
SSX2	36409_f_at
ZNF611	
SPTBN5	
CHGB	33426_at
CHGB	
TYSND1	
KANK1P1	
TRMT6	
RNA5SP309	
SPTLC1P1	
STRN3	40901_at
STRN3	
RPS15AP5	
NSMCE4A	
GJC1	33041_at
VCX	
B4GAT1	33140_at
EEF1B2P6	35748_at
PAXIP1-AS2	
B4GAT1-DT	
HIGD1B	
SLC29A2	39661_s_at
H2BW2	
TRPC6P3	
SERTM2	
RGN	942_at
RGN	
DNAJB6	
DNAJB6	41233_at
DNAJB6	41234_at
ZNF28	
MCM8	
CCNI2	
EFTUD2	
SPRY4	
LINC00501	
PABPN1P2	
PRICKLE2-AS2	
ZFP62	
EEF1A1P23	
HPS6	
ALG1L15P	
LDB1	35160_at
LDB1	
ZNF773	
HGD	31844_at
HGD	
MGAT1	39778_at
MGAT1	
ZNF549	32333_at
ZNF549	
HIGD1AP17	
RPL21P5	
RNU6-541P	
RNU6-1189P	
RNU12-2P	
RNA5SP393	
MIR4310	
RBM10	40070_at
RBM10	
EIF3J	
EIF3J	40616_at
ACTN1	39329_at
ACTN1	39330_s_at
ACTN1	
ZNF416	
	40688_at
ZIK1	
NPIPB10P	33836_at
CETN3	35232_f_at
CETN3	35233_r_at
CETN3	
PPRC1	31821_at
PPRC1	
RRN3P2	34967_at
ZNF134	
ZNF134	36295_at
	34967_at
PRELID1P7	
CRYZL2P-SEC16B	
TPRG1-AS2	
POGLUT1	
ZNF211	
ZNF211	38142_at
SMG1P6	
RNU6-850P	
SLX1B	
KCNIP1	
BRD9P1	
RNU1-84P	
NPAS4	
MCM8-AS1	
RN7SL498P	
CRLS1	
IFNG	1021_at
IFNG	1611_s_at
IFNG	40702_at
TPRG1LP1	
ZNF527	
EXTL2	36526_at
EXTL2	
NOLC1	36597_at
NOLC1	
PACS1	
OR7E97P	
TRIM42	
SLX1B-SULT1A4	31804_f_at
SLX1B-SULT1A4	32317_s_at
RNU6-975P	
RN7SL827P	
TARDBPP1	
LRRN4	
ZNF569	
ITPK1P1	
UBA1	1268_at
UBA1	
LINC02412	
SNRNP35	41029_at
SNRNP35	
SNX29P2	
IL1RAP	38546_at
IL1RAP	
RNU1-55P	
ANKRD36BP1	
ATRN	33722_at
ATRN	33428_s_at
ATRN	33427_s_at
MIR3680-2	
CA5AP1	32296_at
MYOZ2	35989_at
SPN	36798_g_at
SPN	36796_at
SPN	
ZNF571-AS1	
KIRREL1	
LINC00943	
	41733_at
SMG1P2	
ATP6V0A4	
PHYHIP	37191_at
PHYHIP	
MOB1B	
SLC7A5P1	
TAOK2	
TAOK2	37771_at
CLINT1	40128_at
CLINT1	
CD276	
ZNF540	
CCDC103	
KCNV2	36339_at
ODAPH	
ELOVL3	
VLDLR	
VLDLR	36873_at
POLR3D	41694_at
POLR3D	
PITX3	31378_at
MIR548T	
HMGB2	38065_at
PRXL2AP1	
ZNF571	
AK3P5	
MTND4LP11	
LINC00508	
RPL7AP53	
LINC02826	
PFKP-DT	
DAGLA	35511_at
PITRM1-AS1	
LSM3P2	
DDX59	
ZNF10	
ZNF10	31707_at
RNU6-687P	
KIF18B	
NEFMP1	
MIR548F1	
GAPDHP21	
SELENOKP1	
ZNF607	
LINC02571	
MIR6891	
PITRM1	34839_at
PITRM1	
RNU6-283P	
FGFR3P1	
UBR2	39797_at
UBR2	
SF3A3P1	
GFRA4	
IPO11	
SEPHS1P7	
	36942_at
SH3GLB2	
WDR87BP	
MTND5P22	
SAP30	
SAP30	40993_r_at
SAP30	40992_s_at
INSYN1-AS1	
RNF11P1	
GCSIR	
SMOX	
SMOX	1649_at
SMOX	1650_g_at
WDR87	
NIBAN1	
SCRG1	35837_at
ICE2	
MARCHF4	
HIRIP3	33918_s_at
HIRIP3	
RNU6-890P	
PRPH2	38874_s_at
LINC02443	
KIF18B-DT	
C1QL1	39920_r_at
MYRF-AS1	
ATP6V0CP3	
RN7SL718P	
TBCC	36176_at
LINC01970	
RPL5P11	
CYP2S1	
LRRC4	
RNU6-1096P	
RN7SKP299	
CD7	771_s_at
MAP7-AS1	
HAND2	
UBA52P7	
MAP3K5-AS1	
TMEM258	
MTND4P3	
PIWIL2-DT	
LPGAT1-AS1	
CNTN1	
CNTN1	31810_g_at
CNTN1	31809_at
PIWIL2	
RNA5SP219	
LINC00607	
MRPL42P4	
MORF4	
PEX7	40654_at
PEX7	
RANP6	1840_g_at
RANP6	38708_at
WDR82P2	
NACAP5	
RPL5P6	
MED28-DT	
LHX4	
INO80E	
NCAPG2	
MED28	
AXL	1233_s_at
AXL	1278_at
AXL	38433_at
AXL	
MIR611	
FEN1	1516_g_at
FEN1	41583_at
FEN1	1515_at
FAM184B	
OR10J5	
SECTM1	41045_at
SECTM1	
LAMC2	35281_at
LAMC2	35280_at
LINC01433	
FERMT1	
FADS1	39373_at
FADS1	41718_g_at
FADS1	41717_at
FADS1	39372_at
FADS1	41719_i_at
FADS1	41720_r_at
FADS1	
DPP10-AS3	
LINC01803	
IQCA1	
DGKG	
DGKG	37052_at
DGKG	1204_at
RPL7AP37	
SLC35D3	
DCAF16	
RPL35AP3	
PCDH12	
NCAPG	
TMCO6	40547_at
TMCO6	
INE1	34079_at
NDUFB11	
MIR3646	
TEX19	
HNF4A	36722_s_at
HNF4A	36723_at
HNF4A	36721_s_at
HNF4A	
CYCSP38	
WDR93	
NUP62CL	
OGFOD3	
GTF3C6P2	
MYCLP1	1155_at
RNY3P12	
MARK2P9	
DNAJA1P3	
DNAAF6	
IDE	31840_at
IDE	
DDX59-AS1	
DOLPP1	32929_at
DOLPP1	
DOC2A	36740_at
DOC2A	
CD58	37177_at
CD58	
C4orf46P2	
KRT18P63	
BOK-AS1	
BRD8	32655_s_at
BRD8	36476_at
BRD8	
BRD8	32654_g_at
CNGA3	
CNGA3	32404_at
NOCT	
HSPE1P6	
EEF1A1P14	
ATP7A	
ATP7A	36523_at
RPS29P4	
RNU6-132P	
MRPL15P1	
RN7SL34P	
GPA33	37875_at
GPA33	
MESP2	
MRPL57P7	
CCDC97	
KRT18P60	
RN7SKP85	
LINC02413	
RNU6-531P	
RN7SL382P	
PPP1R14BP3	38618_at
ANPEP	39385_at
ANPEP	
RN7SL311P	
SSH1	34082_at
SSH1	
MIR599	
RNU6-506P	
MIR875	
RNU6-1074P	
RN7SL350P	
MGARP	
	37704_at
COX6C	36165_at
COX6C	
TMEM91	
NDUFC1	
NDUFC1	38485_at
HEXD-IT1	
NARF-AS1	
NARF-IT1	
XCL1	31496_g_at
XCL1	39652_at
MIR4731	
MTATP6P26	
H3P9	
RPRM	
TEKT3	
LINC02818	
PKN3	
LINC01633	
SETP9	
LINC02770	
KCNJ10	
KCNJ10	33951_at
KLHL6	
LINC02775	
RMDN1	
NUF2	
RNU6-799P	
RN7SL792P	
B9D2	
NPAP1P2	
CTSLP6	
PGGT1BP2	1275_at
BMS1P21	
LINC01209	
MBL1P	35108_at
LINC01840	
MIR1908	
LINC00886	
RNU6-1214P	
PMP22	38653_at
PMP22	
SFTPD	31775_at
SFTPD	
FADS3	34224_at
FADS3	
RAB33B	
HNRNPA1P24	
PRDX3P4	
BCKDHA	
BCKDHA	37704_at
METTL15P1	
RN7SL560P	
ADAMTS9	
ZDHHC12	
SFTPD-AS1	
SLBP	36913_at
SLBP	
DZANK1	
ZNRF2P3	
DPY19L2P5	
C1DP3	
C1DP2	
C1DP4	
ZNF783	
ZNF783	37794_at
TMEM254-AS1	
MAPKAPK5	41506_at
MAPKAPK5	
TMEM254	
AP3S2	32030_at
AP3S2	33751_at
AP3S2	
EFCAB10	
ZER1	41494_at
ZER1	
CLEC2L	
PPP4C	382_at
PPP4C	
ERICH4	
SIGLEC8	
LINC03008	
TBC1D13	
TMEM129	
ARL1	37296_at
ARL1	
GIMAP6	
SIGLEC12	
NTAN1P2	
SLC2A3P4	
CPNE3	39706_at
CPNE3	
RPL22P18	
PLAC9	
SSBP1	39086_g_at
ARPIN-AP3S2	32030_at
ARPIN-AP3S2	
LETM1	
MIR6746	
RAB3IL1	
MACROH2A2	
SIGLEC27P	
TUBB8P9	
SLC35F5	
SIGLEC6	34483_at
SIGLEC6	
MIR5094	
MIR5009	
RNU6-1111P	
MFSD4A	
ARPIN	
PRELID2P1	
TMEM132D-AS2	
AP4S1	36704_at
AP4S1	
CD38	40323_at
CD38	
RFC5	
RFC5	653_at
RFC5	38863_at
RFC5	40166_at
MCTS2	
ADNP	34394_at
ADNP	
RNU7-111P	
ANXA2	31444_s_at
ANXA2	769_s_at
ANXA2	757_at
ANXA2	
ENDOG	
MAGEA5P	34575_f_at
GJA6P	
RS1	34465_at
RS1	
RNU6-1243P	
MYRF	33327_at
MYRF	
NPFFR1	
SPOUT1	33287_at
SPOUT1	
PPEF1-AS1	
BLOC1S6P1	
HAUS1P2	
PHKA2-AS1	
PHKA2	36480_at
PHKA2	
LINC02668	
YPEL3	
TBX19	36702_at
ITGB1	
ITGB1	32808_at
ITGB1	2055_s_at
B3GNT5	
C6orf223	
MRPL14	
HPRT1P1	
FGFBP1	38489_at
TMEM63B	
SIGLEC29P	
GCSHP5	37357_at
ZNF175	37500_at
ZNF175	
WFDC5	
FGFBP2	
LINC02329	
LINC00911	
NR5A2	35865_at
NR5A2	
FLRT2	34853_at
FLRT2	
DDX50P2	
EBF4	
LINC01991	
LINC01087	
RN7SL48P	
PROM1	
PROM1	41470_at
SUPT20HL1	
B3GNT2	
MIOXP1	
GOLIM4	40554_at
GOLIM4	
RPL9P33	
UBE2Q2P10	
PTPRN2	36160_s_at
GLA	36833_at
RAB6C	
MIR7843	
RPL7P51	
SPACA6-AS1	
GOLGA2P1	
MIR99B	
MIRLET7E	
MIR125A	
OR7E96P	
HAS1	32424_at
HAS1	
LINC01935	
PAPOLA	
PAPOLA	34855_at
MIR548I3	
RPS3AP31	
ENPP7P1	
FAM85B	
CNGB3	
LINC02441	
PPP1R7	
PPP1R7	41540_at
FPR2	37095_r_at
GDPD3	
ITPR2	756_at
ITPR2	33839_at
ITPR2	
	33287_at
	36330_at
	36691_at
KYAT1	36330_at
KYAT1	36691_at
KYAT1	
FPR3	33092_at
TTLL9	
NOVA2	39667_at
NOVA2	
LINC02803	
SCYL3	41329_at
SCYL3	
ABI1	33886_at
ABI1	38924_s_at
ABI1	
RNA5SP468	
RPS18P13	
IL12RB1	1066_at
IL12RB1	
UBE3C	32044_at
UBE3C	
SUV39H1	
CAPN11	
CAPN11	31647_at
SFTPC	
SFTPC	38691_s_at
LINC02729	
MAPK3	1000_at
MAPK3	
TM4SF19-AS1	
MYOD1	33482_at
KCNC1	32322_at
KCNC1	
RNU6-1056P	
GLOD5	
ACAA2P1	
RNU6-29P	
ERAS	
PCSK1N	
DUSP10	38555_at
PQBP1	34325_at
MUC4	734_at
ACAT1	39678_at
ACAT1	
CSNK1A1	40184_at
CSNK1A1	
ALKBH2	
HIPK2	37851_at
HIPK2	
POLR1C	36460_at
POLR1C	
CICP4	
PCMTD2	32187_at
KIRREL1-IT1	
LINC02802	
QRSL1P1	
RPS27P21	32748_at
IFITM3P2	676_g_at
NMNAT2	32090_at
NMNAT2	
TAOK3	41646_at
TAOK3	
MAST3-AS1	
LRRC8A	
	34197_at
	925_at
	39728_at
	388_at
CYB5AP4	
PIK3R2	34197_at
PIK3R2	388_at
PIK3R2	
SSTR4	34139_at
THBD	33803_at
PHYHD1	
	37794_at
CD93	35036_at
SLC16A14P1	
LINC00656	
OXR1-AS1	
RNA5SP478	
TAGLN2P1	36678_at
RNU7-84P	
ABRA	
RGS19	34268_at
RGS19	
MYL10	
FZD3	
CCT8P1	
LINC01139	
TARBP1	39779_at
TARBP1	
UQCRFS1P2	
IFI30	
IFI30	925_at
IFI30	39728_at
COPG2IT1	36563_at
MIR6813	
LKAAEAR1	
TAS2R16	
MIR4288	
RNA5SP259	
EXTL3-AS1	
FIS1	
REXO2	
INTS9	32061_at
INTS9	
LINC01727	
CHURC1	
WWC1	34213_at
WWC1	
SEPTIN14P21	
MPV17L2	
CBX1P3	
ZNF337-AS1	
SLC35A2	34229_s_at
SLC35A2	34230_r_at
SLC35A2	
GEMIN2	41363_at
GEMIN2	
SRSF8CP	
LY9	36334_at
LY9	
RAB3A	620_at
RAB3A	
TAS2R3	
EEF1A1P10	40886_at
CORO1A-AS1	
	38860_at
SSPOP	
BOLA2B	41732_at
LINC01370	
YIPF3	38697_at
YIPF3	
SLX1A-SULT1A3	31804_f_at
SLX1A-SULT1A3	32317_s_at
JUND	1612_s_at
JUND	41483_s_at
JUND	41484_r_at
RPL39P38	
OGFR-AS1	
LSM4	32559_s_at
LSM4	
MIR646HG	
LINC02424	
PEBP1	32611_at
PSMC1P3	
DOLK	35403_at
YPEL5P3	
TSPAN12	
NUP188	32644_at
NUP188	
KDM3AP1	
MSI1	31395_i_at
MSI1	31396_r_at
MSI1	
SNED1-AS1	
TDRD5	
GAPDHP25	
PGPEP1	
DPF3	
CD2BP2	33801_at
CD2BP2	
NXPE2P1	
NXPE4	
TBC1D10B	
LINC02369	
APCDD1L-DT	
LRRC25	
RAPGEF6	
TMPRSS13	
BIN1	459_s_at
BIN1	32238_at
BIN1	
ASCL1	40543_at
ASCL1	40544_g_at
INTS9-AS1	
SSBP4	
USP30	
IKBKB	35960_at
IKBKB	
LINC01431	
GPR139	
SLX1A	
LINC01270	
ISCUP1	
XPO5	
SCCPDH	34862_at
SCCPDH	34863_s_at
OR4K5	
ZNF467	39837_s_at
OR11H12	
PPP4R1L	
OR11G2	
PABPN1	39050_at
PABPN1	
MLLT10	
MLLT10	33773_at
SULT1A4	31804_f_at
SULT1A4	32317_s_at
CEP350	33805_at
CEP350	
UBE2H-DT	
UBE2H	369_s_at
UBE2H	
PIM2	1652_at
PIM2	1633_g_at
CRAT	41648_at
CRAT	
RPS2P5	31527_at
LINC02359	
OTUD5	
OR4E1	
SDR39U1	32591_at
SDR39U1	
BRWD1P2	
LINC02388	
CUX2	37812_at
CUX2	
RN7SL828P	
RNA5SP284	
DUX4L50	
MIR4477B	
FRG1JP	
LINC02910	
TMPRSS4	
TRPM3	
GNAS-AS1	
POLH	
ISYNA1	
MIR1-1HG	
PTPRZ1	1364_at
PTPRZ1	
RNU6-722P	
KCND1	40021_at
KCND1	
ELK4	
ELK4	38497_at
ELK4	38496_at
LINC00507	
NGB	
GRIPAP1	
POLH-AS1	
TMX4-AS1	
OR11H2	
GTPBP2	
MDGA2	
LINC00659	
LINC01275	
HNRNPA1P46	
CEP250-AS1	
RPL21P103	
TFB2M	
SNHG17	
RPL12P32	
RBMS2P1	34187_at
ADAM1A	
RPS27P25	
CPM	36708_at
CPM	
LYPLAL1	
MAD2L1BP	39386_at
MAD2L1BP	
RNASE3	33979_at
RSPH9	
TRAV6	
TRAV7	
TRAV8-1	
TRAV9-1	
TRAV10	31429_at
TRAV11	
TRAV12-1	
LINC02537	
TRAV8-2	
TRAV8-3	
NPM1P51	
TRAV13-1	
PGC	33699_at
PGC	
TRAV12-2	
TRAV8-4	
TRAV8-5	
TRAV13-2	31430_at
TRAV14DV4	
MIR6799	
TRAV9-2	31710_at
TRAV15	
TRAV12-3	
TRAV8-6	
FUZ	
TRAV16	
TRAV17	
TRAV18	
TRAV19	
FRS3	
TRAV20	
TRAV21	
TRAV22	
GLG1	
GLG1	37706_at
TRAV23DV6	
MPZL1	
MPZL1	33769_at
TRDV1	
TRAV24	
TRAV25	
TRAV26-1	
TRAV8-7	
TRAV27	
TRAV28	
TRAV29DV5	
TAPT1	
TRAV30	
MAPK8IP1P1	41280_r_at
TRAV31	
TRAV32	
TRAV33	
TRAV26-2	
TRAV34	
LINC01257	
TRAV35	
PRICKLE4	
TRAV36DV7	
TRAV37	
TRAV38-1	
TRAV38-2DV8	
TRAV39	
LINC00261	
RPL21P99	
TRAV40	
TRAV41	
RPS2P41	
PANK2-AS1	
EPC1	
DAO	
DAO	34464_at
MHENCR	
EEF1A1	
EEF1A1	40887_g_at
EEF1A1	40886_at
EEF1A1	1288_s_at
PELATON	
SNHG11	
IGHM	41166_at
MIR4539	
MIR4507	
MIR4538	
MIR4537	
RN7SL656P	
INTS7	
SNORA11G	
ZFPM2-AS1	
TRO	
TRO	34730_g_at
TRO	34729_at
ARL17A	
ARL17A	39879_s_at
RPL12P24	
OXR1	
MIR2054	
NUP58P1	
SPATA5	
MIR6800	
PTOV1-AS1	
PTOV1	
PTOV1	40955_at
RN7SL199P	
FAM215B	
SNORD3A	
IGHV7-4-1	
SNORD3C	
KYNUP3	
KIF20B	282_at
KIF20B	
EPN2-AS1	
RNA5SP389	
MIR1180	37511_at
MAPK7	35617_at
MAPK7	
SPRY1	
SPRY1	38767_at
NOP56P3	
CCDC63	
LINC02435	
RPL17P20	
RN7SL492P	
RN7SL357P	
NOA1	
IGHV3-74	34104_i_at
MIR5195	33999_f_at
MIR5195	34000_r_at
IGHV5-78	33999_f_at
IGHV5-78	34000_r_at
IGHVII-78-1	
IGHV3-79	
IGHV4-80	
IGHV7-81	
IGHVIII-82	
POLR2B	
POLR2B	39746_at
SYNE3	
DYNC2I2	
C16orf95	
JAML	
SEMA4D	
MRTFB	
RABGEF1P2	
BRI3	
OR5BT1P	
SLCO1B3-SLCO1B7	
YBX1P2	32340_s_at
AKR1B15	
MFAP4	39066_at
MFAP4	
RPS29P5	
CATSPERE	
TIMM23B	
PROX2	
GIMAP7	
R3HCC1L	31338_at
R3HCC1L	
SIPA1L1	
SIPA1L1	40805_at
SLC37A3	
SEMA6A	
SEMA6A	36275_at
LAMA5-AS1	
EIF3CL	34841_at
FRG1CP	
MSRB3-AS1	
MIR4749	
PTOV1-AS2	39234_at
PTOV1-AS2	
SIAH2-AS1	
KCNAB1-AS2	
ADAM1B	
MTAPP2	
CCDC50	
LINC02399	
PSTK	
PNKP	
NDUFA5P6	
RNF112	
ZNF469	
BTBD11	
EIF3C	34841_at
EIF3C	
CABCOCO1	
RNU6-998P	
IGFBP7	2062_at
HES1	37393_at
UBE2CP3	
LINC02094	
NUTM2D	
HSPE1P18	
RPS2P46	31527_at
REST	
MPZL3	
RPL17P43	
TFDP1P1	
GK5	
PRDX6	39354_at
PRDX6	
ALOXE3	
PTPRE	1150_at
PTPRE	32916_at
PTPRE	
EDARADD	
ZNF510	40381_at
ZNF510	
RANBP3L	
MPZL2	34986_at
MPZL2	
LINC00653	
SDCBP2-AS1	
ASTN2	35619_at
ASTN2	
SNAP25-AS1	
FMO7P	
NPLOC4	
RPL35AP6	
LINC01655	
BRINP3	34442_at
BRINP3	34443_at
BRINP3	
EMILIN3	
HMGB1P46	
FOLR1	534_s_at
FOLR1	39311_at
FOLR1	821_s_at
PPEF1	38946_at
PPEF1	
ATP5MC2P1	
LMX1A	
DYNLT2B	
TRIM36	
SDR16C5	
CEP83-DT	
ANXA5	37747_at
ANXA5	
LINC02463	
RPS6P20	
FAM32EP	
EHHADH	31871_r_at
EHHADH	
LINC02368	
CCNE2	35249_at
CCNE2	
SLC15A4	
BUB3P1	
RPL7P32	36333_at
TRPC6P8	
	41152_f_at
TAS2R6P	
PAXBP1P1	
ADCY10	31924_at
ADCY10	
PRKAR2B-AS1	
CRCP	35595_at
CRCP	
ZBTB1	
ZBTB1	34750_r_at
ZBTB1	34751_at
TM4SF1-AS1	
AP3M1	
PDE6G	32204_at
PDE6G	
MTMR2	
MTMR2	33277_at
TRIM9	36903_at
TRIM9	
LINC02824	
ABLIM3	39597_at
ABLIM3	
OXLD1	
HERC4	
HERC4	31689_at
CCDC137	
MYL2	36640_at
MYL2	
SUPT20HL2	
SNRPEP9	
CPED1	
PDK3	
PDK3	36720_at
PDK3	36718_s_at
PDK3	36719_r_at
HIF1A	
HIF1A	1039_s_at
MIR6786	
MRPL12	39812_at
OR4F21	
NKX2-6	
MSC	35992_at
TDRP	
SLC25A10	
LRP12	
PRKCIP1	1602_at
ARMCX1	
ZNF648	
SELE	265_s_at
SELE	
ARMCX7P	38440_s_at
ARMCX6	38440_s_at
ARMCX6	
LINC02370	
NLRP9P1	
COPS5P2	
PAFAH1B2	
PAFAH1B2	32445_at
TMEM65	
ATXN2-AS	
KRT18P20	
ARMCX3	
MTA3P1	
RBM12B-AS1	
RBM12B-DT	
PIGQ	
PIGQ	33269_at
LINC02990	
MAFA-AS1	
MAFA	
CCDC93	35165_at
CCDC93	
RPH3A	
RPH3A	41001_at
ZC3H3	41078_at
FSCN2	34490_f_at
FSCN2	34489_f_at
FSCN2	34488_i_at
WDR5	
MED25	
MED25	32130_at
SLC51A	
ARMCX3-AS1	
LUC7L2	
RECQL5	
RECQL5	34063_at
RNU6-30P	
SIDT2	
ARMCX2	36057_at
ARMCX2	
	31692_at
	1104_s_at
GGTA1	
GPATCH2	
C9orf152	
LRRC26	
EPB41L4B	
EXOSC9	
EXOSC9	38838_at
ATP11B-DT	
DCTN4	
SMYD2	
EIF2B5	34758_at
EIF2B5	
LINC01830	
WBP11P2	
ST13P2	
NIFKP9	
PTP4A1P1	
MTX2	35642_at
MTX2	
SNAPC1	35488_at
NDUFB9P2	
PTMAP10	
TNFSF8	
TNFSF8	33012_at
RHEB	1659_s_at
RHEB	
RNU6-667P	
RNU6-587P	
MTHFS	39064_at
MTHFS	
ZRSR2	35060_at
ZRSR2	38523_f_at
ZRSR2	
OMD	41031_at
LCN8	
ST20-MTHFS	39064_at
ST20-MTHFS	33737_f_at
ST20-MTHFS	33738_r_at
COX4I1P1	
ATP2A1	41769_at
ATP2A1	
ST20-AS1	
WDR75	
LINC00644	
	33737_f_at
	33738_r_at
EHMT2-AS1	
FOXD4L6	
OR1L6	
ZFAND6	
	31660_at
GPSM1	
MYO1G	
ARMCX4	41580_at
ARMCX4	
MYOZ3	41007_at
MYOZ3	
SELL	245_at
SELL	
EIF5P1	
HMGN1P33	
CLDN34	
WWC3-AS1	
TCEAL2	
TCEAL6	
CYCSP5	
TMEM161B	
BEX5	
DPT	38059_g_at
DPT	38057_at
RFX8	
LINC01760	
STAP2	
TSC22D3	36630_at
TSC22D3	36629_at
TSC22D3	
CAPN8	
MAS1	31549_at
IGF2R	972_s_at
IGF2R	
KRT18P19	
POMT1	
FARP2	35188_at
FARP2	
SMIM6	
CCNA2	40697_at
CCNA2	1943_at
SAP30BP	
TAGLN	36931_at
TAGLN	
BBS7	
PIK3CB	31699_at
PIK3CB	1163_at
PIK3CB	
AKR1D1	
AKR1D1	34084_at
NCBP2L	
NKRF	37501_at
NKRF	
MXI1	748_s_at
MXI1	39072_at
MXI1	654_at
MXI1	
LINC02356	
TOR3A	
FRMPD4	
FRMPD4	35031_r_at
FRMPD4	35030_i_at
AKT1S1	
P2RX7	33697_at
P2RX7	
AIRN	
CHP1P2	
SLC22A1	35113_at
SLC22A1	
SIGLEC30P	
ING3	31808_at
ING3	
RPS3AP10	
RNF2	33484_at
RNF2	
GK	38130_s_at
GK	38129_at
GK	
FUS	39180_at
FUS	
RNF214	
LINC01696	
BBS7-DT	
TRPC3	34984_at
TRPC3	
WDR25	
ZNF221	
MIER3	
YIPF2	40183_at
YIPF2	
TFEB	1149_at
TFEB	
KDM5B	39713_at
KDM5B	
FIGLA	
RGPD4-AS1	
LINC02048	
KCNS3	36694_at
KCNS3	
SHQ1	
SMKR1	
ZP3P2	
PRKAG2	
FAM178B	
RPS26P56	
RNA5SP513	
SMARCA1	40213_at
SMARCA1	
LINC02026	
MTND5P15	
RTP2	
