hgnc_symbol	affy_hg_u133b
RN7SKP79	
GNL3LP1	
ERCC8-AS1	
	224235_at
SMIM15	224740_at
SMIM15	
NOL12	
NSA2P6	
HINT1	
HINT1	200093_s_at
MAP9-AS1	
ARHGEF15	
DYNLRB1	
ITCH	239101_at
ITCH	235057_at
ITCH	
GOLGA8UP	
RPS14P7	
OR4K2	
PHB1P14	
RPL6P11	
HNRNPA1P43	
RN7SL82P	
HERC2P10	
LRFN5	230644_at
LRFN5	
LYRM7	
LYRM7	240344_x_at
LYRM7	228841_at
LYRM7	231840_x_at
DNAJB14	222850_s_at
DNAJB14	226399_at
DNAJB14	
MAGI3	224307_x_at
MAGI3	226770_at
MAGI3	
MAGI3	230409_at
SLC48A1	
FDPSP4	
UBR1	226921_at
UBR1	238528_at
UBR1	
ODF4	
PLA2G6	
OR4M1	
OR4K14	
NLRP14	
OR6J1	
OR4K13	
SH3TC2	
SH3TC2	240966_at
OR4K1	
OR11M1P	
NAPGP1	
KRT8P38	
OR10G3	
RCBTB2P1	
LIPM	
C14orf178	
RPL26	
NF1P4	
GBGT1	231780_at
GBGT1	
SNX2P2	
LINC02932	
RNU6-1306P	
NF1P11	
RCOR2	236030_at
RPS10P14	
RAP1B	
RSL24D1P3	
RALGAPA1	
RALGAPA1	234923_at
MTND1P3	
DNAJB9	
LIPN	
RNU6-598P	
EEF1A1P39	
	239863_at
DNM1P17	
GOLGA2P6	
PCOLCE-AS1	
RN7SL241P	
MIR7162	
NIFKP1	
CCND3P1	
MAP3K8	
LEP	
NAA40	
PDGFC	222719_s_at
PDGFC	
GRPEL2P3	
HSD17B14	228713_s_at
HSD17B14	224494_x_at
HSD17B14	224497_x_at
GNAT3	
HNRNPA1P32	
RN7SL63P	
SNRPGP12	
SMNDC1	200071_at
SMNDC1	
IFT80	226098_at
IFT80	
RNU7-43P	
PPIAP52	
MTND4LP2	
CCDC42	230881_at
CCDC42	
DOCK4-AS1	
ASS1P11	
LINC00602	
GAPDHP72	
OR7E38P	
EEF1GP1	
RNU6-153P	
PRR18	238008_at
PRR18	
MFSD6L	
PIK3R6	
SFT2D1	225850_at
SFT2D1	225849_s_at
SFT2D1	232487_at
SFT2D1	
GCC1	243306_s_at
GCC1	
DUSP5-DT	
HMGB3P5	
DUSP5	
PLEKHA4	
RNU6-45P	
COX8A	
RPS3AP47	
RXFP1	231804_at
RXFP1	
RXFP1	238206_at
TMEM62	
TMEM62	222739_at
CEP19P1	
CACNA2D1-AS1	
CRYGB	
SND1-IT1	
EIF2S2P5	
LINC02903	
PGBP	
MACROD1	
MIPEPP1	
TERF1	
KCNC4-DT	
NDUFAF4P2	
HNRNPA1P49	
LINC01649	
MPC1	
OR7E89P	
LINC01963	
ANKRD7	
MYO1B-AS1	
MTPAP	233873_x_at
MTPAP	222794_x_at
MTPAP	
UBL4B	
TERF1P6	
WNT6	
MPC1-DT	
RPS6KA2-IT1	
MIR1913	
RNU6-285P	
TBXT	
GGH	
PIK3R5-DT	
NTN1	227816_at
NTN1	
LAMB4	234334_s_at
LAMB4	
KLF7	238517_at
KLF7	240432_x_at
KLF7	238482_at
KLF7	
GINS1	
CSPP1	
CSPP1	227105_at
SRL	235718_at
SRL	
STX8	
SPCS2P1	
RNU6-571P	
MED28P1	
ACTBP14	
SRGN	
MRS2	
MRS2	244844_at
MRS2	224101_x_at
MRS2	228542_at
CCNDBP1	223084_s_at
CCNDBP1	
STIP1	
MYO5B	225301_s_at
MYO5B	225299_at
MYO5B	
RPS12P17	
LINC02159	
ANXA8	
GABRA6	
TFAP4	
GABPB2	
GABPB2	228466_at
FAM120C	229512_at
FAM120C	
FOXA2	
PPP1R15A	
LNCNEF	
LINC01747	
KIAA2012	
TULP2	
CD5L	
KRT18P3	
GCNT1P1	
RNA5SP476	
	243190_at
POLR3F	
CFAP52	239916_at
CFAP52	
GLRXP3	
ZNF474-AS1	
LINC01761	
CDK4P1	
LINC01768	
SNCAIP	
SNCAIP	237833_s_at
SNCAIP	237834_at
	229872_s_at
	229264_at
RPL37P24	
RPL7AP71	234360_at
RUFY2	233191_at
RUFY2	233192_s_at
RUFY2	238550_at
RUFY2	235345_at
RUFY2	
NYX	234496_x_at
TPTEP2-CSNK1E	
FMO5	
FMO5	240422_at
TMEM185A	227880_s_at
TMEM185A	
TPTEP2	234943_at
TPTEP2	
TPTEP2	239715_at
RPL7P61	
CDK8P2	
MTERF4	
MTERF4	226486_at
MIR3192	
RPL21P3	
RBBP9	232751_at
RBBP9	226696_at
NUCB1	
BEND3	227920_at
RPS19P1	
SEC23B	
KAT6A	226547_at
KAT6A	
PREP	
PREP	229644_at
RBMX2	
PRKCI	
RPL19P18	
MYL6P4	
USP43	237439_at
USP43	
KCNJ4	
GRM8-AS1	
RPL3P8	
KDELR3	
PUS7	
LCOR	228454_at
LCOR	
LCOR	226520_at
LCOR	226892_at
LCOR	238842_at
DDX17	
DDX17	230180_at
SAGE1	
GPR34	223620_at
RPS17P8	
VTI1A	242356_at
VTI1A	
VTI1A	235923_at
VTI1A	235034_at
VTI1A	236849_at
GPR55	237559_at
GPR55	231745_at
SCAF8	
DACH2	239738_at
HAO2-IT1	
COPS8-DT	
TXNP3	
LINC02053	
CPS1-IT1	
LINC02772	
LINC02082	
RPS29P29	
FABP5P10	
PDE4DIPP6	237173_at
PDE4DIPP6	230837_at
PDE4DIPP6	
SLC39A10	
SLC39A10	225295_at
ZNF277	
NAALADL2	
NAALADL2	232656_at
LINC01262	
KIFBP	
ELL2P1	
LYSMD1	232283_at
LYSMD1	
LINC02515	
LINC02374	
GLP2R	
CEP76	
ZNF827	231902_at
ZNF827	226764_at
ZNF827	228046_at
ZNF827	243617_at
ZNF827	243618_s_at
ZNF827	
ELOCP19	
PNRC2P1	
NUP210L	232598_at
NUCB1-AS1	
DHDH	231416_at
DHDH	
RPSAP33	
ELF4	
ATP5PDP1	
TGM7	237288_at
LINC02000	
CSF2RBP1	
DCUN1D1	243396_at
DCUN1D1	222678_s_at
DCUN1D1	240781_x_at
DCUN1D1	238879_at
DCUN1D1	237408_at
DCUN1D1	222679_s_at
TST	
FTL	
LCMT2	
GALNT17	227434_at
GALNT17	
EPB42	
ASAH2B	231791_at
ASAH2B	229793_at
ASAH2B	
DIAPH2	
CYTH4	
GSTM3P2	
NPM1P45	
RCVRN	
TFPI	
SLC31A1P1	
RPP30	
LINC02023	
RPS27AP1	
NAT16	240784_at
NAT16	
CILK1	
PLOD2	
MYH13	
	227674_at
KCND2	
ZNF585A	227674_at
ZNF585A	243790_at
ZNF585A	229794_at
COL4A6	
LINC01882	
IMMP2L	227153_at
IMMP2L	
PSMG2	
ZNF585B	235262_at
ZNF585B	
RAB19	
SLC4A9	224053_s_at
SLC4A9	233183_at
SLC4A9	
RPL19P4	
AHCTF1P1	
GPR39	229105_at
GPR39	229104_s_at
GPR39	
AP3M2	
DENND2C	233294_at
DENND2C	230769_at
DENND2C	
CENPW	226936_at
MYHAS	
	239459_s_at
	239460_at
MIR7973-2	
MIR7973-1	
	235403_at
TCAF1	
GLDN	230360_at
GLDN	232649_at
GLDN	
KLF7-IT1	
BOK	
BOK	223349_s_at
MYH8	
KCNK16	234554_at
	232679_at
LINC02965	
CCDC115	224946_s_at
ELFN2	
NEBL	241782_at
NEBL	
MFNG	
	244176_at
LINC00904	
SND1	
LINC01838	
ZNF792	235052_at
ZNF792	
SMIM26	226236_at
MXRA7P1	
RPL17P14	
GRAMD1A-AS1	
RN7SL638P	
RNU6ATAC34P	
DUXAP7	
DTD1-AS1	
SLC25A12	
MIR6887	
RBCK1	
RBCK1	229920_at
LGI4	227821_at
LGI4	
LGI4	242670_at
TMEM200A	234994_at
	240488_at
CD2	
FHIP1A	228440_at
FHIP1A	242687_at
FHIP1A	228441_s_at
FHIP1A	233593_at
FHIP1A	
CARD10	
REPS1	224366_s_at
REPS1	
DMXL2	
LINC02799	
LINC01661	
MYH4	
PLAT	
	227384_s_at
TPT1P3	
LINC02031	
MTND4LP10	
DOCK1	241709_s_at
DOCK1	241708_at
DOCK1	
DEPDC1	222958_s_at
DEPDC1	235545_at
DEPDC1	232278_s_at
DEPDC1	
BZW1P1	
LINC02006	
CDKN2AIP	
SLC7A14-AS1	
STK25P1	
EIF4A2P1	
SEH1L	
SEH1L	223225_s_at
RPL22P1	
SOX2	228038_at
ADAM20P3	
MTND4P8	
LINC01596	
	243555_at
	244832_at
ATP11B	238811_at
ATP11B	
RPS23P4	
ZFP42	243161_x_at
DLX5	
MYH1	
MTND3P3	
UNC5C	227838_at
UNC5C	
ARF5	
FXYD7	
RPE	225039_at
RPE	225040_s_at
RPE	
RNF121	
MAP4K5	
FXYD5	
FXYD5	224252_s_at
	241852_at
USP44	224048_at
USP44	
RTEL1-TNFRSF6B	
MFSD14C	224078_at
MFSD14C	238109_at
MFSD14C	242423_x_at
MFSD14C	228156_at
MFSD14C	
PKMP1	
PPIAP7	
OR10AE1P	
LINC02806	
MRPS21P2	
CEP192-DT	
RNU4-14P	
ELOCP20	
CEP192	
NDUFA5P10	
ANKHD1	
ANKHD1	233292_s_at
ANKHD1	229457_at
TESC	
MYH2	
CDC42EP1	
WWC2	222738_at
WWC2	
FAM3C	
FAM3C	240062_at
TCEA1P1	
GAS2L1P2	
GPR89A	225463_x_at
GPR89A	223531_x_at
GPR89A	
VN1R51P	
FAM220CP	
RNU6-798P	
	227980_at
ZNF322P1	
RPN2	
SUGT1P4	
CTSV	
LGALS2	
DYNC1H1	229115_at
DYNC1H1	244768_at
DYNC1H1	241084_x_at
DYNC1H1	
LNCSRLR	
LINC02409	
MRPL2P1	
SSU72P8	234470_at
RBM19	
DHX36	223138_s_at
DHX36	223139_s_at
TTLL8	
SLC13A1	
CC2D2B	
CC2D2B	243534_at
RAC2	
RNU6-72P	
MIR3165	
LAMTOR1	
LAMTOR1	223009_at
RAC1P6	
GRM8	
CFAP43	231084_at
CFAP43	243896_at
CFAP43	
CFAP43	224251_at
RPEP6	
FOLR1P1	
PHOX2A	
APOL1	
OR13C6P	
OR13C7	
OR2AM1P	
RECK	
RTEL1	
LINC02830	
SMIM30	224723_x_at
LINC02172	
TRIM8	223131_s_at
TRIM8	223132_s_at
TRIM8	
HPGD	
MIR5695	
FARSA	
CALN1	223885_at
CALN1	230698_at
CALN1	
CMAS	
MYH3	
CDHR3	
CDHR3	235650_at
CDHR3	231582_at
CLTA	
SCG3	
	231344_at
AHCYP5	
LRRC10	
GAS2L1	
DMBT1	
CAMKK2	
ATXN3L	
VCX3B	
OSBPL6	223805_at
OSBPL6	
OSBPL6	238575_at
OSBPL6	236261_at
SLC38A5	234973_at
SLC38A5	
POLB	
POLB	234907_x_at
LYSMD2	226748_at
MTND3P2	
ANKHD1-EIF4EBP3	233292_s_at
MRPS36P2	
DUX4L6	
BAIAP2L1	227371_at
BAIAP2L1	229798_s_at
BAIAP2L1	227372_s_at
BAIAP2L1	222675_s_at
BAIAP2L1	
FHIP1A-DT	
LINC02492	237312_at
LINC02492	
RYR3	
GNE	
FARSA-AS1	
TBL1XR1-AS1	
MIR6515	
ASS1P7	
NPHP3-AS1	
RAD23A	
RAD23A	225495_x_at
LSM8	230020_at
LSM8	228529_at
LSM8	235470_at
LSM8	
SCO1	223221_at
SCO1	
HNRNPA1P20	
TRAPPC11	233558_s_at
TRAPPC11	
NAALADL2-AS2	
ACIN1	
KCNMB2-AS1	233205_at
KCNMB2-AS1	
RIMBP3B	230062_at
FAM246B	
FAM246A	
MRTFA	
PLEKHA8	
PLEKHA8	224208_at
PLEKHA8	233943_x_at
PLEKHA8	232212_at
PLEKHA8	227247_at
PLEKHA8	231543_at
ADPRM	223401_at
ADPRM	
MECOM	226420_at
MECOM	
EIF4EBP3	
TMEM220	
TMEM220	229693_at
VCX3A	
HAUS1P1	
NDUFA2	
TCEAL4	
MAGOH2P	
TMEM220-AS1	
GADD45GIP1	
DND1	
TMEM150B	
HARS2	
	236001_at
WNK3	232282_at
WNK3	236236_at
WNK3	
PIRT	232887_at
RNU6-1065P	
RPL15P21	
RN7SL601P	
SHISA6	229266_at
SHISA6	
LDLRAD4	
LDLRAD4	233138_at
HMGB3P24	
PPP6C	225429_at
PPP6C	225426_at
PPP6C	
PTGES3P3	
NR1H5P	
TEMN3-AS1	
GTF2B	
DNAH9	240857_at
DNAH9	
TKTL2	223829_at
KMT5C	
KMT5C	224431_s_at
PRPS1P2	
RPSAP76	
RABEPK	
LINC02508	
FMC1-LUC7L2	226780_s_at
FMC1-LUC7L2	226781_at
GASK1B-AS1	
DKK4	
SNORA30	
TMEM265	
SUMO2P14	
PHKG2	
YWHAQP4	
VDAC3	
FKBP5	224840_at
FKBP5	224856_at
F11-AS1	
TFEC	236995_x_at
TFEC	232383_at
TFEC	
MTCO2P21	
HSPA5	230031_at
HSPA5	
TNFSF4	
MC2R	
METAP1	
	224284_x_at
HNRNPA1P68	
ZNF519	
PFN1P12	
KCNJ9	244113_at
COX6B2	231457_at
COX6B2	
HMGCLL1	232305_at
HMGCLL1	
HMGCLL1	233576_at
CSF1	
BRCC3	
BRCC3	231913_s_at
BRCC3	229436_x_at
HSPA5-DT	
	244273_at
RNU6-1020P	
FRG2LP	
RNA5SP281	
SLC25A5P8	
ACO1	
ACO1	237622_at
CLUL1	
ATP5PBP4	
PRSS37	231572_at
LIN28AP1	
HNRNPCP2	200014_s_at
GARIN5B	
NUDT19P5	
DBET	
LINC02355	
LANCL1	
UNC5C-AS1	241873_at
NWD2	230765_at
IL11	
CFAP119	231300_at
CFAP119	
MTCO3P9	
VTI1BP2	
LINC02496	
ABT1P1	
	236188_s_at
ATP5MGP4	
RPL23AP65	
RPL30P6	
TMEM190	
TBX1	236926_at
TBX1	242941_x_at
TBX1	
SWAP70	
DUX4L4	
IDH3G	
TRMT12	
NPY2R	
RNF139	
TMEM238	
SETP12	
TATDN1	223231_at
TATDN1	
RPL28	200003_s_at
MTATP6P14	
NKAIN1P1	
DHCR24-DT	237789_at
LINC02805	231563_at
LINC02805	
	225215_s_at
ANP32C	
SERPINB10	
FOSL1P1	
	234317_s_at
SLC25A5P6	
TNFAIP8L2	223583_at
ZNF629	
TNFRSF11A	238846_at
TNFRSF11A	
	230678_at
FRG1	242331_x_at
MIR4519	
MIR762	
CTF2P	
FBXL19-AS1	
	228277_at
ORAI3	
FMO8P	
HSD3B7	222817_at
HSD3B7	
ADTRP	
ADTRP	229070_at
RPL7AP19	
CDC26P1	225422_at
NAP1L4P1	
SEC22B4P	
LZTR1	
LMX1A-AS1	240534_at
LINC01307	
MIR4325	
RPL39P39	
SPO11	
RPL7AP42	
IGSF8	225025_at
IGSF8	
HIBADH	231955_s_at
HIBADH	224812_at
HIBADH	
RPPH1-2P	
CHURC1-FNTB	233268_s_at
CHURC1-FNTB	225851_at
CHURC1-FNTB	
MIR6805	
UBE2S	
RN7SKP50	
LINC02709	
RPL17P44	
ACTBP9	
ZCCHC2	222816_s_at
ZCCHC2	224503_s_at
ZCCHC2	232222_at
ZCCHC2	
ZCCHC2	244034_at
RNU7-28P	
LINC02437	
AGGF1P1	
LINC02434	
ADM-DT	
ZMAT2	
ZMAT2	224782_at
ADM	
ISOC2	
CLUHP4	
PLG	
PLG	230931_at
STX1B	230691_at
STX1B	
THEGL	
RAB15	
PCDHA1	
PCDHA1	224212_s_at
PCDHA1	223435_s_at
MPC2	227669_at
MPC2	
FAM47A	243700_x_at
APOOL	235433_at
NDUFB6	
DPP3P1	
FAM13A-AS1	
RNF148	242925_at
	231582_at
LINC01107	
HSPE1P23	
NDUFS5P4	
RAE1	
UGGT1	
UGGT1	244814_at
UGGT1	231968_at
UGGT1	222568_at
UGGT1	222569_at
LINC02507	
PLS3	
TLCD4-RWDD3	
DFFBP1	
TAF1L	
LINC02465	
SNRPCP1	
DDX58	222793_at
DDX58	242961_x_at
DDX58	
ZNF628-DT	
SLC25A24P2	
FMO11P	
LINC00624	
ZNF628	236269_at
ZNF628	
STX4	
STX4	229395_at
STX4	236232_at
NAT14	223284_at
NAT14	
C1orf112	
RPL6P27	200034_s_at
RNU6ATAC33P	
PCDHA2	
PCDHA2	224212_s_at
PCDHA2	223435_s_at
MIR4485	
RNF141	226106_at
RNF141	
LINC01630	
SSC5D	
SSC5D	230228_at
PCDHA3	
PCDHA3	224212_s_at
PCDHA3	223435_s_at
PCDHA4	
PCDHA4	224212_s_at
PCDHA4	223435_s_at
SMIM28	
LYRM4	222672_at
LYRM4	
MAP3K13	226556_at
MAP3K13	226190_at
MAP3K13	
MAP3K13	229771_at
MAP3K13	233508_at
MIR7154	
FNTB	
FNTB	225851_at
	237170_at
SNHG22	240830_at
SNHG22	
SNHG22	240006_at
PCDHA5	
PCDHA5	224212_s_at
PCDHA5	223435_s_at
GAPLINC	242465_at
LINC02885	231608_at
LINC02885	243517_at
GPM6A-DT	
PCDHA6	
PCDHA6	224212_s_at
PCDHA6	223435_s_at
EP300-AS1	
TNRC6B-DT	
LINC01902	
RRP7BP	
RRP7BP	229564_at
TMEM184C-DT	
RPL7AP28	236453_at
	226787_at
MIR924HG	240365_at
MIR924HG	
STMP1	
STMP1	224752_at
STMP1	224751_at
ZNF18	226787_at
ZNF18	
MIR571	
LNCDAT	
RN7SKP113	
RN7SKP36	
MIR4798	
RN7SKP292	
MIR548I2	
RN7SL221P	
RNA5SP152	
PKMP5	
RNA5SP154	
RNA5SP156	
RNU6-578P	
SBK2	
NRN1	
RN7SKP170	
MIR572	
SNORA75B	
MIR573	
RN7SL16P	
CYCSP19	
RNU6-420P	
MIR218-1	
MIR7978	
RNA5SP157	
RN7SL101P	
MIR4275	
RNU7-126P	
SBK3	
MIR1255B1	
RNU6-573P	
LINC02690	
PRELID3BP10	
RN7SL558P	
RNU6-1112P	
MIR4802	
RNU7-74P	
RNA5SP159	
PARP12	
MIR4801	
RNU7-11P	
RNU6-931P	
RNU6-412P	
ZNF579	239703_at
ZNF579	229140_at
ZNF579	
RNU6-32P	
RN7SL193P	
RN7SKP199	
CRY2	
RNU6-158P	
RNU5E-3P	
MIR7853	
MIR8053	
MIR5683	
RNU6-276P	
SNAPC5P1	
RN7SKP30	
FIZ1	228663_x_at
FIZ1	226967_at
FIZ1	
RNU6-310P	
MIR548AG1	
F13A1	
RNU6-1325P	
RNU6-652P	
RNU6-699P	
MIR1269A	
RNU6-191P	
RNU1-63P	
RNA5SP527	
RNU6-95P	
RNU6ATAC5P	
ATP8B1-AS1	238055_at
ATP8B1-AS1	241534_at
ATP8B1-AS1	
RNU4ATAC9P	
MAX	
RNU5A-2P	
RNU6-499P	
RNU6-774P	
RN7SKP48	
MIR575	
LRRC37A7P	
RN7SL552P	
RNU6-469P	
ZNF524	238683_at
RNU6-615P	
	244362_at
RNU6-33P	
MIR3976HG	233610_at
MIR3976HG	
RNU6-1059P	
MIR4451	
RN7SKP28	
MAP2K4	
RNU7-149P	
PCDHA7	
PCDHA7	224212_s_at
PCDHA7	223435_s_at
MIR3684	
RNU6-462P	
RNU6-551P	
ZNF784	228364_at
RNU6-34P	
RNU6-635P	
RNU6-431P	
SNORA24	
MIR577	
RN7SL55P	
PCDHA8	
PCDHA8	224212_s_at
PCDHA8	223435_s_at
MIR576	
MIR8066	
MIR1255A	
RNU6-1054P	
RN7SKP137	
RNU6-948P	
RNU6-1217P	
RNU6-119P	
RNU6-550P	
RN7SL205P	
PCDHA9	
PCDHA9	224212_s_at
PCDHA9	223435_s_at
RNU6-583P	
ZNF580	
RNU1-89P	
RNU6-224P	
	229884_s_at
RN7SL808P	
	222793_at
	242961_x_at
PCDHA10	
PCDHA10	224212_s_at
PCDHA10	223435_s_at
LINC02544	
RNA5SP166	
RNU7-197P	
THBS2-AS1	
RNU6-1230P	
RNA5SP167	
TOPORS	
MIR6844	
RNA5SP165	
RN7SKP253	
MIR4799	
RN7SL254P	
NDUFB9	222992_s_at
NDUFB9	
RN7SKP35	
ZNF581	223389_s_at
SNORD73B	
VTA1P1	
MIR548G	
RNU6-1282P	
RNA5SP169	
THAP7-AS1	236403_at
THAP7-AS1	239015_at
SNORD73A	
RNU6-1285P	
XIAP-AS1	
RNU6-582P	
RNU6-122P	
PARD6BP1	
STAG2-AS1	
MIR3140	
RPPH1-3P	
SMIM15P2	
RNU4-79P	
LINC01664	
NOTCH1	223508_at
NOTCH1	
RNU6-284P	
MTCH1P1	
RN7SL446P	
STAG2	
NHSL1-AS1	
RN7SKP188	
RNA5SP170	
RNU6ATAC13P	
CCDC106	
MTND1P9	
RBM38-AS1	
RN7SKP105	
CCDC28A-AS1	
RNU6-1336P	
RNU6-853P	
RBM38	
RNY4P17	
MIR6082	
ACKR4P1	
MIR4453	
RN7SL776P	
RN7SL253P	
	223999_at
RNA5SP172	
RNU1-45P	
RN7SKP136	
RNA5SP171	
RNA5SP173	
MIR4454	
MIR3667HG	
MIR3667HG	235839_at
RN7SKP13	
RNU6-335P	
RNU6-1053P	
CCDC28A	
RNU6-479P	
RN7SL28P	
MIR1305	
RNU2-34P	
RNU2-66P	
RN7SKP67	
RNU2-44P	
MIR4276	
RNU6-173P	
RNU7-192P	
	230139_at
VEPH1	229759_s_at
VEPH1	232122_s_at
VEPH1	
VEPH1	229760_at
UPP2-IT1	
TEKT4P3	
UQCC1	222470_s_at
UQCC1	
UQCC1	244795_at
UQCC1	229672_at
GTF3C4	
GTF3C4	243228_at
GTF3C4	225543_at
NFXL1	227220_at
NFXL1	
LINC00896	
LINC01850	
PODXL	
TCP10L3	
BCRP2	
BCRP2	226602_s_at
PRADC1	223312_at
PRADC1	
FAM78B	241544_at
FAM78B	241456_at
FAM78B	
COSMOC	
THOC1-DT	
LINC00667	226235_at
LINC00667	243426_at
LINC00667	228160_at
LINC00667	
RNU11-2P	
MIR744	
PCDHA14	
PCDHA11	
PCDHA11	224212_s_at
PCDHA11	223435_s_at
LINC02991	
MYOCD-AS1	
AK8	230976_at
AK8	
TUBAP13	
LAMC1	
ARHGAP44-AS1	
MLXIP	225157_at
ACKR3	
MIR1269B	
MTSS1	
ZNF668	
ZNF668	222813_at
AMZ2P2	
RPS3AP13	
MIR3918	
EZR-AS1	
RPSAP43	
RNA5SP213	
ELAC2	
MIRLET7BHG	
MIRLET7BHG	232480_at
MIRLET7BHG	241464_s_at
EPN1	226667_x_at
EPN1	223872_at
EPN1	
ERCC3	
MAPK8IP1	
PARD6G-AS1	
PARD6G-AS1	230477_at
GSTA1	
	244596_at
SPACA9	
PCDHA12	
PCDHA12	224212_s_at
PCDHA12	223435_s_at
EPIC1	
LINC01544	
ZNF646	
MTCO3P41	
ZNF271P	238007_at
ZNF271P	236231_at
ZNF271P	
LINC01915	
TSC1	
DYNC2I1	
CD1D	
VKORC1	
	230604_at
MIR122HG	237410_x_at
MIR122HG	240598_at
MIR122HG	237757_at
MIR122HG	
LIVAR	
MIR133A1HG	236573_at
MIR133A1HG	
GSTA6P	
GSTA5	
DLGAP1-AS2	223974_at
	223872_at
GSTA11P	
NCR2	
NLRP9	
KDSR-DT	236054_at
PCDHA13	224212_s_at
PCDHA13	223435_s_at
PCDHA13	
DSCAS	
TYMSOS	
TYMSOS	228989_at
BCKDK	
DLGAP1-AS4	
MIR4706	
C11orf94	240029_at
MGST3	
MGST3	233307_x_at
PEX16	
MRPL52	
MRPL52	226241_s_at
	237779_at
LINC01276	
MIR4641	
ST8SIA5-DT	
AMDHD1	229596_at
AMDHD1	
SLC17A4	
GATA6-AS1	
GATA6-AS1	236118_at
PCDHAC2	224539_s_at
PCDHAC2	224212_s_at
PCDHAC2	223435_s_at
MKRN1	
RN7SKP109	
RFPL4AL1	
RFPL4AP1	
GTSCR1	
NETO1-DT	243742_at
SLC49A4	226026_at
SLC49A4	229213_at
GAMT	
SLC17A1	
PAH	242375_x_at
PAH	
DLGAP1-AS1	238432_at
CHST2	243478_at
CASQ1	
PCDHB1	
ZIC4-AS1	
TLX3	
GTF2E1	
LINC01589	
RN7SL339P	
RPSAP71	
LINC02939	
SNORA70J	
RPL10P8	
LINC01638	
MIR3912	
FGF18	231382_at
LARGE2	227829_at
LARGE2	
MIAT	
MIAT	228658_at
MIAT	237322_at
MIAT	227168_at
LINC01701	
SEMA5B	223610_at
SEMA5B	
ILF2	200052_s_at
ILF2	
PPIAP93	
ZFP36L1	
ZFP36L1	229054_at
DAZAP1	229813_x_at
DAZAP1	226620_x_at
DAZAP1	
FOXI1	
KLRG2	
KRT18P41	
LINC01187	240807_at
LINC01187	239420_at
LINC01187	
SLC17A3	
ACOT8	
ACOT8	236514_at
C5orf58	237956_s_at
C5orf58	
GNAI1	
GNAI1	227692_at
CCDC196	237205_at
NCKAP5-AS2	
KCNMB1	
DTYMK	
FBLIM1P2	
LINC02710	
CREB3L1	
MIR4662B	
MIR4662A	
MRS2P1	
NIPAL1	
NIPAL1	232158_x_at
LCP2	244251_at
LCP2	244598_at
LCP2	
LCP2	244556_at
NOPCHAP1	226349_at
NOPCHAP1	241407_at
NOPCHAP1	
GSR	225609_at
GSR	
TIPRL	228619_x_at
TIPRL	
ZDHHC22	229875_at
ZDHHC22	
FAM204DP	
MIR1260A	
GSTZ1	
	234800_at
OR8S21P	
NACAP8	
MIR4688	
RNU6-838P	
SUDS3	233841_s_at
SUDS3	224974_at
SUDS3	
NME7	227556_at
NME7	
USP46-DT	235667_at
FAM76B	226753_at
FAM76B	232048_at
FAM76B	
DEFB121	234007_at
LINC01618	
H2AC3P	
MIR4449	224870_at
DEFB122	
SNORA26	224870_at
H2BP5	
TRIM38	238972_at
TRIM38	235084_x_at
ERVMER34-1	
DEFB123	229772_at
MYL6BP1	
KAT8	
CD302	
DEFB124	
RASL11B	
RASL11B	234102_at
REM1	
	241218_at
H3P26	
H1-1	
H3C1	
H4C1	
	242228_at
H3C2	
H2AC4	
LINC00028	233812_at
H2BC3	
H2AC5P	234960_at
H3C3	
RN7SKP275	
LINC01587	
MYF5	
H1-2	
H1-6	
H1-4	
HM13	232209_x_at
HM13	224615_x_at
HM13	
HM13	230107_at
LINC01802	
LARP1P1	
H2BC6	
	227965_at
H4C4	
KANSL1L	230561_s_at
KANSL1L	
C19orf25	
C19orf25	226378_s_at
C19orf25	226379_s_at
BBS10	
RN7SL335P	
ADAD1	
ADAD1	231448_at
HSPA12A	
HSPA12A	235800_at
LINC01637	
RPL23AP67	
LINC01311	
CRADD	
ADAL	236018_at
ADAL	238424_at
ADAL	241454_at
ADAL	239711_at
ADAL	
SERHL	
RN7SL477P	
LAMP3	
MBD3	
	228710_at
PRSS8	
HARS1	
RCSD1	225763_at
RCSD1	229670_at
RCSD1	
RCSD1	239328_at
CEP57	
CBX1P5	
GIMAP4	
FBXL22	
FBXL22	241350_at
LINC02093	
HS3ST3A1	
ATR	
ATR	233288_at
MIR548H3	
PIAS1	242278_at
PIAS1	
CDRT15P1	240760_at
CCDC60	
	240066_at
RNF133	231373_at
COX10	
LINC02476	
PRSS36	
KLHDC10	
CACNG2-DT	
LINC01315	229930_at
UBXN8	
RNU6-883P	
RPS26P41	
	230310_at
LINC01644	
MYOZ1	
FDPSP1	
HDHD5-AS1	
TNR	
TMEM191A	223628_at
SMIM31	238103_at
TESC-AS1	
NUDT4	
RNU6-668P	
APELA	
TRIM60P14	
SYNPO2L	243313_at
SYNPO2L	
LINC01287	
FAM218BP	
NACA3P	
SYNPO2L-AS1	
TRIM61	240342_at
TRIM61	238990_x_at
BMS1P4-AGAP5	
FAM218A	
SFT2D2	
SFT2D2	225356_at
CDRT15	240760_at
CDRT15	
TRIM60	
	243937_x_at
	238924_at
	242393_x_at
RNA5SP320	
BMS1P4	
APC2	
HS3ST3B1	227361_at
TMED8	232913_at
TMED8	225343_at
TMED8	242617_at
DUSP8P5	
AMTN	
CRYBB2P1	
CRYBB2P1	233556_at
SEC24C	
