hgnc_symbol	affy_hg_u95b
FNDC3B	44257_at
SERTAD1	
MXRA5	45549_f_at
SERTAD3	
TMEM184B	
LINC01709	
YLPM1	
SERTAD3-AS1	
ASS1P4	
LINC01546	
PSG6	
SLC30A7	
GAGE12C	
MIR6812	
DAZAP2	
MATN4	
GAGE12D	
MRPL2	53102_s_at
MRPL2	53104_r_at
MRPL2	
SYCN	
CLEC17A	
ZCCHC14-DT	
GAGE12F	
LINC01228	
COTL1	57171_at
COTL1	
ELOA3DP	
GAGE12E	
ELOA3CP	
ELOA3BP	
ELOA3P	
SERPINB7	
MIR549A	
	47859_g_at
	47858_at
GSTM1	
MESD	
HMGN2P22	
CNTNAP5-DT	
RARRES2P6	
CMC2	
KLC4-AS1	
GAGE12G	
AADAT	
RN7SL704P	
LINC02439	
RPL7P43	
PTK7	
MIR4514	
CSNK1E	52939_at
CSNK1E	
CSNK1E	47542_at
CSNK1E	50075_at
CFAP161	
SLC4A8-AS1	
PMCH	
GAGE12H	
CSRP2	
GAGE2A	
ANP32BP3	
GAGE1	
SLC28A1	
FASTKD2	
FASTKD2	54425_at
ADA	
MAPK1IP1L	
SERPINB2	
TRHR	
TEAD2	55675_at
TEAD2	
ENY2	45818_at
ENY2	52111_at
ENY2	
GAGE10	
LGALS3	
GAGE12J	
EEF1B2P8	
KRT18P34	
PDE1B	
LINC01324	
SI	
POLR2C	
GAGE13	
SEC22B	
MAGT1	43481_at
MAGT1	45230_at
MAGT1	
CYP4A44P	
MAPK6P5	
PTGFRN	55585_at
PTGFRN	
NUDCD1	59082_at
NUDCD1	
DLGAP5	
HSD3BP1	
BCAS2	
XRCC5	
HMSD	
EIF4A1	
SERPINB8	
MTHFD2P4	
ADAM29	
UBN1	
UBN1	59470_at
ZNF326	54156_at
ZNF326	45001_at
ZNF326	
ANKRD46	
ANKRD46	43669_at
SLC35E4	
SLC35E4	43773_at
GABRQ	47299_at
FBXW8	48350_at
FBXW8	
DUSP18	
TENT5C-DT	
TRIM45	55853_at
TRIM45	
LINC02233	
FBXW7	48937_at
FBXW7	
TCN2	
MAGEA3	
RNU6-339P	
RNU6-796P	
GAPDHP62	43669_at
SNX31	45006_at
SNX31	
UBE3A	
MAGEA2B	
RPL12P39	
LINC00305	
LINC01943	
COX5AP1	
FBXO34-AS1	
DYNC1LI2-DT	
RPS26P15	
MTND3P10	
FBXO34	
CALCRL-AS1	
RARRES2P7	
GLULP5	
NBPF17P	
SOCS2	44795_at
SOCS2	
SOCS2	48876_at
SMUG1P1	
C16orf74	
C16orf74	45170_at
ACAA2	
DNAAF3	
CHMP4BP1	
ATG14	
LINC01101	
PCGEM1	
LINC01945	
RNU6-1092P	
SEPTIN2P1	
MIR7705	
RNU6ATAC41P	
NBPF5P	
HMGN1P1	
FENDRR	
RPL7AP4	
RPS15AP14	
ABI1P1	
POLHP1	
RPS20P23	
CSAG1	
DPYD-AS2	
POU3F3	46840_at
ZFYVE26	
NBEAP2	
NBEAP2	49785_at
VANGL1	56095_at
VANGL1	50855_at
VANGL1	46136_at
VANGL1	
PABPC1	
PABPC1	44806_at
CKAP4	
MAGEA12	
CYTIP	
LINC02193	
GALNT4	
RPL22L1	44908_at
RPL22L1	53075_at
RPL35AP28	
CSAG4	
LINC00485	
MAGEA2	
EEA1	50373_at
EEA1	
FOXF1	
NEIL3	
CDYL2	53920_at
CDYL2	
SCARNA17	
RNA5SP457	
ADAD1P2	
MIR4320	
RN7SL310P	
CFAP53	
LINC02788	
VPS25P1	
ASB5	
JOSD2	
LINC01780	
TENT5C	
SPATA16	
RPL7AP15	
LINC01731	
	53848_at
CSAG3	
LINC02572	
GAPDHP74	
KMT2CP3	
MBD1	
MAGEA6-DT	
MTND5P20	
CETN2	
SYCP1	
NDUFB5P1	
NSDHL	
MEIOSIN	
TANK	
TANK	45089_at
CHORDC1P3	
SPATA4	55511_at
SPATA4	
RAX2	
MECOM-AS1	
SLC1A2-AS1	
MCUR1P2	
GNPATP	
OR52Q1P	
OR56A5	
MTND5P34	
MIR5587	
MIR3176	
MIR6859-4	
MIR3180-5	
MIR4717	
SNORD60	
RN7SL850P	
ATP1B3	
ATP1B3	42513_at
GUCY1A2	47872_at
GUCY1A2	45416_at
GUCY1A2	51717_at
GUCY1A2	
MIR6769A	
ZNF724	
MIR3677	
MIR4516	
MIR3180-4	
MIR4718	
MIR940	
MIR3180-1	
MIR1972-1	
MIR6511B2	
MIR3179-3	
LINC02504	
MIR3670-3	
MIR6511A4	
MIR3180-3	
RNU4-46P	47890_at
MIR6511A1	
MIR6770-1	
RN7SL557P	
MIR6511B1	
MIR6770-3	
RNU6-1340P	
MIR3670-1	
MIR548W	
RNA5SP405	
MIR3670-4	
MIR3179-4	
RNA5SP409	
RNA5SP406	
RNU6-257P	
PNMA5	
RNA5SP408	
RNA5SP410	
RIC8B	
RNU6-845P	
RNA5SP413	
RNA5SP415	
RNA5SP416	
RNA5SP417	
RNA5SP418	
RNA5SP419	
ERCC1	
RNA5SP420	
RNA5SP421	
RNA5SP422	
RNA5SP423	
VEGFC	
RNA5SP411	
RNA5SP412	
RNA5SP414	
EIF2S3	
EIF2S3	44646_r_at
RNA5-8SP2	
RNA5SP407	
RN7SL841P	
RNU4-58P	
MCHR1	
MCHR1	54517_at
RNU6-21P	
RN7SKP76	
RNU7-90P	
RNU7-71P	
RNA5SP430	
RNU6-758P	
RN7SKP233	
RNA5SP433	
MIR4719	
MIR140	
MIR6775	
RN7SL381P	
TUG1	
TUG1	53033_at
TUG1	51693_at
KREMEN2	55986_at
KREMEN2	45511_at
MTCO1P9	
ING2-DT	
LINC02477	
LINC01260	
GALNT7	
CCN5	
KLHL15	54469_at
KLHL15	
FHIP1B	
STAG1-DT	
MTND4P17	
SDHDP3	
MID1	
PIP5K1A	
TMEM212	
SUN5	
IL2RB	
ERICH6	
NAF1	
HNRNPA3P10	
SLC37A2	
SRF	
CYCSP30	
HELLPAR	
CRY1	
FAM205BP	
BPIFB2	
CUL9	43123_at
CUL9	
C9orf131	
CLDN24	
LINC02509	
RPL6P16	
MARK2P4	
LINC01634	
SPCS3-AS1	
USP18	51972_at
USP18	
LINC01796	
GMPS	
RN7SL706P	
LINC01870	
RN7SL108P	
CAPZA1P2	
RPL7AP5	
PPIAP6	
ARFIP1	54915_at
ARFIP1	
RPL12P7	
PAPOLA-DT	
LINC02304	
RPLP0P3	
DNAJC8P1	
RPS3AP4	
RGPD8	
KRT18P6	
INSM2	
BPIFB6	
PKMYT1	
QRSL1P3	
RN7SL338P	
PIGO-AS1	
STOML2	
NUTF2P2	
BRMS1L	
E2F7	
PUDPP3	
BPIFB4	
TLCD5	51784_at
TLCD5	51791_g_at
TLCD5	
PPIAP74	
KRT18P35	
PKN1	
LINC02068	
BPIFA2	
TTC14-DT	
NAALADL2-AS1	
HPS4	
HPS4	54037_at
HPS4	44313_at
GDAP2	45859_at
GDAP2	
HMGN2P26	
SLIT3	
USP47	52550_s_at
USP47	43383_s_at
USP47	53928_at
USP47	
RILPL1	53337_s_at
RILPL1	
LINC01208	
LINC01208	47391_at
SOCS2P1	
BPIFA4P	
SLC2A2	
BPIFA3	
ILF2P2	
NEFHP1	
VDAC2P3	
ZNF839	
FTLP17	
HYDIN2	
FAM214B	
HSPE1P4	
LINC02418	
RPL35AP12	
WWC2-AS2	59015_at
TENM3	
TENM3	43971_at
TENM3	46661_at
TMTC3	
TMTC3	51908_at
IKBKB-DT	51885_at
IKBKB-DT	
HIGD1AP12	
TSHB	
BPIFA1	49616_at
DNPH1	
SOD2P1	
RPL5P23	
WDR3	
AURKBP1	
RPS17P14	
EMC2	
EMC2	49644_at
STOX2	
STOX2	48476_at
BTF3L4P2	
LINC01937	
TTBK1	44550_at
TTBK1	
CALCRL	42475_at
CALCRL	59645_at
CALCRL	
SLITRK3	
SPCS3	56387_at
SPCS3	52044_at
LINC00578	
DUX4L7	
TRIML1	
TMEM88	47544_at
KCNQ5-DT	
MIR4282	
KNOP1P4	
PGAM1P10	
KCNQ5-AS1	
KRT8P13	
LINC01997	
CYB5D1	
CYB5D1	44008_at
PAQR4	
RBPMS2P1	
LINC02798	
KCNK9	46511_at
KCNK9	
SKIL	
SKIL	54762_at
KHDC1P1	
KHDC1L	
PSMC1P12	
KHDC1-AS1	
KHDC1-AS1	43843_s_at
SLC22A15	51730_at
SLC22A15	
EDNRA	
	44008_at
SCARNA21	
RPSAP41	
EIF3EP1	43843_s_at
SDCBP2P1	
PAICSP3	
OR5BJ1P	
DPPA5	
MIR3152	
RN7SKP258	
RAP1BP1	
TRAPPC1	43375_f_at
TRAPPC1	44776_at
LINC02394	
LINC02258	
SAXO1	
CPNE8-AS1	
ALPK3	52816_at
ALPK3	
GREP1	
WSCD2	54531_at
WSCD2	
CHRAC1	
KHDC3L	
ELF5	
XRCC4	
RRAGA	
	43571_at
CLDN9	
AP2S1	
SCNM1	
ADAMTSL1	
CLDN6	
EIF3E	
EIF3E	43843_s_at
EIF3E	59337_at
OOEP-AS1	
RPL12P3	
CNTROB	
BPIFB1	
RPL39P3	
MTM1	
THOC6	43091_at
THOC6	
P2RY1	50151_at
RPS6P8	
EEF1A1P25	
DDX43	
NAALADL2-AS3	
DAP	
UBE2V1P2	
LINC02500	
AVEN	
AVEN	46577_at
SERP1	44070_at
SERP1	
APOBEC3AP1	
ANKRD44	
ANKRD44	58231_at
ANKRD44	42316_at
LINC02382	
CHRM5	
MED26	
BPIFB5P	
BPIFB9P	
FLG	
CDK5RAP1	
CDK5RAP1	53385_at
NDUFS6	
FAM227B	
SPOCK3	
ALX3	
ATP5MC1P4	
YWHAQP6	
NMUR2	
DNAI1	
DNAI1	50792_at
HCFC2	46110_at
HCFC2	58762_r_at
HCFC2	
PIN1	
RPS15AP9	
	47483_at
NHLH2	
TRPC7	
ENHO	54652_at
CNTFR	
TNIK	46809_at
TNIK	
KHDRBS2-OT1	
TRIM33	51183_at
TRIM33	48845_at
TRIM33	
KHDRBS2	
PAK1	43053_g_at
PAK1	47835_at
PAK1	43052_at
PAK1	
XRCC1	
GUCA1B	52723_at
MRPS10	
CNTFR-AS1	
LINC02440	
MRPS6P4	
CRYBG1	
RPP25L	
DCTN3	
	44149_at
DTWD1	
DTWD1	46591_at
DTWD1	46769_at
DTWD1	45015_at
DTWD1	51853_at
BICDL2	47641_at
BICDL2	
DUSP19	
CFAP54	
CD99L2	44733_at
CD99L2	
RNU1-125P	
RNU1-22P	
GUCY2D	
ZSCAN10	
IGKV3OR2-268	
GALT	
RNA5SP211	
LINC01889	
LINC01807	
RTN4IP1	
GAPDHP59	
KLF2	
C2orf88	
MIR422A	
CIAO2A	52740_s_at
CIAO2A	
RNU6-527P	
QRSL1	42742_at
QRSL1	
ALOX15B	
UBE2E3-DT	
FLG-AS1	
FLG-AS1	49227_at
RPL21P65	
LINC02526	
PSMD14	43809_at
PSMD14	
RNU6-117P	
MIR587	
SNORA40C	
RNU6-1115P	
TICAM2	
CNN2P9	
ZNF213	
KSR2	58703_at
KSR2	
AMD1	
SNX1	
PPP4R3A	
CDC14A	
ADAM19	
CASP16P	
SNTA1	
DENR	
OR1F1	
BPIFB3	
SH3BP4	
OR1F2P	
LINC00921	
PPIAP91	
ZNF263	
NLGN3	
NLGN3	45877_at
LINC02444	
RPS27P23	
MIP	
DNMT3B	47584_at
DNMT3B	
ALOXE3P1	
TIGD7	43092_at
TIGD7	
ALOX12B	
LINC02459	
RCN1	49339_s_at
RCN1	
CCL27	
LINC02882	
OR2C1	
GTF3C6	
	59031_at
MTCO1P28	
MTND1P8	
RPF2	48055_at
ZNF174	
NUP37	53018_at
NUP37	58877_at
NUP37	
MIR4314	
CCL19	
RDX	
RDX	56730_at
HES7	
WDR18	
SNX22	
GSTM2P1	
RNU6-824P	
ZNF597	
MIR1273C	
CCL21	
TFB1M	53772_g_at
TFB1M	53767_at
TFB1M	
FAM205A	
PER1	
PER1	43608_at
SIGMAR1	
NAA60	
NAA60	45526_g_at
NAA60	45525_at
MORF4L1P5	
PRXL2CP1	
CLDN20	
SLC4A10	
LAS1L	
LAS1L	58090_at
NOX3	
PHB1P18	
CSNK1G1	58309_at
CSNK1G1	
ITPR2-AS1	
ESR2	
ESR2	46979_at
IFITM3P5	
ANAPC5	
RN7SKP186	
MIR4640	
FBXO38	43617_at
FBXO38	56249_at
FBXO38	
MIR6877	
GGA1	45572_s_at
GGA1	50277_at
GGA1	
GTF3C5	
NHS	42959_at
NHS	
RPL7P54	
LPAR4	
CALR3	
NT5DC1P2	
PHF6	
PHF6	52981_at
NAPGP2	
IFNL2	
MIR6883	43608_at
RNU6-1133P	
VAMP2	
SLC6A5	
ZNF547	
CD53	
TMEM107	50043_at
TCF19	
NR2C2AP	
PYGB	
SNORD118	
CEL	
MIR4521	
BORCS6	
RLIMP2	
MTIF2P1	
AURKB	
AURKB	44224_at
FLG2	
LTA4H	
SRGAP2C	50868_at
SRGAP2C	
CELP	
CARM1	
RALGDS	
MTND5P9	
MFAP3L	
MIR6126	
C16orf90	
UBE2QL1	54043_at
SPAG17	
SPAG17	58804_at
RPS20	
CLUAP1	
GRIK4	
NSUN2	54763_at
NSUN2	
LINC02436	
ABHD12	
HAUS4	55565_at
HAUS4	
HPRT1	
RPL36AP54	
MIR450B	
MIR450A1	
MIR450A2	
MIR542	
MIR503HG	48096_at
MIR503HG	42643_at
MIR503HG	47936_at
MIR503HG	48541_at
CTSB	
TMED4	
PRX	
MIR503	48541_at
MIR424	48541_at
LINC00629	
PLAC1	
SRGAP2-AS1	
KLHL2	
RPL21P133	
AGBL3	
RPS7P12	
RNU4-44P	
PABIR2	43505_at
PABIR2	
TTF2	53352_at
TTF2	
KCNMA1-AS3	
MBL2	
SH3BP1	
IZUMO1	
CRYGA	
PCLAF	
PFAS	
MTND4LP14	
SRD5A1	
LINC01827	
CRLF3P1	
NTN4	
KCNH7-AS1	
ABCC2	
NLRC3	
PPIAP2	
NINL	
UBE2WP1	
RPL6P2	
PLEKHA2	43775_at
PLEKHA2	
PLEKHA2	44851_s_at
PLEKHA2	45272_at
GATAD2B	
FGF21	
ITM2C	
ITM2C	56471_at
CSTPP1	
CAV2	
RNU6-317P	
BCAT2	
LINC02102	
TENT4A	
TENT4A	44463_at
TRIP4	
ASIP	
XPOTP1	
AHCY	
HTRA4	
TRAP1	
SLC25A4	
CACNA2D1	
CDC42P1	
ITCH-AS1	
ITCH-IT1	
MIR644A	
FDX1P1	
MAP1LC3A	52300_f_at
MAP1LC3A	44906_at
MAP1LC3A	52302_f_at
MRPS18CP7	
RNA5SP505	
	56636_at
PHF8	
SLC25A35	
TM2D2	46264_at
TM2D2	
TOMM22P4	
DUX4L5	
GAPDHP61	
AKIRIN2P1	
LINC02514	
LINC02430	
FBXW7-AS1	
AGA	
ADGRD1-AS1	
PDXP-DT	
SHLD2P3	52901_at
RN7SL453P	
RHEBP2	
PDXP	
PSMD9	
SLC6A17-AS1	
RN7SL385P	
PIGU	46572_at
PIGU	
LGALS1	
NPR1	
RPL7L1P10	
CXXC1	48580_at
CXXC1	
RPL7P34	
RANGRF	56566_s_at
RANGRF	43851_at
LIPF	
TLK1	
MIR4278	
RN7SKP79	
GNL3LP1	
ERCC8-AS1	
SMIM15	45795_at
SMIM15	
NOL12	
NSA2P6	
HINT1	
MAP9-AS1	
MAP9-AS1	50493_at
ARHGEF15	
DYNLRB1	
ITCH	46555_at
ITCH	
GOLGA8UP	
RPS14P7	
OR4K2	
PHB1P14	
RPL6P11	
HNRNPA1P43	
RN7SL82P	
HERC2P10	
LRFN5	
LYRM7	57795_s_at
LYRM7	
DNAJB14	50209_at
DNAJB14	
MAGI3	
MAGI3	52977_at
MAGI3	52976_at
SLC48A1	
SLC48A1	48106_at
FDPSP4	
UBR1	44128_at
UBR1	48354_at
UBR1	
ODF4	
PLA2G6	
OR4M1	
OR4K14	
NLRP14	
OR6J1	
OR4K13	
SH3TC2	
SH3TC2	43908_at
SH3TC2	58433_at
OR4K1	
OR11M1P	
NAPGP1	
KRT8P38	
OR10G3	
RCBTB2P1	
LIPM	
C14orf178	
RPL26	
NF1P4	
GBGT1	
SNX2P2	
LINC02932	
RNU6-1306P	
NF1P11	
RCOR2	57423_at
RPS10P14	
RAP1B	
RSL24D1P3	
RALGAPA1	
RALGAPA1	48184_at
MTND1P3	
DNAJB9	
LIPN	
RNU6-598P	
EEF1A1P39	
DNM1P17	
GOLGA2P6	
PCOLCE-AS1	
RN7SL241P	
MIR7162	
NIFKP1	
CCND3P1	
MAP3K8	
LEP	
NAA40	
PDGFC	45217_at
PDGFC	
GRPEL2P3	
HSD17B14	43419_s_at
GNAT3	
HNRNPA1P32	
RN7SL63P	
SNRPGP12	
SMNDC1	42636_at
SMNDC1	
IFT80	49323_at
IFT80	
RNU7-43P	
PPIAP52	
MTND4LP2	
CCDC42	
DOCK4-AS1	
ASS1P11	
LINC00602	
GAPDHP72	
OR7E38P	
EEF1GP1	
RNU6-153P	
PRR18	
MFSD6L	
PIK3R6	
SFT2D1	
GCC1	45649_at
GCC1	
DUSP5-DT	
HMGB3P5	
DUSP5	
PLEKHA4	
RNU6-45P	
COX8A	
RPS3AP47	
RXFP1	
RXFP1	59756_at
TMEM62	
TMEM62	58915_at
CEP19P1	
CACNA2D1-AS1	
CRYGB	
	41916_at
SND1-IT1	44285_at
EIF2S2P5	
LINC02903	
PGBP	
MACROD1	
MIPEPP1	
TERF1	
KCNC4-DT	
NDUFAF4P2	
HNRNPA1P49	
LINC01649	
MPC1	
OR7E89P	
LINC01963	
ANKRD7	
MYO1B-AS1	
MTPAP	44362_r_at
MTPAP	
UBL4B	
TERF1P6	
WNT6	
MPC1-DT	
RPS6KA2-IT1	
MIR1913	
RNU6-285P	
TBXT	
GGH	
PIK3R5-DT	
NTN1	47596_at
NTN1	
LAMB4	
KLF7	46808_at
KLF7	55322_at
KLF7	
GINS1	
CSPP1	
CSPP1	58261_at
SRL	47593_at
SRL	
STX8	
SPCS2P1	
RNU6-571P	
MED28P1	
ACTBP14	
SRGN	
MRS2	
CCNDBP1	58915_at
CCNDBP1	43356_s_at
CCNDBP1	
STIP1	
MYO5B	
RPS12P17	
LINC02159	
ANXA8	42589_r_at
ANXA8	
GABRA6	
GABRA6	47274_r_at
TFAP4	
GABPB2	
GABPB2	47906_at
FAM120C	52750_at
FAM120C	
FOXA2	
PPP1R15A	
LNCNEF	
LINC01747	
KIAA2012	
TULP2	
CD5L	
KRT18P3	
GCNT1P1	
RNA5SP476	
POLR3F	
CFAP52	
GLRXP3	
ZNF474-AS1	
LINC01761	
CDK4P1	
LINC01768	
SNCAIP	
SNCAIP	43924_at
	49179_at
RPL37P24	
RPL7AP71	
RUFY2	
RUFY2	55255_at
NYX	
TPTEP2-CSNK1E	
FMO5	
TMEM185A	57501_at
TMEM185A	
TPTEP2	43320_at
TPTEP2	
RPL7P61	
CDK8P2	
MTERF4	
MTERF4	54660_at
MIR3192	
RPL21P3	
RBBP9	54086_at
RBBP9	
NUCB1	
BEND3	57880_at
RPS19P1	
SEC23B	
KAT6A	55638_at
KAT6A	
PREP	
RBMX2	
PRKCI	46745_f_at
PRKCI	
RPL19P18	
MYL6P4	
USP43	
KCNJ4	
GRM8-AS1	
RPL3P8	
KDELR3	
PUS7	42497_at
PUS7	49790_at
PUS7	
LCOR	47460_at
LCOR	
LCOR	45165_at
LCOR	58234_at
DDX17	
SAGE1	52253_at
GPR34	
RPS17P8	
VTI1A	
VTI1A	46390_at
GPR55	
SCAF8	
DACH2	
HAO2-IT1	
COPS8-DT	
TXNP3	
LINC02053	
CPS1-IT1	
LINC02772	
LINC02082	
RPS29P29	
FABP5P10	
PDE4DIPP6	
PDE4DIPP6	45422_at
SLC39A10	
SLC39A10	50402_at
ZNF277	45206_at
ZNF277	
NAALADL2	
LINC01262	
KIFBP	
ELL2P1	
LYSMD1	
LINC02515	
LINC02374	
GLP2R	
CEP76	47681_at
CEP76	44570_at
CEP76	52283_i_at
CEP76	52285_f_at
CEP76	
ZNF827	57473_at
ZNF827	
ELOCP19	
PNRC2P1	
NUP210L	
NUCB1-AS1	
DHDH	
RPSAP33	
ELF4	
ATP5PDP1	
TGM7	59367_at
LINC02000	
CSF2RBP1	
DCUN1D1	47812_at
DCUN1D1	47094_r_at
DCUN1D1	44340_at
DCUN1D1	56808_at
DCUN1D1	
	43423_s_at
TST	
FTL	43423_s_at
LCMT2	
GALNT17	47073_at
GALNT17	
EPB42	
ASAH2B	50825_at
ASAH2B	
DIAPH2	
CYTH4	
CYTH4	46666_at
GSTM3P2	
NPM1P45	
RCVRN	
TFPI	
SLC31A1P1	
RPP30	
LINC02023	
RPS27AP1	
NAT16	
CILK1	
PLOD2	
MYH13	
	46148_at
KCND2	
ZNF585A	46148_at
ZNF585A	
ZNF585A	51055_r_at
COL4A6	
LINC01882	
IMMP2L	
PSMG2	
ZNF585B	
RAB19	
SLC4A9	
RPL19P4	
AHCTF1P1	
GPR39	
AP3M2	
DENND2C	51837_at
DENND2C	
CENPW	51263_at
MYHAS	
	47753_at
MIR7973-2	
MIR7973-1	
TCAF1	
GLDN	
GLDN	54371_at
KLF7-IT1	
BOK	
BOK	56283_at
MYH8	
KCNK16	
LINC02965	
CCDC115	56334_at
ELFN2	
	43272_at
NEBL	
NEBL	47186_at
MFNG	
LINC00904	
SND1	
LINC01838	
ZNF792	
SMIM26	
MXRA7P1	
RPL17P14	
GRAMD1A-AS1	
RN7SL638P	
RNU6ATAC34P	
DUXAP7	
DTD1-AS1	
SLC25A12	
MIR6887	
RBCK1	
RBCK1	50146_at
RBCK1	49302_at
LGI4	54010_at
LGI4	
TMEM200A	51598_at
CD2	
FHIP1A	47436_at
FHIP1A	
CARD10	
REPS1	48119_at
REPS1	
DMXL2	
LINC02799	
LINC01661	
MYH4	
PLAT	
TPT1P3	
LINC02031	
MTND4LP10	
DOCK1	
DEPDC1	43218_at
DEPDC1	56634_at
DEPDC1	
BZW1P1	
LINC02006	
CDKN2AIP	
SLC7A14-AS1	
STK25P1	
EIF4A2P1	
SEH1L	
RPL22P1	
SOX2	57685_at
SOX2	43431_at
ADAM20P3	
MTND4P8	
LINC01596	
ATP11B	42833_g_at
ATP11B	
ATP11B	42832_at
RPS23P4	
ZFP42	
DLX5	
MYH1	
MTND3P3	
UNC5C	55444_at
UNC5C	
ARF5	
FXYD7	
RPE	
RNF121	
RNF121	49910_at
MAP4K5	
FXYD5	
USP44	46945_at
USP44	41974_at
USP44	
RTEL1-TNFRSF6B	
MFSD14C	50579_at
MFSD14C	47935_at
MFSD14C	
PKMP1	
PPIAP7	
OR10AE1P	
LINC02806	
MRPS21P2	
CEP192-DT	
RNU4-14P	
ELOCP20	
CEP192	
CEP192	56128_at
NDUFA5P10	
ANKHD1	
TESC	
MYH2	
CDC42EP1	
WWC2	
FAM3C	
TCEA1P1	
GAS2L1P2	
GPR89A	44714_at
GPR89A	
VN1R51P	
FAM220CP	
RNU6-798P	
ZNF322P1	
RPN2	
SUGT1P4	
CTSV	
LGALS2	
DYNC1H1	
DYNC1H1	48151_at
LNCSRLR	
LINC02409	
MRPL2P1	
SSU72P8	
RBM19	
RBM19	51883_at
DHX36	47054_at
TTLL8	
SLC13A1	
CC2D2B	
CC2D2B	58840_at
RAC2	
RNU6-72P	
MIR3165	
LAMTOR1	
LAMTOR1	56435_at
RAC1P6	
GRM8	
CFAP43	
RPEP6	
FOLR1P1	
PHOX2A	
APOL1	49459_at
APOL1	
OR13C6P	
OR13C7	
OR2AM1P	
RECK	
RECK	46009_at
RTEL1	
LINC02830	
SMIM30	57723_at
LINC02172	
TRIM8	58468_at
TRIM8	53073_at
HPGD	
MIR5695	
FARSA	
CALN1	42852_at
CALN1	56142_r_at
CALN1	
CMAS	
MYH3	
CDHR3	
CDHR3	47750_at
CDHR3	50863_at
CLTA	
SCG3	49507_at
SCG3	43136_at
SCG3	
	58833_at
AHCYP5	
LRRC10	
GAS2L1	
DMBT1	
CAMKK2	
ATXN3L	
VCX3B	
OSBPL6	49447_at
OSBPL6	
OSBPL6	59779_at
SLC38A5	
POLB	
LYSMD2	
MTND3P2	
ANKHD1-EIF4EBP3	
MRPS36P2	
DUX4L6	
BAIAP2L1	46272_at
BAIAP2L1	44834_at
BAIAP2L1	
FHIP1A-DT	
LINC02492	
RYR3	
GNE	
FARSA-AS1	
TBL1XR1-AS1	
MIR6515	
ASS1P7	
NPHP3-AS1	
RAD23A	
LSM8	56028_at
LSM8	50847_at
LSM8	
SCO1	
HNRNPA1P20	
TRAPPC11	
NAALADL2-AS2	
ACIN1	
KCNMB2-AS1	
RIMBP3B	
FAM246B	
FAM246A	
MRTFA	
PLEKHA8	
PLEKHA8	44703_at
ADPRM	
MECOM	46205_at
MECOM	
EIF4EBP3	
TMEM220	
VCX3A	
HAUS1P1	
NDUFA2	
TCEAL4	
MAGOH2P	
TMEM220-AS1	
GADD45GIP1	
DND1	57739_at
TMEM150B	
HARS2	
WNK3	42213_at
WNK3	48359_at
WNK3	58788_at
WNK3	
PIRT	
RNU6-1065P	
RPL15P21	
RN7SL601P	
SHISA6	
LDLRAD4	
LDLRAD4	59762_at
LDLRAD4	51352_at
HMGB3P24	
PPP6C	53149_at
PPP6C	
PTGES3P3	
NR1H5P	
TEMN3-AS1	
GTF2B	
DNAH9	57378_at
DNAH9	
TKTL2	
KMT5C	
PRPS1P2	
RPSAP76	
RABEPK	
LINC02508	
FMC1-LUC7L2	
GASK1B-AS1	
GASK1B-AS1	43230_at
DKK4	
SNORA30	
TMEM265	
SUMO2P14	
PHKG2	
PHKG2	45070_at
YWHAQP4	
VDAC3	
FKBP5	46271_at
FKBP5	
F11-AS1	
TFEC	
MTCO2P21	
HSPA5	47634_at
HSPA5	
TNFSF4	
MC2R	
METAP1	
HNRNPA1P68	
ZNF519	
ZNF519	46754_at
PFN1P12	
KCNJ9	43334_at
COX6B2	46517_at
COX6B2	
HMGCLL1	54192_r_at
HMGCLL1	
CSF1	
BRCC3	
HSPA5-DT	
RNU6-1020P	
FRG2LP	
RNA5SP281	
SLC25A5P8	
ACO1	
ACO1	58072_at
CLUL1	
ATP5PBP4	
PRSS37	
LIN28AP1	
HNRNPCP2	
GARIN5B	
NUDT19P5	
DBET	
LINC02355	
LANCL1	
UNC5C-AS1	
NWD2	53552_at
IL11	
CFAP119	
MTCO3P9	
VTI1BP2	
LINC02496	
ABT1P1	
ATP5MGP4	
RPL23AP65	
RPL30P6	
TMEM190	
TBX1	
SWAP70	
DUX4L4	
IDH3G	
TRMT12	56077_at
TRMT12	
NPY2R	
RNF139	
TMEM238	
SETP12	
TATDN1	
RPL28	
MTATP6P14	
NKAIN1P1	
DHCR24-DT	
LINC02805	
	58701_g_at
	58699_at
ANP32C	
SERPINB10	
FOSL1P1	
SLC25A5P6	
TNFAIP8L2	
ZNF629	
TNFRSF11A	
MIR4519	
MIR762	
CTF2P	
FBXL19-AS1	
ORAI3	
FMO8P	
HSD3B7	44069_at
HSD3B7	
ADTRP	
RPL7AP19	
CDC26P1	45771_at
NAP1L4P1	
SEC22B4P	
LZTR1	
LMX1A-AS1	
LINC01307	
MIR4325	
RPL39P39	
SPO11	
RPL7AP42	
IGSF8	55588_at
IGSF8	
HIBADH	55758_at
HIBADH	
RPPH1-2P	
CHURC1-FNTB	51164_at
CHURC1-FNTB	
MIR6805	
UBE2S	
RN7SKP50	
LINC02709	
RPL17P44	
ACTBP9	
ZCCHC2	57881_at
ZCCHC2	
ZCCHC2	49039_at
RNU7-28P	
LINC02437	
AGGF1P1	
LINC02434	
ADM-DT	
ZMAT2	
ADM	
ISOC2	48041_at
ISOC2	
CLUHP4	
PLG	
STX1B	56284_at
STX1B	
THEGL	
RAB15	59697_at
RAB15	42831_at
