hgnc_symbol	affy_hc_g110
CLDN20	
SLC4A10	
LAS1L	
NOX3	
PHB1P18	
CSNK1G1	
ITPR2-AS1	
ESR2	1442_at
ESR2	
IFITM3P5	
ANAPC5	
RN7SKP186	
MIR4640	
FBXO38	
MIR6877	
GGA1	
GTF3C5	
NHS	
RPL7P54	
LPAR4	
CALR3	
NT5DC1P2	
PHF6	
NAPGP2	
IFNL2	
MIR6883	
RNU6-1133P	
VAMP2	
SLC6A5	
ZNF547	
CD53	
TMEM107	
NR2C2AP	
PYGB	
SNORD118	
CEL	
MIR4521	
BORCS6	
RLIMP2	
MTIF2P1	
AURKB	
FLG2	
LTA4H	
SRGAP2C	
CELP	
CARM1	
RALGDS	
MTND5P9	
MFAP3L	
MIR6126	
C16orf90	
UBE2QL1	
SPAG17	
RPS20	
CLUAP1	
GRIK4	
NSUN2	
LINC02436	
ABHD12	
HAUS4	
HPRT1	
RPL36AP54	
MIR450B	
MIR450A1	
MIR450A2	
MIR542	
MIR503HG	
CTSB	
TMED4	
PRX	
MIR503	
MIR424	
LINC00629	
PLAC1	
SRGAP2-AS1	
KLHL2	
RPL21P133	
AGBL3	
RPS7P12	
RNU4-44P	
PABIR2	
TTF2	
KCNMA1-AS3	
MBL2	
SH3BP1	
IZUMO1	
CRYGA	
PCLAF	
PFAS	
MTND4LP14	
SRD5A1	589_at
SRD5A1	
LINC01827	
CRLF3P1	
NTN4	
KCNH7-AS1	
ABCC2	
NLRC3	
PPIAP2	
NINL	
UBE2WP1	
RPL6P2	
PLEKHA2	
FGF21	
ITM2C	
CSTPP1	
CAV2	
CAV2	339_at
RNU6-317P	
BCAT2	
LINC02102	
TENT4A	
TRIP4	
ASIP	
XPOTP1	
AHCY	
HTRA4	
TRAP1	1468_at
TRAP1	
SLC25A4	
CACNA2D1	
CDC42P1	
ITCH-AS1	
ITCH-IT1	
MIR644A	
FDX1P1	
MAP1LC3A	
MRPS18CP7	
RNA5SP505	
PHF8	
SLC25A35	
TM2D2	
TOMM22P4	
DUX4L5	
GAPDHP61	
AKIRIN2P1	
LINC02514	
LINC02430	
FBXW7-AS1	
AGA	
ADGRD1-AS1	
PDXP-DT	
SHLD2P3	
RN7SL453P	
RHEBP2	1659_s_at
PDXP	
PSMD9	1444_at
PSMD9	
SLC6A17-AS1	
RN7SL385P	
PIGU	
LGALS1	
NPR1	
RPL7L1P10	
CXXC1	
RPL7P34	
RANGRF	
LIPF	
TLK1	
MIR4278	
RN7SKP79	
GNL3LP1	
ERCC8-AS1	
SMIM15	
NOL12	
NSA2P6	
HINT1	
HINT1	1009_at
MAP9-AS1	
ARHGEF15	
DYNLRB1	
ITCH	
GOLGA8UP	
RPS14P7	
OR4K2	
PHB1P14	
RPL6P11	
HNRNPA1P43	
RN7SL82P	
HERC2P10	
LRFN5	
LYRM7	
DNAJB14	
MAGI3	
SLC48A1	
FDPSP4	
UBR1	
ODF4	
PLA2G6	
OR4M1	
OR4K14	
NLRP14	
OR6J1	
OR4K13	
SH3TC2	
OR4K1	
OR11M1P	
NAPGP1	
KRT8P38	
OR10G3	
RCBTB2P1	
LIPM	
C14orf178	
RPL26	
NF1P4	
GBGT1	
SNX2P2	
LINC02932	
RNU6-1306P	
NF1P11	
RCOR2	
RPS10P14	
RAP1B	
RSL24D1P3	
RALGAPA1	
MTND1P3	
DNAJB9	
LIPN	
RNU6-598P	
EEF1A1P39	
DNM1P17	
GOLGA2P6	
PCOLCE-AS1	
RN7SL241P	
MIR7162	
NIFKP1	
CCND3P1	
MAP3K8	1891_at
MAP3K8	
LEP	
NAA40	
PDGFC	
GRPEL2P3	
HSD17B14	
GNAT3	
HNRNPA1P32	
RN7SL63P	
SNRPGP12	
SMNDC1	
IFT80	
RNU7-43P	
PPIAP52	
MTND4LP2	
CCDC42	
DOCK4-AS1	
ASS1P11	
LINC00602	
GAPDHP72	
OR7E38P	
EEF1GP1	
RNU6-153P	
PRR18	
MFSD6L	
PIK3R6	
SFT2D1	
GCC1	
DUSP5-DT	
HMGB3P5	
DUSP5	529_at
PLEKHA4	
RNU6-45P	
COX8A	
RPS3AP47	1653_at
RXFP1	
TMEM62	
CEP19P1	
CACNA2D1-AS1	
CRYGB	
SND1-IT1	
EIF2S2P5	
LINC02903	
PGBP	
MACROD1	
MIPEPP1	
TERF1	
TERF1	1342_g_at
TERF1	1329_s_at
TERF1	1361_at
KCNC4-DT	
NDUFAF4P2	
HNRNPA1P49	
LINC01649	
MPC1	
OR7E89P	
LINC01963	
ANKRD7	
MYO1B-AS1	
MTPAP	
UBL4B	
TERF1P6	
WNT6	2090_i_at
WNT6	
MPC1-DT	
RPS6KA2-IT1	
MIR1913	
RNU6-285P	
TBXT	
GGH	
PIK3R5-DT	
NTN1	
LAMB4	
KLF7	
GINS1	
CSPP1	
SRL	
STX8	
SPCS2P1	
RNU6-571P	
MED28P1	
ACTBP14	
SRGN	
MRS2	
CCNDBP1	
STIP1	207_at
STIP1	
MYO5B	
RPS12P17	
LINC02159	
ANXA8	
GABRA6	
TFAP4	
GABPB2	
FAM120C	
FOXA2	
PPP1R15A	
LNCNEF	
LINC01747	
KIAA2012	
TULP2	
CD5L	
KRT18P3	
GCNT1P1	
RNA5SP476	
POLR3F	
CFAP52	
GLRXP3	
ZNF474-AS1	
LINC01761	
CDK4P1	
LINC01768	
SNCAIP	
RPL37P24	
RPL7AP71	
RUFY2	
NYX	
TPTEP2-CSNK1E	
FMO5	
TMEM185A	
TPTEP2	
RPL7P61	
CDK8P2	
MTERF4	
MIR3192	
RPL21P3	
RBBP9	
NUCB1	
BEND3	
RPS19P1	
SEC23B	
KAT6A	840_at
KAT6A	
PREP	
RBMX2	
PRKCI	1602_at
PRKCI	1603_g_at
PRKCI	
RPL19P18	
MYL6P4	
USP43	
KCNJ4	
GRM8-AS1	
RPL3P8	
KDELR3	
PUS7	
LCOR	
DDX17	
SAGE1	
GPR34	
RPS17P8	
VTI1A	
GPR55	
SCAF8	
DACH2	
HAO2-IT1	
COPS8-DT	
TXNP3	
LINC02053	
CPS1-IT1	
LINC02772	
LINC02082	
RPS29P29	
FABP5P10	
PDE4DIPP6	
SLC39A10	
ZNF277	
NAALADL2	
LINC01262	
KIFBP	
ELL2P1	148_at
LYSMD1	
LINC02515	
LINC02374	
GLP2R	
CEP76	
ZNF827	
ELOCP19	
PNRC2P1	
NUP210L	
NUCB1-AS1	
DHDH	
RPSAP33	
ELF4	
ATP5PDP1	
TGM7	
LINC02000	
CSF2RBP1	
DCUN1D1	
TST	
FTL	
LCMT2	
GALNT17	
EPB42	
ASAH2B	
DIAPH2	
CYTH4	
GSTM3P2	
NPM1P45	
RCVRN	
TFPI	
SLC31A1P1	
RPP30	
LINC02023	
RPS27AP1	
NAT16	
CILK1	
PLOD2	
MYH13	
KCND2	
ZNF585A	
COL4A6	779_at
COL4A6	
LINC01882	
IMMP2L	
PSMG2	
ZNF585B	
RAB19	
SLC4A9	
RPL19P4	
AHCTF1P1	
GPR39	
AP3M2	
DENND2C	
CENPW	
MYHAS	
MIR7973-2	
MIR7973-1	
TCAF1	
GLDN	
KLF7-IT1	
BOK	
MYH8	
KCNK16	
LINC02965	
CCDC115	
ELFN2	
NEBL	
MFNG	
LINC00904	
SND1	
LINC01838	
ZNF792	
SMIM26	
MXRA7P1	
RPL17P14	
GRAMD1A-AS1	
RN7SL638P	
RNU6ATAC34P	
DUXAP7	
DTD1-AS1	
SLC25A12	
MIR6887	
RBCK1	
LGI4	
TMEM200A	
CD2	
FHIP1A	
CARD10	
REPS1	
DMXL2	
LINC02799	
LINC01661	
MYH4	
PLAT	
TPT1P3	
LINC02031	
MTND4LP10	
DOCK1	
DEPDC1	
BZW1P1	
LINC02006	
CDKN2AIP	
SLC7A14-AS1	
STK25P1	
EIF4A2P1	
SEH1L	
RPL22P1	
SOX2	
ADAM20P3	
MTND4P8	
LINC01596	
ATP11B	
RPS23P4	
ZFP42	
DLX5	
MYH1	
MTND3P3	
UNC5C	
ARF5	
FXYD7	
RPE	
RNF121	
MAP4K5	
FXYD5	
USP44	
RTEL1-TNFRSF6B	
MFSD14C	
PKMP1	
PPIAP7	
OR10AE1P	
LINC02806	
MRPS21P2	
CEP192-DT	
RNU4-14P	
ELOCP20	
CEP192	
NDUFA5P10	
ANKHD1	
TESC	
MYH2	
CDC42EP1	
WWC2	
FAM3C	
TCEA1P1	
GAS2L1P2	
GPR89A	
VN1R51P	
FAM220CP	
RNU6-798P	
ZNF322P1	
RPN2	
SUGT1P4	
CTSV	
LGALS2	
DYNC1H1	
LNCSRLR	
LINC02409	
MRPL2P1	
SSU72P8	
RBM19	
TTLL8	
SLC13A1	
CC2D2B	
RAC2	
RNU6-72P	
MIR3165	
LAMTOR1	
RAC1P6	
GRM8	
CFAP43	
RPEP6	
FOLR1P1	
PHOX2A	
APOL1	
OR13C6P	
OR13C7	
OR2AM1P	
RECK	
RTEL1	
LINC02830	
SMIM30	
LINC02172	
TRIM8	
HPGD	
MIR5695	
FARSA	1751_g_at
FARSA	1750_at
FARSA	
CALN1	
CMAS	
MYH3	
CDHR3	
CLTA	
SCG3	
AHCYP5	
LRRC10	
GAS2L1	
DMBT1	
CAMKK2	
ATXN3L	
VCX3B	
OSBPL6	
SLC38A5	
POLB	
POLB	1696_at
LYSMD2	
MTND3P2	
ANKHD1-EIF4EBP3	
MRPS36P2	
DUX4L6	
BAIAP2L1	
FHIP1A-DT	
LINC02492	
RYR3	
GNE	
FARSA-AS1	
TBL1XR1-AS1	
MIR6515	1752_at
ASS1P7	
NPHP3-AS1	
RAD23A	1753_s_at
RAD23A	
LSM8	
SCO1	
HNRNPA1P20	
TRAPPC11	
NAALADL2-AS2	
ACIN1	
KCNMB2-AS1	
RIMBP3B	
FAM246B	
FAM246A	
MRTFA	
PLEKHA8	
ADPRM	
MECOM	
EIF4EBP3	
TMEM220	
VCX3A	
HAUS1P1	
NDUFA2	
TCEAL4	
MAGOH2P	
TMEM220-AS1	
GADD45GIP1	
DND1	
TMEM150B	
HARS2	
WNK3	
PIRT	
RNU6-1065P	
RPL15P21	
RN7SL601P	
SHISA6	
LDLRAD4	
HMGB3P24	
PPP6C	
PTGES3P3	
NR1H5P	
TEMN3-AS1	
GTF2B	1070_at
GTF2B	
DNAH9	
TKTL2	
KMT5C	
PRPS1P2	
RPSAP76	
RABEPK	109_at
RABEPK	
LINC02508	
FMC1-LUC7L2	
GASK1B-AS1	
DKK4	
SNORA30	
TMEM265	
SUMO2P14	
PHKG2	
YWHAQP4	
VDAC3	
FKBP5	
F11-AS1	
TFEC	
MTCO2P21	
HSPA5	
TNFSF4	
MC2R	420_at
METAP1	
HNRNPA1P68	
ZNF519	
PFN1P12	
KCNJ9	
COX6B2	
HMGCLL1	
CSF1	
CSF1	882_at
BRCC3	
HSPA5-DT	
RNU6-1020P	
FRG2LP	
RNA5SP281	
SLC25A5P8	
ACO1	
CLUL1	
ATP5PBP4	
PRSS37	
LIN28AP1	
HNRNPCP2	
GARIN5B	
NUDT19P5	
DBET	
LINC02355	
LANCL1	
UNC5C-AS1	
NWD2	
IL11	
CFAP119	
MTCO3P9	
VTI1BP2	
LINC02496	
ABT1P1	
ATP5MGP4	
RPL23AP65	
RPL30P6	
TMEM190	
TBX1	
SWAP70	
DUX4L4	
IDH3G	
TRMT12	
NPY2R	
RNF139	
TMEM238	
SETP12	
TATDN1	
RPL28	
MTATP6P14	
NKAIN1P1	
DHCR24-DT	
LINC02805	
ANP32C	
SERPINB10	
FOSL1P1	
SLC25A5P6	
TNFAIP8L2	
ZNF629	
TNFRSF11A	
MIR4519	
MIR762	
CTF2P	
FBXL19-AS1	
ORAI3	
FMO8P	
HSD3B7	
ADTRP	
RPL7AP19	
CDC26P1	
NAP1L4P1	
SEC22B4P	
LZTR1	
LMX1A-AS1	
LINC01307	
MIR4325	
RPL39P39	
SPO11	
RPL7AP42	
IGSF8	
HIBADH	
RPPH1-2P	
CHURC1-FNTB	1773_at
CHURC1-FNTB	
MIR6805	
UBE2S	894_g_at
UBE2S	893_at
RN7SKP50	
LINC02709	
RPL17P44	
ACTBP9	
ZCCHC2	
RNU7-28P	
LINC02437	
AGGF1P1	
LINC02434	
ADM-DT	
ZMAT2	
ADM	
ISOC2	
CLUHP4	
PLG	
STX1B	
THEGL	
RAB15	
PCDHA1	
MPC2	
FAM47A	
APOOL	
NDUFB6	
DPP3P1	
FAM13A-AS1	
RNF148	
LINC01107	
HSPE1P23	
NDUFS5P4	
RAE1	
UGGT1	
LINC02507	
PLS3	
TLCD4-RWDD3	
DFFBP1	
TAF1L	112_g_at
LINC02465	
SNRPCP1	
DDX58	
ZNF628-DT	
SLC25A24P2	
FMO11P	
LINC00624	
ZNF628	
STX4	
NAT14	
C1orf112	
RPL6P27	
RNU6ATAC33P	
PCDHA2	
MIR4485	
RNF141	
LINC01630	
SSC5D	
PCDHA3	
PCDHA4	
SMIM28	
LYRM4	
MAP3K13	
MIR7154	
FNTB	
FNTB	1773_at
SNHG22	
PCDHA5	
GAPLINC	
	716_at
LINC02885	
GPM6A-DT	
PCDHA6	
EP300-AS1	
TNRC6B-DT	
LINC01902	
RRP7BP	
TMEM184C-DT	
RPL7AP28	
MIR924HG	
STMP1	
ZNF18	
MIR571	
LNCDAT	
RN7SKP113	
RN7SKP36	
MIR4798	
RN7SKP292	
MIR548I2	
RN7SL221P	
RNA5SP152	
PKMP5	
RNA5SP154	
RNA5SP156	
RNU6-578P	
SBK2	
NRN1	
RN7SKP170	
MIR572	
SNORA75B	
MIR573	
RN7SL16P	
CYCSP19	
RNU6-420P	
MIR218-1	
MIR7978	
RNA5SP157	
RN7SL101P	
MIR4275	
RNU7-126P	
SBK3	
MIR1255B1	
RNU6-573P	
LINC02690	
PRELID3BP10	
RN7SL558P	
RNU6-1112P	
MIR4802	
RNU7-74P	
RNA5SP159	
PARP12	
MIR4801	
RNU7-11P	
RNU6-931P	
RNU6-412P	
ZNF579	
RNU6-32P	
RN7SL193P	
RN7SKP199	
CRY2	
RNU6-158P	
RNU5E-3P	
MIR7853	
MIR8053	
MIR5683	
RNU6-276P	
SNAPC5P1	
RN7SKP30	
FIZ1	
RNU6-310P	
MIR548AG1	
F13A1	
RNU6-1325P	
RNU6-652P	
RNU6-699P	
MIR1269A	
RNU6-191P	
RNU1-63P	
RNA5SP527	
RNU6-95P	
RNU6ATAC5P	
ATP8B1-AS1	
RNU4ATAC9P	
MAX	1981_s_at
MAX	422_s_at
RNU5A-2P	
RNU6-499P	
RNU6-774P	
RN7SKP48	
MIR575	
LRRC37A7P	
RN7SL552P	
RNU6-469P	
ZNF524	
RNU6-615P	
RNU6-33P	
MIR3976HG	
RNU6-1059P	
MIR4451	
RN7SKP28	
MAP2K4	
MAP2K4	1712_s_at
MAP2K4	1845_at
RNU7-149P	
PCDHA7	
MIR3684	
RNU6-462P	
RNU6-551P	
ZNF784	
RNU6-34P	
RNU6-635P	
RNU6-431P	
SNORA24	
MIR577	
RN7SL55P	
PCDHA8	
MIR576	
MIR8066	
MIR1255A	
RNU6-1054P	
RN7SKP137	
RNU6-948P	
RNU6-1217P	
RNU6-119P	
RNU6-550P	
RN7SL205P	
PCDHA9	
RNU6-583P	
ZNF580	
RNU1-89P	
RNU6-224P	
RN7SL808P	
PCDHA10	
LINC02544	
RNA5SP166	
RNU7-197P	
THBS2-AS1	
RNU6-1230P	
RNA5SP167	
TOPORS	
MIR6844	
RNA5SP165	
RN7SKP253	
MIR4799	
RN7SL254P	
NDUFB9	
RN7SKP35	
ZNF581	
SNORD73B	
VTA1P1	
MIR548G	
RNU6-1282P	
RNA5SP169	
THAP7-AS1	
SNORD73A	
RNU6-1285P	
XIAP-AS1	
RNU6-582P	
RNU6-122P	
PARD6BP1	
STAG2-AS1	
MIR3140	
RPPH1-3P	
SMIM15P2	
RNU4-79P	
LINC01664	
NOTCH1	
RNU6-284P	
MTCH1P1	
RN7SL446P	
STAG2	
NHSL1-AS1	
RN7SKP188	
RNA5SP170	
RNU6ATAC13P	
CCDC106	
MTND1P9	
RBM38-AS1	
RN7SKP105	
CCDC28A-AS1	
RNU6-1336P	
RNU6-853P	
RBM38	
RNY4P17	
MIR6082	
ACKR4P1	
MIR4453	
RN7SL776P	
RN7SL253P	
RNA5SP172	
RNU1-45P	
RN7SKP136	
RNA5SP171	
RNA5SP173	
MIR4454	
MIR3667HG	
RN7SKP13	
RNU6-335P	
RNU6-1053P	
CCDC28A	
RNU6-479P	
RN7SL28P	
MIR1305	
RNU2-34P	
RNU2-66P	
RN7SKP67	
RNU2-44P	
MIR4276	
RNU6-173P	
RNU7-192P	
VEPH1	
UPP2-IT1	
TEKT4P3	
UQCC1	
GTF3C4	
NFXL1	
LINC00896	
LINC01850	
PODXL	
TCP10L3	
BCRP2	
PRADC1	
FAM78B	
COSMOC	
THOC1-DT	
LINC00667	
RNU11-2P	
MIR744	
PCDHA14	
PCDHA11	
LINC02991	
MYOCD-AS1	
AK8	
TUBAP13	
LAMC1	232_at
LAMC1	
ARHGAP44-AS1	
ACKR3	
MIR1269B	
MTSS1	
ZNF668	
AMZ2P2	
RPS3AP13	
MIR3918	
EZR-AS1	
RPSAP43	256_s_at
RNA5SP213	
ELAC2	
MIRLET7BHG	
EPN1	
ERCC3	1885_at
ERCC3	
MAPK8IP1	
PARD6G-AS1	
GSTA1	1260_s_at
SPACA9	
PCDHA12	
EPIC1	
LINC01544	
ZNF646	
MTCO3P41	
ZNF271P	
LINC01915	
TSC1	
DYNC2I1	
CD1D	
VKORC1	
MIR122HG	
LIVAR	
MIR133A1HG	
GSTA6P	
GSTA5	1260_s_at
GSTA5	
DLGAP1-AS2	
GSTA11P	1260_s_at
NCR2	
NLRP9	
KDSR-DT	
PCDHA13	
DSCAS	
TYMSOS	
BCKDK	
DLGAP1-AS4	
MIR4706	
C11orf94	
MGST3	
PEX16	
MRPL52	
LINC01276	
MIR4641	
ST8SIA5-DT	
AMDHD1	
SLC17A4	
GATA6-AS1	
PCDHAC2	
MKRN1	
RN7SKP109	
RFPL4AL1	
RFPL4AP1	
GTSCR1	
NETO1-DT	
SLC49A4	
GAMT	
SLC17A1	
PAH	
DLGAP1-AS1	
CHST2	
CASQ1	
PCDHB1	
ZIC4-AS1	
TLX3	
GTF2E1	
LINC01589	
RN7SL339P	
RPSAP71	
LINC02939	
SNORA70J	
RPL10P8	
LINC01638	
MIR3912	
FGF18	
LARGE2	
MIAT	
LINC01701	
SEMA5B	
ILF2	
PPIAP93	
ZFP36L1	
DAZAP1	
FOXI1	
KLRG2	
KRT18P41	
LINC01187	
SLC17A3	
ACOT8	
C5orf58	
GNAI1	
CCDC196	
NCKAP5-AS2	
KCNMB1	
DTYMK	1136_at
DTYMK	
FBLIM1P2	
LINC02710	
CREB3L1	
MIR4662B	
MIR4662A	
MRS2P1	
NIPAL1	
LCP2	
NOPCHAP1	
GSR	
TIPRL	
ZDHHC22	
FAM204DP	
MIR1260A	
GSTZ1	1212_at
GSTZ1	
OR8S21P	
NACAP8	
MIR4688	
RNU6-838P	
SUDS3	
NME7	
USP46-DT	
FAM76B	
DEFB121	
LINC01618	
H2AC3P	
MIR4449	
DEFB122	
SNORA26	
H2BP5	
TRIM38	
ERVMER34-1	
DEFB123	
MYL6BP1	
KAT8	
CD302	
DEFB124	
RASL11B	
REM1	
H3P26	
H1-1	
H3C1	
H4C1	
H3C2	
H2AC4	
LINC00028	
H2BC3	
H2AC5P	
H3C3	
RN7SKP275	
LINC01587	
MYF5	
H1-2	
H1-6	
H1-4	580_at
HM13	
LINC01802	
LARP1P1	
H2BC6	
H4C4	
KANSL1L	
C19orf25	
BBS10	
RN7SL335P	
ADAD1	
HSPA12A	
LINC01637	
RPL23AP67	
LINC01311	
CRADD	
CRADD	1211_s_at
CRADD	822_s_at
ADAL	
SERHL	
RN7SL477P	
LAMP3	
MBD3	
PRSS8	634_at
PRSS8	
HARS1	
RCSD1	
CEP57	
CBX1P5	
GIMAP4	
FBXL22	
LINC02093	
HS3ST3A1	
ATR	
MIR548H3	
PIAS1	
CDRT15P1	
CCDC60	
RNF133	
COX10	
LINC02476	
PRSS36	
KLHDC10	
CACNG2-DT	
LINC01315	
UBXN8	
RNU6-883P	
RPS26P41	
LINC01644	
MYOZ1	
FDPSP1	
HDHD5-AS1	
TNR	
TMEM191A	
SMIM31	
TESC-AS1	
NUDT4	
RNU6-668P	
APELA	
TRIM60P14	
SYNPO2L	
LINC01287	
FAM218BP	
NACA3P	
SYNPO2L-AS1	
TRIM61	
BMS1P4-AGAP5	
FAM218A	
SFT2D2	
CDRT15	
TRIM60	
RNA5SP320	
BMS1P4	
APC2	
HS3ST3B1	
TMED8	
DUSP8P5	
AMTN	
CRYBB2P1	
SEC24C	
GRAMD4P8	
STRIP2	
ARPC1BP1	
RPS18P12	
MTND4P27	
LINC02096	
FAM78B-AS1	
RPL23AP76	
PPP3R1	
CDRT7	
UCK2	
CDRT8	
NUDT14	
PRPSAP1	
NDUFA3P6	
PYCARD	
HIKESHIP3	
PPP2CB	
PPP2CB	924_s_at
PYCARD-AS1	
TRIM72	
CACYBPP2	
ENAM	
RBM43	
PARP16	
TBC1D22A-DT	
TFIP11-DT	
NUP50-DT	
RN7SKP92	
BNIP3P1	
RPL26P3	
LINC02327	
PITPNB	353_at
PITPNB	
RNA5SP345	
RPL32P25	
TCP11L2	
DLX6	
TEX15	
EFEMP2	
UTP3	
VPS39	
PIGM	
SP100	
RNU6-520P	
RNU6-784P	
FAM20B	
RUFY3	
TM9SF4	
GNGT1	
MALINC1	
LINC02326	
TMEM71	
LINC01720	
XCL2	
RNU6-24P	
RNU6-864P	
RPSAP16	
SPHK1	
STK31	
QSOX1	1257_s_at
QSOX1	
PURA	
IGIP	
CYSTM1	
RNU11-5P	
RNU6-1234P	
FUT11	
HSPA2-AS1	
PPP1R36	
CHCHD1	
CRYM-AS1	
ZSWIM8	
DBX2	
PFDN1	
DRAM1	
SNX29P1	
KIF3B	
NAGPA	
NUP50P1	
PLEKHG3	
ATP6V1G2-DDX39B	
LINC02451	
ASXL1	
HBEGF	
SRRM4	
RTP1	
LRRC8D-DT	
RPL7AP25	
UBE2O	
LINC01014	
SRP19	
ACTG1P23	
NKAIN3	
POU2F1	
TTC28-AS1	
SLC33A1	
TSPAN8	
DENND3	
DET1	
RPL7P49	
SPTB	
FIBP	
LINC02049	
CYGB	
RASA2-IT1	
RPL32P8	
LINC01995	
SNRPN	
LINC01994	
VN1R96P	
OR7D1P	
PRCD	
OR7E18P	
RPL35AP10	
OR7E19P	
HMGN2P13	
TRMT112P5	
MIR3199-1	
OR7H1P	
MIR3199-2	
NIP7P2	
ZNF699	
RN7SL757P	
MCCC1-AS1	
MN1	
ANKUB1	
EEF2KMT	
ZNF177	
LRP1	
RNU6-891P	
FAM86KP	
ZNF560	
WWTR1-IT1	
ALG1L14P	
NAP1L1P3	
REEP5	1252_at
REEP5	
USP17L10	
TM4SF4	
USP17L11	
USP17L12	
USP17L13	
USP17L17	
USP17L18	
USP17L23	
USP17L5	
ZSCAN5DP	
USP17L27	
SNORD1C	
USP17L28	
SNORD1B	
USP17L29	
SNORD1A	
USP17L30	
EDDM13	
PPIAP73	
GHSR	
ST6GALNAC2	
DEFB108F	
RNA5SP153	
DEFB130D	
SNRPCP3	
ZSCAN5A-AS1	
USP17L20	
USP17L21	
RPS27P12	
USP17L22	
PA2G4P4	
USP17L24	
NDUFB4P1	
USP17L25	
USP17L26	
GPR149	
USP17L14P	
USP17L16P	
VN2R17P	
USP17L19	
USP17L9P	
USP17L6P	
LINC02173	
GIMD1	
ZNF542P	
DANCR	
ZSWIM8-AS1	
MIR7855	
XBP1P1	
ZRSR2P1	
LINC01206	
NDST2	
MBLAC2	
NUDT6	
ST6GALNAC1	
ENPP7P14	
POMT2	
LINC02164	
IQANK1	
POLR3G	
RPS3AP48	
SNRPCP20	
NPM1P3	
LINC01570	
SAMD12	
MIR8065	
CAMK2G-AS1	
NOL4L	
FGF2	1593_at
FGF2	1828_s_at
RNU7-99P	
C10orf71	
RNU6-457P	
RNU6-328P	
POT1	
RPL35AP23	
TIMM23	
MT4	521_at
CCDC85B	
RNU6-1196P	
MIR548AW	
ANXA2P1	769_s_at
RNU7-21P	
RN7SL419P	
MT2A	
EEF1A1P5	1288_s_at
FOSL1	
GNRHR	655_at
GNRHR	
GFI1B	
SLC39A14	
IL2	1538_s_at
SNORA74C-1	
MSMB	
MT1E	
RPL23AP61	
SLC25A36P1	
LYSMD3	
ZNF582-DT	
AGAP7P	
MROH8	
SULF2	
ZNF583	
C11orf68	
MT1M	
LINC00200	
RAP1GDS1	
RNU6-227P	
LINC01202	
RNY4P36	
DRAP1	
SRSF2	
MT1JP	
VPS26A	
GABRG2	
MT1A	
COL5A3	
MT1CP	
DDX11L5	
	609_f_at
MIR1302-9HG	
MT1B	609_f_at
MIR1302-9	
FAM138C	
RPL10P12	
MT1F	
CFAP251	
MIR636	
RNU6-97P	
HELZ2	
LINC01388	
FOXD4	
RHBDF2	
SUPV3L1	
MT1IP	
LRSAM1	
MT1X	
NPM2	
MIR6832	
DPPA2P4	
SART1	
CRYM	
CNN2P10	
ZRANB3	
KIFAP3	
UHRF1BP1L-DT	
NCKAP1L	
HKDC1	
RDH8	
HYPK	
MIR5589	
SHFL	
RPS15AP28	
RNF111	
ATP5MC1P7	
TSPAN15	
RNU6-1005P	
RNU6-196P	
SMG1P4	
FGF17	
YWHAB	
ATP5MGP5	
TIPARP	
ABCA3P1	
EIF1AD	
FHIP2B	
UQCRC2	
SNHG20	
PPAN-P2RY11	
SETP7	
PABPC1L	
NENFP2	
LINC01941	
ATP2B1-AS1	
MTND6P8	
SPHKAP	
TMEM256P1	
NEUROG3	
RPL4P4	
RPL21P42	
MTATP6P23	
PAQR9-AS1	
MTCO2P23	
MTCO1P23	
MTND2P15	
MTND1P20	
FAM241B	
PPAN	
LAMC1-AS1	
TNR-IT1	
MTCO1P14	
OR7E53P	
SLC7A14	
SEC14L1	
TBX15	
LINC02651	
RNU6-666P	
RNU6-452P	
LINC02673	
RPL21P38	
NUDT18	
OR7E90P	
ZIK1P1	
ASB1	
LINC00880	
ACBD5	
HSPA8P20	
TEX13D	
SNORD105	
LINC02877	
NPM1P34	
LRRC49	
SNORD105B	
HR	
P2RY11	
GPC3	
COX18	
EI24P1	
RPL34P1	
PPIAP75	
BANF1	
ATP13A4-AS1	
EIF3G	
ADIPOQ-AS1	
CD48	
YEATS2-AS1	
SETP14	
OPA1-AS1	
SST	1430_at
ERHP1	
MREG	
MTPN	
MRPS10P1	
GRAMD1C	
RXRG	1048_at
RXRG	1049_g_at
RXRG	
TOMM34	
LINC02419	
ARL9	
LINC02372	
CST6	
SSMEM1	
HMGB1P3	
UTP20	
CATSPER1	
IQCA1-AS1	
TMEM17	
BMT2	
OR4N5	
KCNS1	
AKT1	1564_at
AKT1	
MTCYBP8	
MFSD8	
TPRKBP2	
RNY1P10	
GAPDHP35	
SBK1	
PPP1R2P6	
WFDC12	
GAL3ST3	
PI3	
MTND5P29	
COL26A1	
SNF8P1	
MIR6862-1	
PDK1-AS1	
CDC37P2	
SEMG1	
SF3B2	
	497_at
RPL3P5	
CERS6-AS1	
SEMG2	
STK4-DT	
LINC01657	
STK4	
TPR	421_at
TPR	
IL27	
REEP4	
SGF29	
LGR5	
SPATS2L	
AVPR2	667_at
S1PR2	
RPS4XP6	
RBISP2	
MIR4322	
OFD1P17	
RN7SL37P	
RNU7-75P	
KRT8P33	
MRPL4	
HMGB3P17	
PRICKLE2-DT	
ZNF619P1	
CLSTN2	
CEP120	
ZNF212	
PRRG3	
CDC37P1	
MIR6862-2	
CNGA2	
LINC01022	
RPL10P11	
LINC02577	
